========================================================================================================================
Training started at: 2026-04-08 22:04:18
Result directory: results/fl_cifar100/fedavg/pm-dir_a-0.1_nm-uni_nr-0.5_nt-symmetric
Result txt file : results/fl_cifar100/fedavg/pm-dir_a-0.1_nm-uni_nr-0.5_nt-symmetric/fedavg_fl_cifar100_20260408-220418-724618_pid2725703.txt
Result log file : results/fl_cifar100/fedavg/pm-dir_a-0.1_nm-uni_nr-0.5_nt-symmetric/fedavg_fl_cifar100_20260408-220418-724618_pid2725703.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=186.85s | TotalTime=186.86s | Method=fedavg
[Round 002/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=168.63s | TotalTime=355.50s | Method=fedavg
[Round 003/100] Phase=standard | Stage=warmup | Acc=4.570 | RoundTime=158.33s | TotalTime=513.84s | Method=fedavg
[Round 004/100] Phase=standard | Stage=warmup | Acc=7.950 | RoundTime=157.49s | TotalTime=671.33s | Method=fedavg
[Round 005/100] Phase=standard | Stage=warmup | Acc=9.860 | RoundTime=158.95s | TotalTime=830.30s | Method=fedavg
[Round 006/100] Phase=standard | Stage=warmup | Acc=11.780 | RoundTime=158.88s | TotalTime=989.19s | Method=fedavg
[Round 007/100] Phase=standard | Stage=warmup | Acc=13.390 | RoundTime=156.75s | TotalTime=1145.95s | Method=fedavg
[Round 008/100] Phase=standard | Stage=warmup | Acc=15.050 | RoundTime=157.53s | TotalTime=1303.49s | Method=fedavg
[Round 009/100] Phase=standard | Stage=warmup | Acc=16.490 | RoundTime=158.18s | TotalTime=1461.69s | Method=fedavg
[Round 010/100] Phase=standard | Stage=warmup | Acc=18.030 | RoundTime=158.39s | TotalTime=1620.08s | Method=fedavg
[Round 011/100] Phase=standard | Stage=warmup | Acc=19.030 | RoundTime=157.34s | TotalTime=1777.43s | Method=fedavg
[Round 012/100] Phase=standard | Stage=warmup | Acc=20.460 | RoundTime=158.97s | TotalTime=1936.41s | Method=fedavg
[Round 013/100] Phase=standard | Stage=warmup | Acc=21.370 | RoundTime=157.81s | TotalTime=2094.23s | Method=fedavg
[Round 014/100] Phase=standard | Stage=warmup | Acc=22.120 | RoundTime=157.75s | TotalTime=2251.99s | Method=fedavg
[Round 015/100] Phase=standard | Stage=warmup | Acc=22.610 | RoundTime=157.55s | TotalTime=2409.55s | Method=fedavg
[Round 016/100] Phase=standard | Stage=warmup | Acc=23.070 | RoundTime=157.30s | TotalTime=2566.86s | Method=fedavg
[Round 017/100] Phase=standard | Stage=warmup | Acc=22.830 | RoundTime=158.00s | TotalTime=2724.88s | Method=fedavg
[Round 018/100] Phase=standard | Stage=warmup | Acc=23.080 | RoundTime=157.73s | TotalTime=2882.62s | Method=fedavg
[Round 019/100] Phase=standard | Stage=warmup | Acc=23.860 | RoundTime=157.05s | TotalTime=3039.68s | Method=fedavg
[Round 020/100] Phase=standard | Stage=warmup | Acc=24.700 | RoundTime=159.90s | TotalTime=3199.59s | Method=fedavg
[Round 021/100] Phase=standard | Stage=warmup | Acc=24.070 | RoundTime=158.76s | TotalTime=3358.36s | Method=fedavg
[Round 022/100] Phase=standard | Stage=warmup | Acc=24.270 | RoundTime=157.38s | TotalTime=3515.76s | Method=fedavg
[Round 023/100] Phase=standard | Stage=warmup | Acc=24.060 | RoundTime=157.68s | TotalTime=3673.45s | Method=fedavg
[Round 024/100] Phase=standard | Stage=warmup | Acc=24.230 | RoundTime=158.54s | TotalTime=3831.99s | Method=fedavg
[Round 025/100] Phase=standard | Stage=warmup | Acc=24.070 | RoundTime=159.21s | TotalTime=3991.22s | Method=fedavg
[Round 026/100] Phase=standard | Stage=warmup | Acc=23.380 | RoundTime=157.38s | TotalTime=4148.61s | Method=fedavg
[Round 027/100] Phase=standard | Stage=warmup | Acc=23.420 | RoundTime=157.54s | TotalTime=4306.15s | Method=fedavg
[Round 028/100] Phase=standard | Stage=warmup | Acc=23.620 | RoundTime=157.56s | TotalTime=4463.72s | Method=fedavg
[Round 029/100] Phase=standard | Stage=warmup | Acc=23.170 | RoundTime=157.59s | TotalTime=4621.33s | Method=fedavg
[Round 030/100] Phase=standard | Stage=warmup | Acc=22.650 | RoundTime=158.47s | TotalTime=4779.81s | Method=fedavg
[Round 031/100] Phase=standard | Stage=warmup | Acc=21.990 | RoundTime=157.88s | TotalTime=4937.70s | Method=fedavg
[Round 032/100] Phase=standard | Stage=warmup | Acc=21.960 | RoundTime=159.20s | TotalTime=5096.92s | Method=fedavg
[Round 033/100] Phase=standard | Stage=warmup | Acc=21.660 | RoundTime=158.80s | TotalTime=5255.72s | Method=fedavg
[Round 034/100] Phase=standard | Stage=warmup | Acc=21.890 | RoundTime=158.19s | TotalTime=5413.92s | Method=fedavg
[Round 035/100] Phase=standard | Stage=warmup | Acc=21.950 | RoundTime=158.57s | TotalTime=5572.50s | Method=fedavg
[Round 036/100] Phase=standard | Stage=warmup | Acc=21.650 | RoundTime=158.95s | TotalTime=5731.46s | Method=fedavg
