========================================================================================================================
Training started at: 2026-04-07 20:59:46
Result directory: results/fl_cifar10/fedavg/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric
Result txt file : results/fl_cifar10/fedavg/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar10_20260407-205946-628932_pid2698154.txt
Result log file : results/fl_cifar10/fedavg/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar10_20260407-205946-628932_pid2698154.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 210
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/210] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=39.23s | TotalTime=39.24s | Method=fedavg
[Round 002/210] Phase=standard | Stage=warmup | Acc=22.630 | RoundTime=36.38s | TotalTime=75.63s | Method=fedavg
[Round 003/210] Phase=standard | Stage=warmup | Acc=31.840 | RoundTime=37.27s | TotalTime=112.91s | Method=fedavg
[Round 004/210] Phase=standard | Stage=warmup | Acc=38.440 | RoundTime=37.27s | TotalTime=150.18s | Method=fedavg
[Round 005/210] Phase=standard | Stage=warmup | Acc=41.060 | RoundTime=36.39s | TotalTime=186.58s | Method=fedavg
[Round 006/210] Phase=standard | Stage=warmup | Acc=44.090 | RoundTime=36.54s | TotalTime=223.13s | Method=fedavg
[Round 007/210] Phase=standard | Stage=warmup | Acc=45.540 | RoundTime=36.90s | TotalTime=260.04s | Method=fedavg
[Round 008/210] Phase=standard | Stage=warmup | Acc=48.560 | RoundTime=36.28s | TotalTime=296.33s | Method=fedavg
[Round 009/210] Phase=standard | Stage=warmup | Acc=50.230 | RoundTime=36.48s | TotalTime=332.82s | Method=fedavg
[Round 010/210] Phase=standard | Stage=warmup | Acc=51.180 | RoundTime=36.68s | TotalTime=369.51s | Method=fedavg
[Round 011/210] Phase=standard | Stage=warmup | Acc=53.040 | RoundTime=36.35s | TotalTime=405.87s | Method=fedavg
