========================================================================================================================
Training started at: 2026-04-08 23:20:10
Result directory: results/fl_cifar10/fedavg/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric
Result txt file : results/fl_cifar10/fedavg/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar10_20260408-232010-572806_pid3111994.txt
Result log file : results/fl_cifar10/fedavg/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar10_20260408-232010-572806_pid3111994.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_cifar10
Structure: homogeneity
Participants: 50
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=75.76s | TotalTime=75.76s | Method=fedavg
[Round 002/100] Phase=standard | Stage=warmup | Acc=13.040 | RoundTime=78.14s | TotalTime=153.91s | Method=fedavg
[Round 003/100] Phase=standard | Stage=warmup | Acc=14.880 | RoundTime=79.31s | TotalTime=233.24s | Method=fedavg
[Round 004/100] Phase=standard | Stage=warmup | Acc=13.850 | RoundTime=78.85s | TotalTime=312.09s | Method=fedavg
[Round 005/100] Phase=standard | Stage=warmup | Acc=24.880 | RoundTime=77.31s | TotalTime=389.42s | Method=fedavg
[Round 006/100] Phase=standard | Stage=warmup | Acc=35.660 | RoundTime=78.86s | TotalTime=468.29s | Method=fedavg
[Round 007/100] Phase=standard | Stage=warmup | Acc=40.370 | RoundTime=80.77s | TotalTime=549.06s | Method=fedavg
[Round 008/100] Phase=standard | Stage=warmup | Acc=41.910 | RoundTime=77.78s | TotalTime=626.85s | Method=fedavg
[Round 009/100] Phase=standard | Stage=warmup | Acc=44.270 | RoundTime=76.59s | TotalTime=703.45s | Method=fedavg
[Round 010/100] Phase=standard | Stage=warmup | Acc=46.090 | RoundTime=79.19s | TotalTime=782.65s | Method=fedavg
[Round 011/100] Phase=standard | Stage=warmup | Acc=46.890 | RoundTime=76.44s | TotalTime=859.10s | Method=fedavg
[Round 012/100] Phase=standard | Stage=warmup | Acc=48.230 | RoundTime=78.32s | TotalTime=937.43s | Method=fedavg
[Round 013/100] Phase=standard | Stage=warmup | Acc=48.990 | RoundTime=79.57s | TotalTime=1017.01s | Method=fedavg
[Round 014/100] Phase=standard | Stage=warmup | Acc=50.500 | RoundTime=75.64s | TotalTime=1092.65s | Method=fedavg
[Round 015/100] Phase=standard | Stage=warmup | Acc=50.390 | RoundTime=78.89s | TotalTime=1171.55s | Method=fedavg
[Round 016/100] Phase=standard | Stage=warmup | Acc=50.750 | RoundTime=75.93s | TotalTime=1247.48s | Method=fedavg
[Round 017/100] Phase=standard | Stage=warmup | Acc=51.420 | RoundTime=76.80s | TotalTime=1324.28s | Method=fedavg
[Round 018/100] Phase=standard | Stage=warmup | Acc=51.520 | RoundTime=76.58s | TotalTime=1400.88s | Method=fedavg
[Round 019/100] Phase=standard | Stage=warmup | Acc=52.320 | RoundTime=78.66s | TotalTime=1479.55s | Method=fedavg
[Round 020/100] Phase=standard | Stage=warmup | Acc=51.960 | RoundTime=78.51s | TotalTime=1558.07s | Method=fedavg
[Round 021/100] Phase=standard | Stage=warmup | Acc=53.000 | RoundTime=77.47s | TotalTime=1635.55s | Method=fedavg
[Round 022/100] Phase=standard | Stage=warmup | Acc=52.720 | RoundTime=75.29s | TotalTime=1710.85s | Method=fedavg
[Round 023/100] Phase=standard | Stage=warmup | Acc=53.410 | RoundTime=76.10s | TotalTime=1786.96s | Method=fedavg
[Round 024/100] Phase=standard | Stage=warmup | Acc=53.440 | RoundTime=77.55s | TotalTime=1864.51s | Method=fedavg
[Round 025/100] Phase=standard | Stage=warmup | Acc=54.470 | RoundTime=75.37s | TotalTime=1939.90s | Method=fedavg
[Round 026/100] Phase=standard | Stage=warmup | Acc=54.540 | RoundTime=78.20s | TotalTime=2018.11s | Method=fedavg
[Round 027/100] Phase=standard | Stage=warmup | Acc=54.950 | RoundTime=74.02s | TotalTime=2092.14s | Method=fedavg
[Round 028/100] Phase=standard | Stage=warmup | Acc=54.590 | RoundTime=76.01s | TotalTime=2168.16s | Method=fedavg
[Round 029/100] Phase=standard | Stage=warmup | Acc=55.060 | RoundTime=75.71s | TotalTime=2243.89s | Method=fedavg
[Round 030/100] Phase=standard | Stage=warmup | Acc=54.510 | RoundTime=77.23s | TotalTime=2321.12s | Method=fedavg
[Round 031/100] Phase=standard | Stage=warmup | Acc=55.350 | RoundTime=74.80s | TotalTime=2395.93s | Method=fedavg
[Round 032/100] Phase=standard | Stage=warmup | Acc=54.720 | RoundTime=76.73s | TotalTime=2472.67s | Method=fedavg
[Round 033/100] Phase=standard | Stage=warmup | Acc=54.580 | RoundTime=77.12s | TotalTime=2549.80s | Method=fedavg
[Round 034/100] Phase=standard | Stage=warmup | Acc=55.720 | RoundTime=75.81s | TotalTime=2625.62s | Method=fedavg
[Round 035/100] Phase=standard | Stage=warmup | Acc=55.600 | RoundTime=73.60s | TotalTime=2699.23s | Method=fedavg
[Round 036/100] Phase=standard | Stage=warmup | Acc=54.770 | RoundTime=78.90s | TotalTime=2778.14s | Method=fedavg
[Round 037/100] Phase=standard | Stage=warmup | Acc=55.050 | RoundTime=77.04s | TotalTime=2855.24s | Method=fedavg
[Round 038/100] Phase=standard | Stage=warmup | Acc=54.810 | RoundTime=76.09s | TotalTime=2931.34s | Method=fedavg
[Round 039/100] Phase=standard | Stage=warmup | Acc=55.170 | RoundTime=74.42s | TotalTime=3005.76s | Method=fedavg
[Round 040/100] Phase=standard | Stage=warmup | Acc=55.530 | RoundTime=75.31s | TotalTime=3081.08s | Method=fedavg
[Round 041/100] Phase=standard | Stage=warmup | Acc=55.290 | RoundTime=73.24s | TotalTime=3154.33s | Method=fedavg
[Round 042/100] Phase=standard | Stage=warmup | Acc=55.130 | RoundTime=74.51s | TotalTime=3228.84s | Method=fedavg
[Round 043/100] Phase=standard | Stage=warmup | Acc=54.990 | RoundTime=73.63s | TotalTime=3302.48s | Method=fedavg
[Round 044/100] Phase=standard | Stage=warmup | Acc=54.660 | RoundTime=76.32s | TotalTime=3378.81s | Method=fedavg
[Round 045/100] Phase=standard | Stage=warmup | Acc=54.480 | RoundTime=73.36s | TotalTime=3452.17s | Method=fedavg
[Round 046/100] Phase=standard | Stage=warmup | Acc=54.810 | RoundTime=73.86s | TotalTime=3526.05s | Method=fedavg
[Round 047/100] Phase=standard | Stage=warmup | Acc=55.030 | RoundTime=73.66s | TotalTime=3599.72s | Method=fedavg
[Round 048/100] Phase=standard | Stage=warmup | Acc=54.270 | RoundTime=75.71s | TotalTime=3675.44s | Method=fedavg
[Round 049/100] Phase=standard | Stage=warmup | Acc=54.450 | RoundTime=76.08s | TotalTime=3751.53s | Method=fedavg
[Round 050/100] Phase=standard | Stage=warmup | Acc=54.380 | RoundTime=76.16s | TotalTime=3827.71s | Method=fedavg
[Round 051/100] Phase=standard | Stage=warmup | Acc=54.700 | RoundTime=73.96s | TotalTime=3901.69s | Method=fedavg
[Round 052/100] Phase=standard | Stage=warmup | Acc=54.590 | RoundTime=75.51s | TotalTime=3977.21s | Method=fedavg
[Round 053/100] Phase=standard | Stage=warmup | Acc=53.630 | RoundTime=76.10s | TotalTime=4053.32s | Method=fedavg
[Round 054/100] Phase=standard | Stage=warmup | Acc=53.810 | RoundTime=78.22s | TotalTime=4131.55s | Method=fedavg
[Round 055/100] Phase=standard | Stage=warmup | Acc=53.350 | RoundTime=78.72s | TotalTime=4210.28s | Method=fedavg
[Round 056/100] Phase=standard | Stage=warmup | Acc=53.310 | RoundTime=75.49s | TotalTime=4285.77s | Method=fedavg
[Round 057/100] Phase=standard | Stage=warmup | Acc=53.240 | RoundTime=79.27s | TotalTime=4365.05s | Method=fedavg
[Round 058/100] Phase=standard | Stage=warmup | Acc=52.510 | RoundTime=74.91s | TotalTime=4439.97s | Method=fedavg
[Round 059/100] Phase=standard | Stage=warmup | Acc=52.710 | RoundTime=75.38s | TotalTime=4515.36s | Method=fedavg
[Round 060/100] Phase=standard | Stage=warmup | Acc=53.020 | RoundTime=72.90s | TotalTime=4588.27s | Method=fedavg
[Round 061/100] Phase=standard | Stage=warmup | Acc=52.490 | RoundTime=77.68s | TotalTime=4665.97s | Method=fedavg
[Round 062/100] Phase=standard | Stage=warmup | Acc=52.510 | RoundTime=74.75s | TotalTime=4740.73s | Method=fedavg
[Round 063/100] Phase=standard | Stage=warmup | Acc=52.940 | RoundTime=75.86s | TotalTime=4816.60s | Method=fedavg
[Round 064/100] Phase=standard | Stage=warmup | Acc=52.080 | RoundTime=76.30s | TotalTime=4892.90s | Method=fedavg
[Round 065/100] Phase=standard | Stage=warmup | Acc=52.210 | RoundTime=75.18s | TotalTime=4968.10s | Method=fedavg
[Round 066/100] Phase=standard | Stage=warmup | Acc=52.260 | RoundTime=75.89s | TotalTime=5043.99s | Method=fedavg
[Round 067/100] Phase=standard | Stage=warmup | Acc=52.030 | RoundTime=74.33s | TotalTime=5118.33s | Method=fedavg
[Round 068/100] Phase=standard | Stage=warmup | Acc=51.940 | RoundTime=77.61s | TotalTime=5195.95s | Method=fedavg
[Round 069/100] Phase=standard | Stage=warmup | Acc=51.210 | RoundTime=73.48s | TotalTime=5269.44s | Method=fedavg
[Round 070/100] Phase=standard | Stage=warmup | Acc=51.750 | RoundTime=75.35s | TotalTime=5344.81s | Method=fedavg
[Round 071/100] Phase=standard | Stage=warmup | Acc=51.520 | RoundTime=75.94s | TotalTime=5420.76s | Method=fedavg
[Round 072/100] Phase=standard | Stage=warmup | Acc=51.200 | RoundTime=78.43s | TotalTime=5499.20s | Method=fedavg
[Round 073/100] Phase=standard | Stage=warmup | Acc=51.610 | RoundTime=78.07s | TotalTime=5577.28s | Method=fedavg
[Round 074/100] Phase=standard | Stage=warmup | Acc=51.180 | RoundTime=75.70s | TotalTime=5653.03s | Method=fedavg
