====================================================================================================
Training started at: 2026-03-30 08:31:52
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.5
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.5/fedcda_fl_cifar10_20260330-083152-699690_pid817671.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.5/fedcda_fl_cifar10_20260330-083152-699690_pid817671.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 32
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.5
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | RoundTime=26.27s | TotalTime=26.27s | Method=fedcda
[Round 002/100] Acc=10.000 | RoundTime=27.11s | TotalTime=53.38s | Method=fedcda
[Round 003/100] Acc=17.270 | RoundTime=27.23s | TotalTime=80.61s | Method=fedcda
[Round 004/100] Acc=18.340 | RoundTime=28.39s | TotalTime=109.01s | Method=fedcda
[Round 005/100] Acc=19.070 | RoundTime=28.62s | TotalTime=137.62s | Method=fedcda
[Round 006/100] Acc=25.260 | RoundTime=27.82s | TotalTime=165.44s | Method=fedcda
[Round 007/100] Acc=31.200 | RoundTime=27.30s | TotalTime=192.75s | Method=fedcda
[Round 008/100] Acc=26.330 | RoundTime=27.86s | TotalTime=220.60s | Method=fedcda
[Round 009/100] Acc=21.180 | RoundTime=27.41s | TotalTime=248.02s | Method=fedcda
[Round 010/100] Acc=13.750 | RoundTime=28.10s | TotalTime=276.12s | Method=fedcda
[Round 011/100] Acc=26.320 | RoundTime=29.41s | TotalTime=305.53s | Method=fedcda
[Round 012/100] Acc=16.600 | RoundTime=28.51s | TotalTime=334.04s | Method=fedcda
[Round 013/100] Acc=23.550 | RoundTime=22.31s | TotalTime=356.35s | Method=fedcda
[Round 014/100] Acc=21.650 | RoundTime=23.34s | TotalTime=379.69s | Method=fedcda
[Round 015/100] Acc=17.790 | RoundTime=23.87s | TotalTime=403.56s | Method=fedcda
