========================================================================================================================
Training started at: 2026-04-08 13:35:58
Result directory: results/fl_svhn/feddenoise_v3/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_wr-8_sr-22_ts-4,3,2,1_tss-least_sim_tsim-backbone_cosine_wm-full_model_dr-0.4_drs-None
Result txt file : results/fl_svhn/feddenoise_v3/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_wr-8_sr-22_ts-4,3,2,1_tss-least_sim_tsim-backbone_cosine_wm-full_model_dr-0.4_drs-None/feddenoise_v3_fl_svhn_20260408-133558-826209_pid4098438.txt
Result log file : results/fl_svhn/feddenoise_v3/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_wr-8_sr-22_ts-4,3,2,1_tss-least_sim_tsim-backbone_cosine_wm-full_model_dr-0.4_drs-None/feddenoise_v3_fl_svhn_20260408-133558-826209_pid4098438.log
------------------------------------------------------------------------------------------------------------------------
Model: feddenoise_v3
Dataset: fl_svhn
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 96
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
Warmup round: 8
Stage round: 22
Teacher schedule: 4,3,2,1
Teacher select strategy: least_sim
Teacher similarity: backbone_cosine
Teacher score mode: teacher_mean
Warmup mode: full_model
Drop rate: 0.4
Drop rate schedule: None
Exclude self teacher: True
========================================================================================================================
[Round 001/096] Phase=warmup | Stage=warmup | Acc=19.590 | RoundTime=78.65s | TotalTime=78.66s | Method=feddenoise_v3
[Round 002/096] Phase=warmup | Stage=warmup | Acc=18.800 | RoundTime=88.60s | TotalTime=167.27s | Method=feddenoise_v3
[Round 003/096] Phase=warmup | Stage=warmup | Acc=27.720 | RoundTime=87.35s | TotalTime=254.63s | Method=feddenoise_v3
[Round 004/096] Phase=warmup | Stage=warmup | Acc=40.770 | RoundTime=82.11s | TotalTime=336.75s | Method=feddenoise_v3
[Round 005/096] Phase=warmup | Stage=warmup | Acc=47.510 | RoundTime=78.28s | TotalTime=415.04s | Method=feddenoise_v3
[Round 006/096] Phase=warmup | Stage=warmup | Acc=51.640 | RoundTime=76.59s | TotalTime=491.64s | Method=feddenoise_v3
[Round 007/096] Phase=warmup | Stage=warmup | Acc=55.540 | RoundTime=78.57s | TotalTime=570.21s | Method=feddenoise_v3
[Round 008/096] Phase=warmup | Stage=warmup | Acc=60.400 | RoundTime=170.85s | TotalTime=741.07s | Method=feddenoise_v3
[Round 009/096] Phase=stage_1 | Stage=0 | Acc=48.520 | StagePure=79.515 | CPrec=79.515 | CRec=68.140 | NPrec=44.246 | NRec=59.021 | Keep=59.994 | TSim=0.975 | RoundTime=60.49s | TotalTime=801.57s | Method=feddenoise_v3
[Round 010/096] Phase=stage_1 | Stage=0 | Acc=52.200 | StagePure=79.515 | CPrec=79.515 | CRec=68.140 | NPrec=44.246 | NRec=59.021 | Keep=59.994 | TSim=0.975 | RoundTime=60.38s | TotalTime=861.99s | Method=feddenoise_v3
[Round 011/096] Phase=stage_1 | Stage=0 | Acc=52.480 | StagePure=79.515 | CPrec=79.515 | CRec=68.140 | NPrec=44.246 | NRec=59.021 | Keep=59.994 | TSim=0.975 | RoundTime=61.18s | TotalTime=923.18s | Method=feddenoise_v3
[Round 012/096] Phase=stage_1 | Stage=0 | Acc=53.100 | StagePure=79.515 | CPrec=79.515 | CRec=68.140 | NPrec=44.246 | NRec=59.021 | Keep=59.994 | TSim=0.975 | RoundTime=62.18s | TotalTime=985.37s | Method=feddenoise_v3
[Round 013/096] Phase=stage_1 | Stage=0 | Acc=55.380 | StagePure=79.515 | CPrec=79.515 | CRec=68.140 | NPrec=44.246 | NRec=59.021 | Keep=59.994 | TSim=0.975 | RoundTime=60.23s | TotalTime=1045.61s | Method=feddenoise_v3
[Round 014/096] Phase=stage_1 | Stage=0 | Acc=55.730 | StagePure=79.515 | CPrec=79.515 | CRec=68.140 | NPrec=44.246 | NRec=59.021 | Keep=59.994 | TSim=0.975 | RoundTime=60.07s | TotalTime=1105.70s | Method=feddenoise_v3
[Round 015/096] Phase=stage_1 | Stage=0 | Acc=56.220 | StagePure=79.515 | CPrec=79.515 | CRec=68.140 | NPrec=44.246 | NRec=59.021 | Keep=59.994 | TSim=0.975 | RoundTime=63.37s | TotalTime=1169.08s | Method=feddenoise_v3
[Round 016/096] Phase=stage_1 | Stage=0 | Acc=57.640 | StagePure=79.515 | CPrec=79.515 | CRec=68.140 | NPrec=44.246 | NRec=59.021 | Keep=59.994 | TSim=0.975 | RoundTime=60.19s | TotalTime=1229.28s | Method=feddenoise_v3
[Round 017/096] Phase=stage_1 | Stage=0 | Acc=57.940 | StagePure=79.515 | CPrec=79.515 | CRec=68.140 | NPrec=44.246 | NRec=59.021 | Keep=59.994 | TSim=0.975 | RoundTime=60.02s | TotalTime=1289.32s | Method=feddenoise_v3
[Round 018/096] Phase=stage_1 | Stage=0 | Acc=57.790 | StagePure=79.515 | CPrec=79.515 | CRec=68.140 | NPrec=44.246 | NRec=59.021 | Keep=59.994 | TSim=0.975 | RoundTime=60.05s | TotalTime=1349.38s | Method=feddenoise_v3
[Round 019/096] Phase=stage_1 | Stage=0 | Acc=60.260 | StagePure=79.515 | CPrec=79.515 | CRec=68.140 | NPrec=44.246 | NRec=59.021 | Keep=59.994 | TSim=0.975 | RoundTime=60.23s | TotalTime=1409.62s | Method=feddenoise_v3
