====================================================================================================
Training started at: 2026-03-30 22:23:09
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.4
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.4/fedcda_fl_cifar10_20260330-222309-785257_pid3483044.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.4/fedcda_fl_cifar10_20260330-222309-785257_pid3483044.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.4
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=13.370 | RoundTime=24.67s | TotalTime=24.67s | Method=fedcda
[Round 002/100] Acc=12.820 | RoundTime=23.92s | TotalTime=48.60s | Method=fedcda
[Round 003/100] Acc=20.660 | RoundTime=24.33s | TotalTime=72.92s | Method=fedcda
[Round 004/100] Acc=21.420 | RoundTime=23.88s | TotalTime=96.81s | Method=fedcda
[Round 005/100] Acc=24.230 | RoundTime=24.57s | TotalTime=121.37s | Method=fedcda
[Round 006/100] Acc=31.910 | RoundTime=24.29s | TotalTime=145.66s | Method=fedcda
[Round 007/100] Acc=30.400 | RoundTime=24.19s | TotalTime=169.85s | Method=fedcda
[Round 008/100] Acc=22.290 | RoundTime=23.87s | TotalTime=193.73s | Method=fedcda
[Round 009/100] Acc=26.670 | RoundTime=25.59s | TotalTime=219.32s | Method=fedcda
[Round 010/100] Acc=28.850 | RoundTime=27.19s | TotalTime=246.51s | Method=fedcda
[Round 011/100] Acc=28.830 | RoundTime=24.23s | TotalTime=270.74s | Method=fedcda
[Round 012/100] Acc=24.460 | RoundTime=24.19s | TotalTime=294.93s | Method=fedcda
[Round 013/100] Acc=14.610 | RoundTime=22.33s | TotalTime=317.26s | Method=fedcda
[Round 014/100] Acc=25.510 | RoundTime=21.13s | TotalTime=338.39s | Method=fedcda
