========================================================================================================================
Training started at: 2026-04-08 22:04:18
Result directory: results/fl_cifar10/fedavg/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric
Result txt file : results/fl_cifar10/fedavg/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric/fedavg_fl_cifar10_20260408-220418-955514_pid2725686.txt
Result log file : results/fl_cifar10/fedavg/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric/fedavg_fl_cifar10_20260408-220418-955514_pid2725686.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=10.010 | RoundTime=186.77s | TotalTime=186.77s | Method=fedavg
[Round 054/100] Phase=standard | Stage=warmup | Acc=55.310 | RoundTime=157.85s | TotalTime=8571.06s | Method=fedavg
[Round 055/100] Phase=standard | Stage=warmup | Acc=54.980 | RoundTime=157.53s | TotalTime=8728.59s | Method=fedavg
[Round 056/100] Phase=standard | Stage=warmup | Acc=53.820 | RoundTime=162.19s | TotalTime=8890.80s | Method=fedavg
[Round 057/100] Phase=standard | Stage=warmup | Acc=53.370 | RoundTime=158.82s | TotalTime=9049.62s | Method=fedavg
[Round 058/100] Phase=standard | Stage=warmup | Acc=53.590 | RoundTime=157.82s | TotalTime=9207.45s | Method=fedavg
[Round 059/100] Phase=standard | Stage=warmup | Acc=52.590 | RoundTime=157.26s | TotalTime=9364.72s | Method=fedavg
[Round 060/100] Phase=standard | Stage=warmup | Acc=52.080 | RoundTime=159.24s | TotalTime=9523.97s | Method=fedavg
[Round 061/100] Phase=standard | Stage=warmup | Acc=52.420 | RoundTime=157.83s | TotalTime=9681.82s | Method=fedavg
[Round 062/100] Phase=standard | Stage=warmup | Acc=52.320 | RoundTime=158.28s | TotalTime=9840.10s | Method=fedavg
[Round 063/100] Phase=standard | Stage=warmup | Acc=51.900 | RoundTime=158.47s | TotalTime=9998.58s | Method=fedavg
[Round 064/100] Phase=standard | Stage=warmup | Acc=50.320 | RoundTime=158.72s | TotalTime=10157.30s | Method=fedavg
[Round 065/100] Phase=standard | Stage=warmup | Acc=51.630 | RoundTime=157.34s | TotalTime=10314.66s | Method=fedavg
[Round 066/100] Phase=standard | Stage=warmup | Acc=50.760 | RoundTime=157.94s | TotalTime=10472.60s | Method=fedavg
[Round 067/100] Phase=standard | Stage=warmup | Acc=49.770 | RoundTime=157.49s | TotalTime=10630.15s | Method=fedavg
[Round 068/100] Phase=standard | Stage=warmup | Acc=48.840 | RoundTime=157.85s | TotalTime=10788.00s | Method=fedavg
[Round 069/100] Phase=standard | Stage=warmup | Acc=49.080 | RoundTime=157.65s | TotalTime=10945.67s | Method=fedavg
[Round 070/100] Phase=standard | Stage=warmup | Acc=48.450 | RoundTime=158.14s | TotalTime=11103.81s | Method=fedavg
[Round 071/100] Phase=standard | Stage=warmup | Acc=48.810 | RoundTime=158.09s | TotalTime=11261.91s | Method=fedavg
[Round 072/100] Phase=standard | Stage=warmup | Acc=47.810 | RoundTime=159.59s | TotalTime=11421.51s | Method=fedavg
[Round 073/100] Phase=standard | Stage=warmup | Acc=47.720 | RoundTime=159.02s | TotalTime=11580.53s | Method=fedavg
[Round 074/100] Phase=standard | Stage=warmup | Acc=47.350 | RoundTime=156.95s | TotalTime=11737.49s | Method=fedavg
[Round 075/100] Phase=standard | Stage=warmup | Acc=47.420 | RoundTime=158.20s | TotalTime=11895.70s | Method=fedavg
[Round 076/100] Phase=standard | Stage=warmup | Acc=47.550 | RoundTime=158.24s | TotalTime=12053.95s | Method=fedavg
[Round 077/100] Phase=standard | Stage=warmup | Acc=48.090 | RoundTime=156.88s | TotalTime=12210.84s | Method=fedavg
[Round 078/100] Phase=standard | Stage=warmup | Acc=46.520 | RoundTime=158.63s | TotalTime=12369.48s | Method=fedavg
[Round 079/100] Phase=standard | Stage=warmup | Acc=46.660 | RoundTime=158.20s | TotalTime=12527.68s | Method=fedavg
[Round 080/100] Phase=standard | Stage=warmup | Acc=46.960 | RoundTime=157.34s | TotalTime=12685.03s | Method=fedavg
[Round 081/100] Phase=standard | Stage=warmup | Acc=47.470 | RoundTime=157.39s | TotalTime=12842.43s | Method=fedavg
[Round 082/100] Phase=standard | Stage=warmup | Acc=46.230 | RoundTime=158.78s | TotalTime=13001.21s | Method=fedavg
[Round 083/100] Phase=standard | Stage=warmup | Acc=46.070 | RoundTime=159.07s | TotalTime=13160.29s | Method=fedavg
[Round 084/100] Phase=standard | Stage=warmup | Acc=45.890 | RoundTime=159.26s | TotalTime=13319.56s | Method=fedavg
[Round 085/100] Phase=standard | Stage=warmup | Acc=46.070 | RoundTime=157.34s | TotalTime=13476.91s | Method=fedavg
[Round 086/100] Phase=standard | Stage=warmup | Acc=45.390 | RoundTime=157.54s | TotalTime=13634.46s | Method=fedavg
[Round 087/100] Phase=standard | Stage=warmup | Acc=45.570 | RoundTime=157.65s | TotalTime=13792.12s | Method=fedavg
[Round 088/100] Phase=standard | Stage=warmup | Acc=44.990 | RoundTime=159.90s | TotalTime=13952.02s | Method=fedavg
[Round 089/100] Phase=standard | Stage=warmup | Acc=45.130 | RoundTime=158.78s | TotalTime=14110.81s | Method=fedavg
[Round 090/100] Phase=standard | Stage=warmup | Acc=44.890 | RoundTime=159.67s | TotalTime=14270.49s | Method=fedavg
[Round 091/100] Phase=standard | Stage=warmup | Acc=44.770 | RoundTime=159.06s | TotalTime=14429.56s | Method=fedavg
[Round 092/100] Phase=standard | Stage=warmup | Acc=44.320 | RoundTime=158.71s | TotalTime=14588.27s | Method=fedavg
[Round 093/100] Phase=standard | Stage=warmup | Acc=44.490 | RoundTime=159.27s | TotalTime=14747.55s | Method=fedavg
[Round 094/100] Phase=standard | Stage=warmup | Acc=44.900 | RoundTime=158.41s | TotalTime=14905.97s | Method=fedavg
[Round 095/100] Phase=standard | Stage=warmup | Acc=45.410 | RoundTime=158.25s | TotalTime=15064.23s | Method=fedavg
[Round 096/100] Phase=standard | Stage=warmup | Acc=45.580 | RoundTime=158.59s | TotalTime=15222.83s | Method=fedavg
[Round 097/100] Phase=standard | Stage=warmup | Acc=44.510 | RoundTime=158.57s | TotalTime=15381.41s | Method=fedavg
[Round 098/100] Phase=standard | Stage=warmup | Acc=44.790 | RoundTime=159.64s | TotalTime=15541.06s | Method=fedavg
[Round 099/100] Phase=standard | Stage=warmup | Acc=44.730 | RoundTime=156.98s | TotalTime=15698.04s | Method=fedavg
[Round 100/100] Phase=standard | Stage=warmup | Acc=44.070 | RoundTime=151.21s | TotalTime=15849.26s | Method=fedavg
========================================================================================================================
Training finished at: 2026-04-09 02:28:28
Total elapsed time: 15849.26s
Final Acc: 44.070
Best Acc : 66.560
========================================================================================================================
