========================================================================================================================
Training started at: 2026-04-08 22:04:18
Result directory: results/fl_cifar10/fedavg/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric
Result txt file : results/fl_cifar10/fedavg/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric/fedavg_fl_cifar10_20260408-220418-955514_pid2725686.txt
Result log file : results/fl_cifar10/fedavg/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric/fedavg_fl_cifar10_20260408-220418-955514_pid2725686.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=10.010 | RoundTime=186.77s | TotalTime=186.77s | Method=fedavg
[Round 002/100] Phase=standard | Stage=warmup | Acc=22.070 | RoundTime=168.88s | TotalTime=355.67s | Method=fedavg
[Round 003/100] Phase=standard | Stage=warmup | Acc=31.310 | RoundTime=157.89s | TotalTime=513.57s | Method=fedavg
[Round 004/100] Phase=standard | Stage=warmup | Acc=40.740 | RoundTime=157.39s | TotalTime=670.97s | Method=fedavg
[Round 005/100] Phase=standard | Stage=warmup | Acc=44.310 | RoundTime=159.35s | TotalTime=830.33s | Method=fedavg
[Round 006/100] Phase=standard | Stage=warmup | Acc=47.170 | RoundTime=156.51s | TotalTime=986.85s | Method=fedavg
[Round 007/100] Phase=standard | Stage=warmup | Acc=50.010 | RoundTime=157.68s | TotalTime=1144.53s | Method=fedavg
[Round 008/100] Phase=standard | Stage=warmup | Acc=53.190 | RoundTime=158.54s | TotalTime=1303.08s | Method=fedavg
[Round 009/100] Phase=standard | Stage=warmup | Acc=54.500 | RoundTime=158.43s | TotalTime=1461.51s | Method=fedavg
[Round 010/100] Phase=standard | Stage=warmup | Acc=55.640 | RoundTime=158.51s | TotalTime=1620.03s | Method=fedavg
[Round 011/100] Phase=standard | Stage=warmup | Acc=56.940 | RoundTime=157.33s | TotalTime=1777.37s | Method=fedavg
[Round 012/100] Phase=standard | Stage=warmup | Acc=57.930 | RoundTime=158.94s | TotalTime=1936.32s | Method=fedavg
[Round 013/100] Phase=standard | Stage=warmup | Acc=59.580 | RoundTime=157.33s | TotalTime=2093.65s | Method=fedavg
[Round 014/100] Phase=standard | Stage=warmup | Acc=60.300 | RoundTime=158.16s | TotalTime=2251.82s | Method=fedavg
[Round 015/100] Phase=standard | Stage=warmup | Acc=61.870 | RoundTime=157.38s | TotalTime=2409.21s | Method=fedavg
[Round 016/100] Phase=standard | Stage=warmup | Acc=62.090 | RoundTime=157.21s | TotalTime=2566.43s | Method=fedavg
[Round 017/100] Phase=standard | Stage=warmup | Acc=62.150 | RoundTime=158.29s | TotalTime=2724.72s | Method=fedavg
[Round 018/100] Phase=standard | Stage=warmup | Acc=63.490 | RoundTime=157.52s | TotalTime=2882.25s | Method=fedavg
[Round 019/100] Phase=standard | Stage=warmup | Acc=63.800 | RoundTime=157.17s | TotalTime=3039.42s | Method=fedavg
[Round 020/100] Phase=standard | Stage=warmup | Acc=64.040 | RoundTime=160.02s | TotalTime=3199.45s | Method=fedavg
[Round 021/100] Phase=standard | Stage=warmup | Acc=64.280 | RoundTime=158.55s | TotalTime=3358.00s | Method=fedavg
[Round 022/100] Phase=standard | Stage=warmup | Acc=65.010 | RoundTime=157.50s | TotalTime=3515.51s | Method=fedavg
[Round 023/100] Phase=standard | Stage=warmup | Acc=65.140 | RoundTime=157.99s | TotalTime=3673.51s | Method=fedavg
[Round 024/100] Phase=standard | Stage=warmup | Acc=65.350 | RoundTime=158.20s | TotalTime=3831.72s | Method=fedavg
[Round 025/100] Phase=standard | Stage=warmup | Acc=65.660 | RoundTime=159.30s | TotalTime=3991.03s | Method=fedavg
[Round 026/100] Phase=standard | Stage=warmup | Acc=65.270 | RoundTime=157.15s | TotalTime=4148.19s | Method=fedavg
[Round 027/100] Phase=standard | Stage=warmup | Acc=66.560 | RoundTime=157.48s | TotalTime=4305.68s | Method=fedavg
[Round 028/100] Phase=standard | Stage=warmup | Acc=66.100 | RoundTime=157.04s | TotalTime=4462.72s | Method=fedavg
[Round 029/100] Phase=standard | Stage=warmup | Acc=66.390 | RoundTime=157.91s | TotalTime=4620.64s | Method=fedavg
[Round 030/100] Phase=standard | Stage=warmup | Acc=65.770 | RoundTime=158.47s | TotalTime=4779.12s | Method=fedavg
[Round 031/100] Phase=standard | Stage=warmup | Acc=65.960 | RoundTime=157.93s | TotalTime=4937.05s | Method=fedavg
[Round 032/100] Phase=standard | Stage=warmup | Acc=65.140 | RoundTime=159.67s | TotalTime=5096.73s | Method=fedavg
[Round 033/100] Phase=standard | Stage=warmup | Acc=65.550 | RoundTime=158.81s | TotalTime=5255.54s | Method=fedavg
[Round 034/100] Phase=standard | Stage=warmup | Acc=64.830 | RoundTime=157.69s | TotalTime=5413.24s | Method=fedavg
[Round 035/100] Phase=standard | Stage=warmup | Acc=64.910 | RoundTime=158.92s | TotalTime=5572.17s | Method=fedavg
[Round 036/100] Phase=standard | Stage=warmup | Acc=64.480 | RoundTime=156.74s | TotalTime=5728.92s | Method=fedavg
[Round 037/100] Phase=standard | Stage=warmup | Acc=63.920 | RoundTime=157.23s | TotalTime=5886.15s | Method=fedavg
[Round 038/100] Phase=standard | Stage=warmup | Acc=64.000 | RoundTime=157.02s | TotalTime=6043.18s | Method=fedavg
[Round 039/100] Phase=standard | Stage=warmup | Acc=63.310 | RoundTime=157.92s | TotalTime=6201.11s | Method=fedavg
[Round 040/100] Phase=standard | Stage=warmup | Acc=63.310 | RoundTime=157.29s | TotalTime=6358.41s | Method=fedavg
[Round 041/100] Phase=standard | Stage=warmup | Acc=61.830 | RoundTime=157.52s | TotalTime=6515.94s | Method=fedavg
[Round 042/100] Phase=standard | Stage=warmup | Acc=62.110 | RoundTime=159.38s | TotalTime=6675.32s | Method=fedavg
[Round 043/100] Phase=standard | Stage=warmup | Acc=61.770 | RoundTime=157.56s | TotalTime=6832.89s | Method=fedavg
[Round 044/100] Phase=standard | Stage=warmup | Acc=61.090 | RoundTime=157.71s | TotalTime=6990.60s | Method=fedavg
[Round 045/100] Phase=standard | Stage=warmup | Acc=59.560 | RoundTime=158.31s | TotalTime=7148.92s | Method=fedavg
[Round 046/100] Phase=standard | Stage=warmup | Acc=59.260 | RoundTime=158.34s | TotalTime=7307.27s | Method=fedavg
[Round 047/100] Phase=standard | Stage=warmup | Acc=58.610 | RoundTime=159.20s | TotalTime=7466.48s | Method=fedavg
[Round 048/100] Phase=standard | Stage=warmup | Acc=58.650 | RoundTime=156.53s | TotalTime=7623.02s | Method=fedavg
[Round 049/100] Phase=standard | Stage=warmup | Acc=57.560 | RoundTime=158.61s | TotalTime=7781.64s | Method=fedavg
[Round 050/100] Phase=standard | Stage=warmup | Acc=57.270 | RoundTime=157.15s | TotalTime=7938.81s | Method=fedavg
[Round 051/100] Phase=standard | Stage=warmup | Acc=57.090 | RoundTime=157.11s | TotalTime=8095.93s | Method=fedavg
[Round 052/100] Phase=standard | Stage=warmup | Acc=56.520 | RoundTime=157.35s | TotalTime=8253.28s | Method=fedavg
[Round 053/100] Phase=standard | Stage=warmup | Acc=55.320 | RoundTime=159.91s | TotalTime=8413.20s | Method=fedavg
