========================================================================================================================
Training started at: 2026-04-07 22:22:33
Result directory: results/fl_cifar10/fedavg/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric
Result txt file : results/fl_cifar10/fedavg/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar10_20260407-222232-997799_pid3674162.txt
Result log file : results/fl_cifar10/fedavg/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar10_20260407-222232-997799_pid3674162.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 110
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/110] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=53.60s | TotalTime=53.61s | Method=fedavg
[Round 002/110] Phase=standard | Stage=warmup | Acc=21.010 | RoundTime=52.80s | TotalTime=106.42s | Method=fedavg
[Round 003/110] Phase=standard | Stage=warmup | Acc=29.500 | RoundTime=52.68s | TotalTime=159.11s | Method=fedavg
[Round 004/110] Phase=standard | Stage=warmup | Acc=32.860 | RoundTime=52.63s | TotalTime=211.74s | Method=fedavg
[Round 005/110] Phase=standard | Stage=warmup | Acc=35.750 | RoundTime=52.89s | TotalTime=264.64s | Method=fedavg
[Round 006/110] Phase=standard | Stage=warmup | Acc=36.780 | RoundTime=52.72s | TotalTime=317.37s | Method=fedavg
[Round 007/110] Phase=standard | Stage=warmup | Acc=40.830 | RoundTime=52.52s | TotalTime=369.90s | Method=fedavg
[Round 008/110] Phase=standard | Stage=warmup | Acc=42.190 | RoundTime=52.60s | TotalTime=422.51s | Method=fedavg
[Round 009/110] Phase=standard | Stage=warmup | Acc=43.470 | RoundTime=52.73s | TotalTime=475.24s | Method=fedavg
[Round 010/110] Phase=standard | Stage=warmup | Acc=44.370 | RoundTime=52.89s | TotalTime=528.14s | Method=fedavg
[Round 011/110] Phase=standard | Stage=warmup | Acc=46.610 | RoundTime=52.76s | TotalTime=580.91s | Method=fedavg
