========================================================================================================================
Training started at: 2026-04-07 20:59:46
Result directory: results/fl_cifar10/fedavg/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric
Result txt file : results/fl_cifar10/fedavg/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar10_20260407-205946-652211_pid2698144.txt
Result log file : results/fl_cifar10/fedavg/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar10_20260407-205946-652211_pid2698144.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 210
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/210] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=39.15s | TotalTime=39.16s | Method=fedavg
[Round 002/210] Phase=standard | Stage=warmup | Acc=17.850 | RoundTime=36.31s | TotalTime=75.48s | Method=fedavg
[Round 003/210] Phase=standard | Stage=warmup | Acc=28.290 | RoundTime=37.24s | TotalTime=112.73s | Method=fedavg
[Round 004/210] Phase=standard | Stage=warmup | Acc=32.620 | RoundTime=37.66s | TotalTime=150.40s | Method=fedavg
[Round 005/210] Phase=standard | Stage=warmup | Acc=37.150 | RoundTime=36.98s | TotalTime=187.38s | Method=fedavg
[Round 006/210] Phase=standard | Stage=warmup | Acc=38.390 | RoundTime=36.77s | TotalTime=224.17s | Method=fedavg
[Round 007/210] Phase=standard | Stage=warmup | Acc=41.960 | RoundTime=36.46s | TotalTime=260.64s | Method=fedavg
[Round 008/210] Phase=standard | Stage=warmup | Acc=42.980 | RoundTime=36.60s | TotalTime=297.26s | Method=fedavg
[Round 009/210] Phase=standard | Stage=warmup | Acc=43.480 | RoundTime=36.52s | TotalTime=333.79s | Method=fedavg
[Round 010/210] Phase=standard | Stage=warmup | Acc=44.500 | RoundTime=36.57s | TotalTime=370.37s | Method=fedavg
[Round 011/210] Phase=standard | Stage=warmup | Acc=47.300 | RoundTime=36.42s | TotalTime=406.80s | Method=fedavg
[Round 012/210] Phase=standard | Stage=warmup | Acc=49.540 | RoundTime=36.47s | TotalTime=443.28s | Method=fedavg
[Round 013/210] Phase=standard | Stage=warmup | Acc=48.690 | RoundTime=36.36s | TotalTime=479.64s | Method=fedavg
[Round 014/210] Phase=standard | Stage=warmup | Acc=50.810 | RoundTime=37.45s | TotalTime=517.10s | Method=fedavg
[Round 015/210] Phase=standard | Stage=warmup | Acc=50.850 | RoundTime=36.53s | TotalTime=553.64s | Method=fedavg
[Round 016/210] Phase=standard | Stage=warmup | Acc=52.270 | RoundTime=36.36s | TotalTime=590.01s | Method=fedavg
[Round 017/210] Phase=standard | Stage=warmup | Acc=54.690 | RoundTime=36.44s | TotalTime=626.46s | Method=fedavg
[Round 018/210] Phase=standard | Stage=warmup | Acc=55.260 | RoundTime=36.54s | TotalTime=663.01s | Method=fedavg
[Round 019/210] Phase=standard | Stage=warmup | Acc=54.680 | RoundTime=36.48s | TotalTime=699.50s | Method=fedavg
[Round 020/210] Phase=standard | Stage=warmup | Acc=57.510 | RoundTime=36.35s | TotalTime=735.86s | Method=fedavg
[Round 021/210] Phase=standard | Stage=warmup | Acc=56.830 | RoundTime=36.76s | TotalTime=772.63s | Method=fedavg
[Round 022/210] Phase=standard | Stage=warmup | Acc=58.750 | RoundTime=36.78s | TotalTime=809.42s | Method=fedavg
[Round 023/210] Phase=standard | Stage=warmup | Acc=60.110 | RoundTime=37.03s | TotalTime=846.46s | Method=fedavg
[Round 024/210] Phase=standard | Stage=warmup | Acc=60.700 | RoundTime=36.84s | TotalTime=883.31s | Method=fedavg
[Round 025/210] Phase=standard | Stage=warmup | Acc=61.580 | RoundTime=31.19s | TotalTime=914.51s | Method=fedavg
[Round 026/210] Phase=standard | Stage=warmup | Acc=62.460 | RoundTime=26.39s | TotalTime=940.92s | Method=fedavg
[Round 027/210] Phase=standard | Stage=warmup | Acc=61.650 | RoundTime=27.14s | TotalTime=968.07s | Method=fedavg
[Round 028/210] Phase=standard | Stage=warmup | Acc=62.940 | RoundTime=30.81s | TotalTime=998.89s | Method=fedavg
[Round 029/210] Phase=standard | Stage=warmup | Acc=64.300 | RoundTime=38.42s | TotalTime=1037.32s | Method=fedavg
[Round 030/210] Phase=standard | Stage=warmup | Acc=64.470 | RoundTime=36.66s | TotalTime=1073.98s | Method=fedavg
[Round 031/210] Phase=standard | Stage=warmup | Acc=64.100 | RoundTime=37.65s | TotalTime=1111.64s | Method=fedavg
[Round 032/210] Phase=standard | Stage=warmup | Acc=65.530 | RoundTime=36.62s | TotalTime=1148.27s | Method=fedavg
[Round 033/210] Phase=standard | Stage=warmup | Acc=65.160 | RoundTime=37.23s | TotalTime=1185.50s | Method=fedavg
[Round 034/210] Phase=standard | Stage=warmup | Acc=66.360 | RoundTime=36.93s | TotalTime=1222.44s | Method=fedavg
[Round 035/210] Phase=standard | Stage=warmup | Acc=66.980 | RoundTime=36.62s | TotalTime=1259.07s | Method=fedavg
[Round 036/210] Phase=standard | Stage=warmup | Acc=68.250 | RoundTime=36.59s | TotalTime=1295.66s | Method=fedavg
[Round 037/210] Phase=standard | Stage=warmup | Acc=68.740 | RoundTime=37.41s | TotalTime=1333.08s | Method=fedavg
[Round 038/210] Phase=standard | Stage=warmup | Acc=68.280 | RoundTime=37.13s | TotalTime=1370.21s | Method=fedavg
[Round 039/210] Phase=standard | Stage=warmup | Acc=69.180 | RoundTime=36.81s | TotalTime=1407.03s | Method=fedavg
[Round 040/210] Phase=standard | Stage=warmup | Acc=68.220 | RoundTime=31.13s | TotalTime=1438.17s | Method=fedavg
[Round 041/210] Phase=standard | Stage=warmup | Acc=70.620 | RoundTime=27.20s | TotalTime=1465.38s | Method=fedavg
[Round 042/210] Phase=standard | Stage=warmup | Acc=70.420 | RoundTime=27.21s | TotalTime=1492.60s | Method=fedavg
[Round 043/210] Phase=standard | Stage=warmup | Acc=70.330 | RoundTime=27.21s | TotalTime=1519.81s | Method=fedavg
[Round 044/210] Phase=standard | Stage=warmup | Acc=70.660 | RoundTime=26.70s | TotalTime=1546.53s | Method=fedavg
[Round 045/210] Phase=standard | Stage=warmup | Acc=70.290 | RoundTime=26.78s | TotalTime=1573.31s | Method=fedavg
[Round 046/210] Phase=standard | Stage=warmup | Acc=72.080 | RoundTime=27.23s | TotalTime=1600.55s | Method=fedavg
