========================================================================================================================
Training started at: 2026-04-08 02:14:08
Result directory: results/fl_cifar10/fedavg/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric
Result txt file : results/fl_cifar10/fedavg/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar10_20260408-021408-641310_pid818174.txt
Result log file : results/fl_cifar10/fedavg/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar10_20260408-021408-641310_pid818174.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=39.75s | TotalTime=39.76s | Method=fedavg
[Round 002/100] Phase=standard | Stage=warmup | Acc=19.480 | RoundTime=38.83s | TotalTime=78.60s | Method=fedavg
[Round 003/100] Phase=standard | Stage=warmup | Acc=28.800 | RoundTime=38.64s | TotalTime=117.25s | Method=fedavg
[Round 004/100] Phase=standard | Stage=warmup | Acc=32.130 | RoundTime=37.85s | TotalTime=155.11s | Method=fedavg
[Round 005/100] Phase=standard | Stage=warmup | Acc=37.150 | RoundTime=40.44s | TotalTime=195.55s | Method=fedavg
[Round 006/100] Phase=standard | Stage=warmup | Acc=38.880 | RoundTime=37.99s | TotalTime=233.55s | Method=fedavg
[Round 007/100] Phase=standard | Stage=warmup | Acc=42.100 | RoundTime=36.84s | TotalTime=270.40s | Method=fedavg
[Round 008/100] Phase=standard | Stage=warmup | Acc=43.030 | RoundTime=39.60s | TotalTime=310.01s | Method=fedavg
[Round 009/100] Phase=standard | Stage=warmup | Acc=43.770 | RoundTime=39.58s | TotalTime=349.60s | Method=fedavg
[Round 010/100] Phase=standard | Stage=warmup | Acc=44.510 | RoundTime=40.51s | TotalTime=390.11s | Method=fedavg
[Round 011/100] Phase=standard | Stage=warmup | Acc=46.820 | RoundTime=38.78s | TotalTime=428.90s | Method=fedavg
[Round 012/100] Phase=standard | Stage=warmup | Acc=48.920 | RoundTime=37.84s | TotalTime=466.75s | Method=fedavg
[Round 013/100] Phase=standard | Stage=warmup | Acc=48.520 | RoundTime=38.80s | TotalTime=505.56s | Method=fedavg
[Round 014/100] Phase=standard | Stage=warmup | Acc=50.510 | RoundTime=39.21s | TotalTime=544.77s | Method=fedavg
[Round 015/100] Phase=standard | Stage=warmup | Acc=50.570 | RoundTime=37.33s | TotalTime=582.11s | Method=fedavg
[Round 016/100] Phase=standard | Stage=warmup | Acc=51.870 | RoundTime=38.79s | TotalTime=620.91s | Method=fedavg
[Round 017/100] Phase=standard | Stage=warmup | Acc=54.090 | RoundTime=39.54s | TotalTime=660.46s | Method=fedavg
