====================================================================================================
Training started at: 2026-03-27 18:38:09
Result directory: results/fl_svhn/fedcda/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15
Result txt file : results/fl_svhn/fedcda/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_svhn_20260327-183809-829464_pid3320872.txt
Result log file : results/fl_svhn/fedcda/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_svhn_20260327-183809-829464_pid3320872.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=15.940 | RoundTime=22.91s | TotalTime=22.91s | Method=fedcda
[Round 002/100] Acc=31.110 | RoundTime=22.36s | TotalTime=45.27s | Method=fedcda
[Round 003/100] Acc=20.870 | RoundTime=22.85s | TotalTime=68.12s | Method=fedcda
[Round 004/100] Acc=47.800 | RoundTime=22.86s | TotalTime=90.98s | Method=fedcda
[Round 005/100] Acc=66.550 | RoundTime=23.22s | TotalTime=114.20s | Method=fedcda
[Round 006/100] Acc=65.960 | RoundTime=22.72s | TotalTime=136.92s | Method=fedcda
[Round 007/100] Acc=73.090 | RoundTime=23.12s | TotalTime=160.04s | Method=fedcda
[Round 008/100] Acc=65.040 | RoundTime=23.69s | TotalTime=183.73s | Method=fedcda
[Round 009/100] Acc=67.520 | RoundTime=23.43s | TotalTime=207.16s | Method=fedcda
[Round 010/100] Acc=67.350 | RoundTime=23.36s | TotalTime=230.53s | Method=fedcda
[Round 011/100] Acc=74.830 | RoundTime=23.47s | TotalTime=253.99s | Method=fedcda
[Round 012/100] Acc=65.320 | RoundTime=23.44s | TotalTime=277.43s | Method=fedcda
[Round 013/100] Acc=70.730 | RoundTime=23.83s | TotalTime=301.26s | Method=fedcda
[Round 014/100] Acc=67.690 | RoundTime=23.81s | TotalTime=325.07s | Method=fedcda
