========================================================================================================================
Training started at: 2026-04-07 23:42:56
Result directory: results/fl_cifar100/fedprox/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_mu-0.001
Result txt file : results/fl_cifar100/fedprox/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260407-234256-024753_pid4173495.txt
Result log file : results/fl_cifar100/fedprox/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260407-234256-024753_pid4173495.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 110
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.001
========================================================================================================================
[Round 001/110] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=35.03s | TotalTime=35.04s | Method=fedprox
[Round 002/110] Phase=standard | Stage=warmup | Acc=1.180 | RoundTime=38.54s | TotalTime=73.59s | Method=fedprox
[Round 003/110] Phase=standard | Stage=warmup | Acc=3.320 | RoundTime=41.76s | TotalTime=115.36s | Method=fedprox
[Round 004/110] Phase=standard | Stage=warmup | Acc=8.120 | RoundTime=40.89s | TotalTime=156.25s | Method=fedprox
[Round 005/110] Phase=standard | Stage=warmup | Acc=8.240 | RoundTime=41.82s | TotalTime=198.08s | Method=fedprox
[Round 006/110] Phase=standard | Stage=warmup | Acc=10.120 | RoundTime=41.70s | TotalTime=239.79s | Method=fedprox
[Round 007/110] Phase=standard | Stage=warmup | Acc=11.460 | RoundTime=41.67s | TotalTime=281.47s | Method=fedprox
[Round 008/110] Phase=standard | Stage=warmup | Acc=12.710 | RoundTime=41.30s | TotalTime=322.78s | Method=fedprox
[Round 009/110] Phase=standard | Stage=warmup | Acc=12.950 | RoundTime=42.25s | TotalTime=365.04s | Method=fedprox
[Round 010/110] Phase=standard | Stage=warmup | Acc=14.020 | RoundTime=41.72s | TotalTime=406.76s | Method=fedprox
[Round 011/110] Phase=standard | Stage=warmup | Acc=14.320 | RoundTime=41.15s | TotalTime=447.92s | Method=fedprox
[Round 012/110] Phase=standard | Stage=warmup | Acc=15.790 | RoundTime=43.01s | TotalTime=490.94s | Method=fedprox
[Round 013/110] Phase=standard | Stage=warmup | Acc=16.340 | RoundTime=41.37s | TotalTime=532.32s | Method=fedprox
[Round 014/110] Phase=standard | Stage=warmup | Acc=16.810 | RoundTime=40.56s | TotalTime=572.89s | Method=fedprox
[Round 015/110] Phase=standard | Stage=warmup | Acc=18.310 | RoundTime=41.46s | TotalTime=614.36s | Method=fedprox
[Round 016/110] Phase=standard | Stage=warmup | Acc=18.310 | RoundTime=41.28s | TotalTime=655.64s | Method=fedprox
[Round 017/110] Phase=standard | Stage=warmup | Acc=19.440 | RoundTime=41.32s | TotalTime=696.97s | Method=fedprox
[Round 018/110] Phase=standard | Stage=warmup | Acc=20.510 | RoundTime=41.90s | TotalTime=738.88s | Method=fedprox
[Round 019/110] Phase=standard | Stage=warmup | Acc=20.740 | RoundTime=41.19s | TotalTime=780.08s | Method=fedprox
[Round 020/110] Phase=standard | Stage=warmup | Acc=21.900 | RoundTime=41.76s | TotalTime=821.85s | Method=fedprox
[Round 021/110] Phase=standard | Stage=warmup | Acc=21.660 | RoundTime=41.26s | TotalTime=863.12s | Method=fedprox
[Round 022/110] Phase=standard | Stage=warmup | Acc=22.840 | RoundTime=39.77s | TotalTime=902.90s | Method=fedprox
[Round 023/110] Phase=standard | Stage=warmup | Acc=23.790 | RoundTime=40.70s | TotalTime=943.60s | Method=fedprox
[Round 024/110] Phase=standard | Stage=warmup | Acc=24.470 | RoundTime=42.05s | TotalTime=985.66s | Method=fedprox
[Round 025/110] Phase=standard | Stage=warmup | Acc=25.130 | RoundTime=39.90s | TotalTime=1025.56s | Method=fedprox
[Round 026/110] Phase=standard | Stage=warmup | Acc=25.760 | RoundTime=41.17s | TotalTime=1066.75s | Method=fedprox
[Round 027/110] Phase=standard | Stage=warmup | Acc=26.490 | RoundTime=41.07s | TotalTime=1107.83s | Method=fedprox
[Round 028/110] Phase=standard | Stage=warmup | Acc=27.500 | RoundTime=40.71s | TotalTime=1148.55s | Method=fedprox
[Round 029/110] Phase=standard | Stage=warmup | Acc=27.490 | RoundTime=41.16s | TotalTime=1189.72s | Method=fedprox
[Round 030/110] Phase=standard | Stage=warmup | Acc=28.410 | RoundTime=41.10s | TotalTime=1230.83s | Method=fedprox
[Round 031/110] Phase=standard | Stage=warmup | Acc=28.780 | RoundTime=40.71s | TotalTime=1271.55s | Method=fedprox
[Round 032/110] Phase=standard | Stage=warmup | Acc=29.300 | RoundTime=40.64s | TotalTime=1312.19s | Method=fedprox
[Round 033/110] Phase=standard | Stage=warmup | Acc=29.980 | RoundTime=40.62s | TotalTime=1352.83s | Method=fedprox
[Round 034/110] Phase=standard | Stage=warmup | Acc=30.910 | RoundTime=40.92s | TotalTime=1393.75s | Method=fedprox
[Round 035/110] Phase=standard | Stage=warmup | Acc=31.610 | RoundTime=41.92s | TotalTime=1435.68s | Method=fedprox
[Round 036/110] Phase=standard | Stage=warmup | Acc=32.130 | RoundTime=41.24s | TotalTime=1476.93s | Method=fedprox
[Round 037/110] Phase=standard | Stage=warmup | Acc=32.790 | RoundTime=40.47s | TotalTime=1517.41s | Method=fedprox
[Round 038/110] Phase=standard | Stage=warmup | Acc=33.180 | RoundTime=40.52s | TotalTime=1557.94s | Method=fedprox
[Round 039/110] Phase=standard | Stage=warmup | Acc=32.920 | RoundTime=41.07s | TotalTime=1599.02s | Method=fedprox
[Round 040/110] Phase=standard | Stage=warmup | Acc=33.600 | RoundTime=41.39s | TotalTime=1640.42s | Method=fedprox
[Round 041/110] Phase=standard | Stage=warmup | Acc=34.050 | RoundTime=40.94s | TotalTime=1681.37s | Method=fedprox
[Round 042/110] Phase=standard | Stage=warmup | Acc=34.220 | RoundTime=41.28s | TotalTime=1722.66s | Method=fedprox
[Round 043/110] Phase=standard | Stage=warmup | Acc=34.910 | RoundTime=41.63s | TotalTime=1764.30s | Method=fedprox
