========================================================================================================================
Training started at: 2026-04-08 07:33:14
Result directory: results/fl_cifar100/fedprox/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_mu-0.001
Result txt file : results/fl_cifar100/fedprox/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260408-073314-569505_pid2260852.txt
Result log file : results/fl_cifar100/fedprox/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260408-073314-569505_pid2260852.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.001
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=48.02s | TotalTime=48.03s | Method=fedprox
[Round 002/100] Phase=standard | Stage=warmup | Acc=1.140 | RoundTime=46.58s | TotalTime=94.62s | Method=fedprox
[Round 003/100] Phase=standard | Stage=warmup | Acc=4.010 | RoundTime=46.53s | TotalTime=141.16s | Method=fedprox
[Round 004/100] Phase=standard | Stage=warmup | Acc=6.640 | RoundTime=47.87s | TotalTime=189.04s | Method=fedprox
[Round 005/100] Phase=standard | Stage=warmup | Acc=8.500 | RoundTime=41.62s | TotalTime=230.67s | Method=fedprox
[Round 006/100] Phase=standard | Stage=warmup | Acc=9.900 | RoundTime=45.25s | TotalTime=275.94s | Method=fedprox
[Round 007/100] Phase=standard | Stage=warmup | Acc=11.250 | RoundTime=42.76s | TotalTime=318.71s | Method=fedprox
[Round 008/100] Phase=standard | Stage=warmup | Acc=12.480 | RoundTime=45.26s | TotalTime=363.97s | Method=fedprox
[Round 009/100] Phase=standard | Stage=warmup | Acc=13.240 | RoundTime=47.85s | TotalTime=411.83s | Method=fedprox
[Round 010/100] Phase=standard | Stage=warmup | Acc=14.450 | RoundTime=42.49s | TotalTime=454.33s | Method=fedprox
[Round 011/100] Phase=standard | Stage=warmup | Acc=14.570 | RoundTime=45.56s | TotalTime=499.90s | Method=fedprox
[Round 012/100] Phase=standard | Stage=warmup | Acc=15.660 | RoundTime=44.76s | TotalTime=544.66s | Method=fedprox
[Round 013/100] Phase=standard | Stage=warmup | Acc=16.720 | RoundTime=46.72s | TotalTime=591.39s | Method=fedprox
[Round 014/100] Phase=standard | Stage=warmup | Acc=16.400 | RoundTime=46.28s | TotalTime=637.68s | Method=fedprox
[Round 015/100] Phase=standard | Stage=warmup | Acc=18.060 | RoundTime=46.05s | TotalTime=683.74s | Method=fedprox
[Round 016/100] Phase=standard | Stage=warmup | Acc=18.660 | RoundTime=46.69s | TotalTime=730.44s | Method=fedprox
[Round 017/100] Phase=standard | Stage=warmup | Acc=19.660 | RoundTime=47.73s | TotalTime=778.18s | Method=fedprox
[Round 018/100] Phase=standard | Stage=warmup | Acc=20.540 | RoundTime=45.61s | TotalTime=823.79s | Method=fedprox
[Round 019/100] Phase=standard | Stage=warmup | Acc=21.010 | RoundTime=46.23s | TotalTime=870.03s | Method=fedprox
[Round 020/100] Phase=standard | Stage=warmup | Acc=21.900 | RoundTime=44.45s | TotalTime=914.49s | Method=fedprox
[Round 021/100] Phase=standard | Stage=warmup | Acc=22.490 | RoundTime=46.40s | TotalTime=960.90s | Method=fedprox
[Round 022/100] Phase=standard | Stage=warmup | Acc=23.230 | RoundTime=47.09s | TotalTime=1008.00s | Method=fedprox
[Round 023/100] Phase=standard | Stage=warmup | Acc=23.610 | RoundTime=44.55s | TotalTime=1052.56s | Method=fedprox
[Round 024/100] Phase=standard | Stage=warmup | Acc=24.810 | RoundTime=45.92s | TotalTime=1098.48s | Method=fedprox
[Round 025/100] Phase=standard | Stage=warmup | Acc=25.250 | RoundTime=47.85s | TotalTime=1146.34s | Method=fedprox
[Round 026/100] Phase=standard | Stage=warmup | Acc=25.600 | RoundTime=45.47s | TotalTime=1191.83s | Method=fedprox
[Round 027/100] Phase=standard | Stage=warmup | Acc=26.710 | RoundTime=45.99s | TotalTime=1237.83s | Method=fedprox
[Round 028/100] Phase=standard | Stage=warmup | Acc=27.550 | RoundTime=45.05s | TotalTime=1282.89s | Method=fedprox
[Round 029/100] Phase=standard | Stage=warmup | Acc=27.900 | RoundTime=44.46s | TotalTime=1327.35s | Method=fedprox
[Round 030/100] Phase=standard | Stage=warmup | Acc=28.860 | RoundTime=44.64s | TotalTime=1372.01s | Method=fedprox
[Round 031/100] Phase=standard | Stage=warmup | Acc=28.580 | RoundTime=44.99s | TotalTime=1417.00s | Method=fedprox
[Round 032/100] Phase=standard | Stage=warmup | Acc=29.440 | RoundTime=44.92s | TotalTime=1461.93s | Method=fedprox
[Round 033/100] Phase=standard | Stage=warmup | Acc=30.500 | RoundTime=45.30s | TotalTime=1507.24s | Method=fedprox
[Round 034/100] Phase=standard | Stage=warmup | Acc=30.990 | RoundTime=45.33s | TotalTime=1552.57s | Method=fedprox
[Round 035/100] Phase=standard | Stage=warmup | Acc=31.330 | RoundTime=49.12s | TotalTime=1601.70s | Method=fedprox
[Round 036/100] Phase=standard | Stage=warmup | Acc=31.860 | RoundTime=46.86s | TotalTime=1648.57s | Method=fedprox
[Round 037/100] Phase=standard | Stage=warmup | Acc=32.450 | RoundTime=45.24s | TotalTime=1693.81s | Method=fedprox
[Round 038/100] Phase=standard | Stage=warmup | Acc=33.350 | RoundTime=44.94s | TotalTime=1738.77s | Method=fedprox
[Round 039/100] Phase=standard | Stage=warmup | Acc=32.550 | RoundTime=45.37s | TotalTime=1784.14s | Method=fedprox
[Round 040/100] Phase=standard | Stage=warmup | Acc=33.930 | RoundTime=45.14s | TotalTime=1829.29s | Method=fedprox
[Round 041/100] Phase=standard | Stage=warmup | Acc=34.470 | RoundTime=45.83s | TotalTime=1875.13s | Method=fedprox
[Round 042/100] Phase=standard | Stage=warmup | Acc=34.760 | RoundTime=46.53s | TotalTime=1921.66s | Method=fedprox
