====================================================================================================
Training started at: 2026-03-31 19:42:52
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.5_nt-symmetric_st-least_sim_dr-0.4
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.5_nt-symmetric_st-least_sim_dr-0.4/fedcda_fl_cifar10_20260331-194252-494144_pid1028824.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.5_nt-symmetric_st-least_sim_dr-0.4/fedcda_fl_cifar10_20260331-194252-494144_pid1028824.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 54
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.4
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=9.870 | RoundTime=24.88s | TotalTime=24.88s | Method=fedcda
[Round 002/100] Acc=10.220 | RoundTime=24.53s | TotalTime=49.41s | Method=fedcda
[Round 003/100] Acc=19.340 | RoundTime=25.87s | TotalTime=75.28s | Method=fedcda
[Round 004/100] Acc=28.730 | RoundTime=25.64s | TotalTime=100.92s | Method=fedcda
[Round 005/100] Acc=25.650 | RoundTime=24.45s | TotalTime=125.37s | Method=fedcda
[Round 006/100] Acc=28.670 | RoundTime=24.32s | TotalTime=149.69s | Method=fedcda
[Round 007/100] Acc=32.050 | RoundTime=24.94s | TotalTime=174.63s | Method=fedcda
[Round 008/100] Acc=29.140 | RoundTime=25.26s | TotalTime=199.90s | Method=fedcda
[Round 009/100] Acc=26.510 | RoundTime=25.07s | TotalTime=224.97s | Method=fedcda
[Round 010/100] Acc=24.400 | RoundTime=25.20s | TotalTime=250.16s | Method=fedcda
[Round 011/100] Acc=27.830 | RoundTime=26.27s | TotalTime=276.43s | Method=fedcda
[Round 012/100] Acc=27.650 | RoundTime=19.14s | TotalTime=295.57s | Method=fedcda
[Round 013/100] Acc=23.850 | RoundTime=19.11s | TotalTime=314.68s | Method=fedcda
[Round 014/100] Acc=31.660 | RoundTime=19.36s | TotalTime=334.04s | Method=fedcda
