====================================================================================================
Training started at: 2026-03-14 11:47:46
Result directory: results/fl_cifar10/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3
Result txt file : results/fl_cifar10/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3/fedprox_fl_cifar10_20260314-114746.txt
Result log file : results/fl_cifar10/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3/fedprox_fl_cifar10_20260314-114746.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=11.320 | RoundTime=81.58s | TotalTime=81.58s | Method=fedprox
[Round 002/100] Acc=18.930 | RoundTime=77.32s | TotalTime=158.91s | Method=fedprox
[Round 003/100] Acc=40.900 | RoundTime=78.21s | TotalTime=237.12s | Method=fedprox
[Round 004/100] Acc=42.330 | RoundTime=78.17s | TotalTime=315.29s | Method=fedprox
[Round 005/100] Acc=44.960 | RoundTime=76.93s | TotalTime=392.23s | Method=fedprox
[Round 006/100] Acc=44.330 | RoundTime=79.71s | TotalTime=471.93s | Method=fedprox
[Round 007/100] Acc=46.190 | RoundTime=77.91s | TotalTime=549.84s | Method=fedprox
[Round 008/100] Acc=46.740 | RoundTime=77.06s | TotalTime=626.90s | Method=fedprox
[Round 009/100] Acc=44.540 | RoundTime=79.34s | TotalTime=706.25s | Method=fedprox
[Round 010/100] Acc=46.330 | RoundTime=77.56s | TotalTime=783.80s | Method=fedprox
[Round 011/100] Acc=45.530 | RoundTime=78.30s | TotalTime=862.10s | Method=fedprox
[Round 012/100] Acc=44.930 | RoundTime=79.11s | TotalTime=941.21s | Method=fedprox
[Round 013/100] Acc=50.010 | RoundTime=76.93s | TotalTime=1018.14s | Method=fedprox
[Round 014/100] Acc=49.930 | RoundTime=79.44s | TotalTime=1097.58s | Method=fedprox
[Round 015/100] Acc=50.420 | RoundTime=78.20s | TotalTime=1175.78s | Method=fedprox
[Round 016/100] Acc=51.350 | RoundTime=77.88s | TotalTime=1253.66s | Method=fedprox
[Round 017/100] Acc=50.410 | RoundTime=80.23s | TotalTime=1333.89s | Method=fedprox
[Round 018/100] Acc=49.310 | RoundTime=77.81s | TotalTime=1411.70s | Method=fedprox
[Round 019/100] Acc=48.810 | RoundTime=78.14s | TotalTime=1489.84s | Method=fedprox
[Round 020/100] Acc=49.570 | RoundTime=79.74s | TotalTime=1569.58s | Method=fedprox
[Round 021/100] Acc=53.330 | RoundTime=78.52s | TotalTime=1648.10s | Method=fedprox
[Round 022/100] Acc=47.930 | RoundTime=77.06s | TotalTime=1725.16s | Method=fedprox
[Round 023/100] Acc=52.220 | RoundTime=79.78s | TotalTime=1804.94s | Method=fedprox
[Round 024/100] Acc=52.890 | RoundTime=77.26s | TotalTime=1882.21s | Method=fedprox
[Round 025/100] Acc=46.900 | RoundTime=77.95s | TotalTime=1960.16s | Method=fedprox
[Round 026/100] Acc=51.640 | RoundTime=78.53s | TotalTime=2038.69s | Method=fedprox
[Round 027/100] Acc=49.650 | RoundTime=77.35s | TotalTime=2116.04s | Method=fedprox
[Round 028/100] Acc=46.830 | RoundTime=78.94s | TotalTime=2194.98s | Method=fedprox
[Round 029/100] Acc=48.040 | RoundTime=78.31s | TotalTime=2273.28s | Method=fedprox
[Round 030/100] Acc=46.770 | RoundTime=77.14s | TotalTime=2350.42s | Method=fedprox
[Round 031/100] Acc=51.090 | RoundTime=79.74s | TotalTime=2430.16s | Method=fedprox
[Round 032/100] Acc=49.110 | RoundTime=76.76s | TotalTime=2506.92s | Method=fedprox
[Round 033/100] Acc=51.410 | RoundTime=77.16s | TotalTime=2584.08s | Method=fedprox
[Round 034/100] Acc=51.110 | RoundTime=78.68s | TotalTime=2662.76s | Method=fedprox
[Round 035/100] Acc=50.250 | RoundTime=77.65s | TotalTime=2740.41s | Method=fedprox
[Round 036/100] Acc=49.900 | RoundTime=78.91s | TotalTime=2819.31s | Method=fedprox
