====================================================================================================
Training started at: 2026-03-31 02:28:11
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.4_nt-symmetric_st-least_sim_dr-0.25
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.4_nt-symmetric_st-least_sim_dr-0.25/fedcda_fl_cifar10_20260331-022811-903296_pid1188251.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.4_nt-symmetric_st-least_sim_dr-0.25/fedcda_fl_cifar10_20260331-022811-903296_pid1188251.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 40
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.4
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.25
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | RoundTime=25.60s | TotalTime=25.60s | Method=fedcda
[Round 002/100] Acc=11.130 | RoundTime=25.16s | TotalTime=50.76s | Method=fedcda
[Round 003/100] Acc=21.980 | RoundTime=24.71s | TotalTime=75.48s | Method=fedcda
[Round 004/100] Acc=17.380 | RoundTime=26.44s | TotalTime=101.91s | Method=fedcda
[Round 005/100] Acc=14.960 | RoundTime=25.76s | TotalTime=127.68s | Method=fedcda
[Round 006/100] Acc=25.840 | RoundTime=25.70s | TotalTime=153.38s | Method=fedcda
[Round 007/100] Acc=27.250 | RoundTime=25.63s | TotalTime=179.01s | Method=fedcda
[Round 008/100] Acc=22.270 | RoundTime=25.81s | TotalTime=204.82s | Method=fedcda
[Round 009/100] Acc=20.980 | RoundTime=25.80s | TotalTime=230.62s | Method=fedcda
[Round 010/100] Acc=24.680 | RoundTime=24.86s | TotalTime=255.48s | Method=fedcda
[Round 011/100] Acc=21.170 | RoundTime=27.57s | TotalTime=283.05s | Method=fedcda
[Round 012/100] Acc=20.240 | RoundTime=27.03s | TotalTime=310.07s | Method=fedcda
[Round 013/100] Acc=28.480 | RoundTime=21.55s | TotalTime=331.62s | Method=fedcda
[Round 014/100] Acc=31.930 | RoundTime=20.04s | TotalTime=351.66s | Method=fedcda
[Round 015/100] Acc=33.980 | RoundTime=20.15s | TotalTime=371.82s | Method=fedcda
[Round 016/100] Acc=22.610 | RoundTime=19.77s | TotalTime=391.59s | Method=fedcda
[Round 017/100] Acc=17.660 | RoundTime=19.96s | TotalTime=411.55s | Method=fedcda
[Round 018/100] Acc=30.980 | RoundTime=19.80s | TotalTime=431.35s | Method=fedcda
[Round 019/100] Acc=27.930 | RoundTime=20.36s | TotalTime=451.71s | Method=fedcda
[Round 020/100] Acc=32.100 | RoundTime=20.22s | TotalTime=471.93s | Method=fedcda
[Round 021/100] Acc=29.480 | RoundTime=20.13s | TotalTime=492.05s | Method=fedcda
[Round 022/100] Acc=29.530 | RoundTime=20.04s | TotalTime=512.09s | Method=fedcda
[Round 023/100] Acc=32.450 | RoundTime=20.24s | TotalTime=532.34s | Method=fedcda
[Round 024/100] Acc=21.290 | RoundTime=22.42s | TotalTime=554.76s | Method=fedcda
[Round 025/100] Acc=19.800 | RoundTime=20.31s | TotalTime=575.07s | Method=fedcda
[Round 026/100] Acc=26.320 | RoundTime=20.42s | TotalTime=595.49s | Method=fedcda
[Round 027/100] Acc=23.570 | RoundTime=20.78s | TotalTime=616.27s | Method=fedcda
[Round 028/100] Acc=30.410 | RoundTime=20.05s | TotalTime=636.32s | Method=fedcda
[Round 029/100] Acc=32.060 | RoundTime=19.99s | TotalTime=656.31s | Method=fedcda
[Round 030/100] Acc=21.350 | RoundTime=20.45s | TotalTime=676.77s | Method=fedcda
[Round 031/100] Acc=28.480 | RoundTime=20.77s | TotalTime=697.54s | Method=fedcda
[Round 032/100] Acc=29.960 | RoundTime=21.76s | TotalTime=719.30s | Method=fedcda
[Round 033/100] Acc=24.840 | RoundTime=21.97s | TotalTime=741.27s | Method=fedcda
[Round 034/100] Acc=30.600 | RoundTime=20.20s | TotalTime=761.47s | Method=fedcda
[Round 035/100] Acc=24.110 | RoundTime=20.47s | TotalTime=781.93s | Method=fedcda
[Round 036/100] Acc=28.190 | RoundTime=19.88s | TotalTime=801.82s | Method=fedcda
[Round 037/100] Acc=31.830 | RoundTime=20.78s | TotalTime=822.59s | Method=fedcda
[Round 038/100] Acc=33.150 | RoundTime=22.23s | TotalTime=844.82s | Method=fedcda
[Round 039/100] Acc=28.530 | RoundTime=20.77s | TotalTime=865.60s | Method=fedcda
[Round 040/100] Acc=29.320 | RoundTime=21.09s | TotalTime=886.69s | Method=fedcda
[Round 041/100] Acc=36.410 | RoundTime=20.57s | TotalTime=907.26s | Method=fedcda
[Round 042/100] Acc=29.080 | RoundTime=20.41s | TotalTime=927.67s | Method=fedcda
[Round 043/100] Acc=33.780 | RoundTime=20.53s | TotalTime=948.20s | Method=fedcda
[Round 044/100] Acc=22.860 | RoundTime=20.37s | TotalTime=968.58s | Method=fedcda
[Round 045/100] Acc=28.240 | RoundTime=21.46s | TotalTime=990.04s | Method=fedcda
[Round 046/100] Acc=32.310 | RoundTime=20.73s | TotalTime=1010.77s | Method=fedcda
[Round 047/100] Acc=24.600 | RoundTime=20.70s | TotalTime=1031.47s | Method=fedcda
[Round 048/100] Acc=25.170 | RoundTime=21.05s | TotalTime=1052.52s | Method=fedcda
[Round 049/100] Acc=29.880 | RoundTime=20.19s | TotalTime=1072.71s | Method=fedcda
[Round 050/100] Acc=29.060 | RoundTime=20.35s | TotalTime=1093.06s | Method=fedcda
[Round 051/100] Acc=29.540 | RoundTime=32.99s | TotalTime=1126.05s | Method=fedcda
[Round 052/100] Acc=29.450 | RoundTime=32.66s | TotalTime=1158.71s | Method=fedcda
[Round 053/100] Acc=30.250 | RoundTime=33.28s | TotalTime=1191.99s | Method=fedcda
[Round 054/100] Acc=30.860 | RoundTime=33.92s | TotalTime=1225.91s | Method=fedcda
[Round 055/100] Acc=30.830 | RoundTime=33.99s | TotalTime=1259.90s | Method=fedcda
[Round 056/100] Acc=30.900 | RoundTime=33.98s | TotalTime=1293.88s | Method=fedcda
[Round 057/100] Acc=31.130 | RoundTime=34.19s | TotalTime=1328.07s | Method=fedcda
[Round 058/100] Acc=31.210 | RoundTime=33.90s | TotalTime=1361.97s | Method=fedcda
[Round 059/100] Acc=31.020 | RoundTime=33.66s | TotalTime=1395.63s | Method=fedcda
[Round 060/100] Acc=31.050 | RoundTime=33.96s | TotalTime=1429.59s | Method=fedcda
[Round 061/100] Acc=31.260 | RoundTime=33.59s | TotalTime=1463.18s | Method=fedcda
[Round 062/100] Acc=38.170 | RoundTime=33.58s | TotalTime=1496.76s | Method=fedcda
[Round 063/100] Acc=37.540 | RoundTime=35.82s | TotalTime=1532.58s | Method=fedcda
[Round 064/100] Acc=37.840 | RoundTime=33.94s | TotalTime=1566.51s | Method=fedcda
[Round 065/100] Acc=37.820 | RoundTime=33.59s | TotalTime=1600.10s | Method=fedcda
[Round 066/100] Acc=37.860 | RoundTime=34.10s | TotalTime=1634.20s | Method=fedcda
[Round 067/100] Acc=37.730 | RoundTime=34.02s | TotalTime=1668.22s | Method=fedcda
[Round 068/100] Acc=37.950 | RoundTime=34.21s | TotalTime=1702.43s | Method=fedcda
[Round 069/100] Acc=37.910 | RoundTime=34.44s | TotalTime=1736.87s | Method=fedcda
[Round 070/100] Acc=38.090 | RoundTime=33.95s | TotalTime=1770.82s | Method=fedcda
[Round 071/100] Acc=37.930 | RoundTime=34.06s | TotalTime=1804.88s | Method=fedcda
[Round 072/100] Acc=37.930 | RoundTime=34.26s | TotalTime=1839.14s | Method=fedcda
[Round 073/100] Acc=37.860 | RoundTime=34.12s | TotalTime=1873.26s | Method=fedcda
[Round 074/100] Acc=37.770 | RoundTime=33.99s | TotalTime=1907.25s | Method=fedcda
[Round 075/100] Acc=37.950 | RoundTime=33.64s | TotalTime=1940.89s | Method=fedcda
[Round 076/100] Acc=37.700 | RoundTime=33.79s | TotalTime=1974.68s | Method=fedcda
[Round 077/100] Acc=37.750 | RoundTime=34.39s | TotalTime=2009.07s | Method=fedcda
[Round 078/100] Acc=37.540 | RoundTime=34.30s | TotalTime=2043.37s | Method=fedcda
[Round 079/100] Acc=37.670 | RoundTime=34.10s | TotalTime=2077.46s | Method=fedcda
[Round 080/100] Acc=37.620 | RoundTime=34.08s | TotalTime=2111.54s | Method=fedcda
[Round 081/100] Acc=37.580 | RoundTime=34.00s | TotalTime=2145.54s | Method=fedcda
[Round 082/100] Acc=37.430 | RoundTime=34.17s | TotalTime=2179.71s | Method=fedcda
[Round 083/100] Acc=37.410 | RoundTime=34.09s | TotalTime=2213.80s | Method=fedcda
[Round 084/100] Acc=35.060 | RoundTime=34.26s | TotalTime=2248.06s | Method=fedcda
[Round 085/100] Acc=34.980 | RoundTime=33.98s | TotalTime=2282.04s | Method=fedcda
[Round 086/100] Acc=35.220 | RoundTime=34.26s | TotalTime=2316.30s | Method=fedcda
[Round 087/100] Acc=35.240 | RoundTime=34.24s | TotalTime=2350.54s | Method=fedcda
[Round 088/100] Acc=35.230 | RoundTime=34.26s | TotalTime=2384.80s | Method=fedcda
[Round 089/100] Acc=35.150 | RoundTime=34.32s | TotalTime=2419.12s | Method=fedcda
[Round 090/100] Acc=35.050 | RoundTime=34.42s | TotalTime=2453.53s | Method=fedcda
[Round 091/100] Acc=35.250 | RoundTime=36.36s | TotalTime=2489.89s | Method=fedcda
[Round 092/100] Acc=35.530 | RoundTime=34.40s | TotalTime=2524.29s | Method=fedcda
[Round 093/100] Acc=35.490 | RoundTime=34.50s | TotalTime=2558.79s | Method=fedcda
[Round 094/100] Acc=35.600 | RoundTime=34.34s | TotalTime=2593.14s | Method=fedcda
[Round 095/100] Acc=35.480 | RoundTime=34.14s | TotalTime=2627.28s | Method=fedcda
[Round 096/100] Acc=35.640 | RoundTime=34.12s | TotalTime=2661.39s | Method=fedcda
[Round 097/100] Acc=35.470 | RoundTime=33.87s | TotalTime=2695.27s | Method=fedcda
[Round 098/100] Acc=35.430 | RoundTime=33.86s | TotalTime=2729.13s | Method=fedcda
[Round 099/100] Acc=35.580 | RoundTime=34.15s | TotalTime=2763.28s | Method=fedcda
[Round 100/100] Acc=35.510 | RoundTime=34.62s | TotalTime=2797.91s | Method=fedcda
====================================================================================================
Training finished at: 2026-03-31 03:14:50
Total elapsed time: 2797.91s
Final Acc: 35.510
Best Acc : 38.170
====================================================================================================
