====================================================================================================
Training started at: 2026-03-30 22:58:51
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.2
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.2/fedcda_fl_cifar10_20260330-225851-147728_pid3750793.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.2/fedcda_fl_cifar10_20260330-225851-147728_pid3750793.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 40
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.2
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.190 | RoundTime=25.59s | TotalTime=25.59s | Method=fedcda
[Round 002/100] Acc=16.010 | RoundTime=24.82s | TotalTime=50.41s | Method=fedcda
[Round 003/100] Acc=11.200 | RoundTime=25.89s | TotalTime=76.30s | Method=fedcda
[Round 004/100] Acc=17.180 | RoundTime=25.63s | TotalTime=101.93s | Method=fedcda
[Round 005/100] Acc=27.970 | RoundTime=25.64s | TotalTime=127.57s | Method=fedcda
[Round 006/100] Acc=29.790 | RoundTime=26.12s | TotalTime=153.69s | Method=fedcda
[Round 007/100] Acc=33.720 | RoundTime=25.60s | TotalTime=179.29s | Method=fedcda
[Round 008/100] Acc=31.650 | RoundTime=25.96s | TotalTime=205.25s | Method=fedcda
[Round 009/100] Acc=31.520 | RoundTime=27.17s | TotalTime=232.42s | Method=fedcda
[Round 010/100] Acc=30.590 | RoundTime=25.55s | TotalTime=257.98s | Method=fedcda
[Round 011/100] Acc=27.920 | RoundTime=27.88s | TotalTime=285.86s | Method=fedcda
[Round 012/100] Acc=26.150 | RoundTime=26.09s | TotalTime=311.95s | Method=fedcda
[Round 013/100] Acc=27.370 | RoundTime=22.27s | TotalTime=334.22s | Method=fedcda
[Round 014/100] Acc=29.340 | RoundTime=21.81s | TotalTime=356.02s | Method=fedcda
[Round 015/100] Acc=27.690 | RoundTime=21.30s | TotalTime=377.33s | Method=fedcda
[Round 016/100] Acc=27.170 | RoundTime=21.57s | TotalTime=398.89s | Method=fedcda
[Round 017/100] Acc=30.590 | RoundTime=21.46s | TotalTime=420.35s | Method=fedcda
[Round 018/100] Acc=34.720 | RoundTime=21.63s | TotalTime=441.98s | Method=fedcda
[Round 019/100] Acc=41.770 | RoundTime=21.69s | TotalTime=463.68s | Method=fedcda
[Round 020/100] Acc=27.830 | RoundTime=21.84s | TotalTime=485.52s | Method=fedcda
[Round 021/100] Acc=41.430 | RoundTime=22.05s | TotalTime=507.57s | Method=fedcda
[Round 022/100] Acc=34.290 | RoundTime=21.49s | TotalTime=529.06s | Method=fedcda
[Round 023/100] Acc=33.970 | RoundTime=21.81s | TotalTime=550.87s | Method=fedcda
[Round 024/100] Acc=38.010 | RoundTime=23.60s | TotalTime=574.47s | Method=fedcda
[Round 025/100] Acc=34.750 | RoundTime=21.38s | TotalTime=595.85s | Method=fedcda
[Round 026/100] Acc=37.020 | RoundTime=21.20s | TotalTime=617.05s | Method=fedcda
[Round 027/100] Acc=32.990 | RoundTime=21.58s | TotalTime=638.63s | Method=fedcda
[Round 028/100] Acc=31.260 | RoundTime=21.30s | TotalTime=659.93s | Method=fedcda
[Round 029/100] Acc=32.920 | RoundTime=21.24s | TotalTime=681.17s | Method=fedcda
[Round 030/100] Acc=35.540 | RoundTime=21.71s | TotalTime=702.88s | Method=fedcda
[Round 031/100] Acc=41.640 | RoundTime=21.84s | TotalTime=724.72s | Method=fedcda
[Round 032/100] Acc=27.760 | RoundTime=21.88s | TotalTime=746.59s | Method=fedcda
[Round 033/100] Acc=33.870 | RoundTime=22.12s | TotalTime=768.71s | Method=fedcda
[Round 034/100] Acc=32.720 | RoundTime=21.86s | TotalTime=790.57s | Method=fedcda
[Round 035/100] Acc=36.390 | RoundTime=21.96s | TotalTime=812.52s | Method=fedcda
[Round 036/100] Acc=34.200 | RoundTime=22.02s | TotalTime=834.55s | Method=fedcda
[Round 037/100] Acc=33.600 | RoundTime=24.06s | TotalTime=858.61s | Method=fedcda
[Round 038/100] Acc=34.710 | RoundTime=22.05s | TotalTime=880.66s | Method=fedcda
[Round 039/100] Acc=37.550 | RoundTime=22.05s | TotalTime=902.70s | Method=fedcda
[Round 040/100] Acc=34.020 | RoundTime=21.70s | TotalTime=924.40s | Method=fedcda
[Round 041/100] Acc=41.580 | RoundTime=21.89s | TotalTime=946.29s | Method=fedcda
[Round 042/100] Acc=35.250 | RoundTime=21.66s | TotalTime=967.95s | Method=fedcda
[Round 043/100] Acc=32.960 | RoundTime=21.76s | TotalTime=989.71s | Method=fedcda
[Round 044/100] Acc=37.730 | RoundTime=22.28s | TotalTime=1011.99s | Method=fedcda
