====================================================================================================
Training started at: 2026-03-30 03:04:19
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.1_nt-symmetric_st-least_sim_dr-0.55
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.1_nt-symmetric_st-least_sim_dr-0.55/fedcda_fl_cifar10_20260330-030419-613502_pid2172647.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.1_nt-symmetric_st-least_sim_dr-0.55/fedcda_fl_cifar10_20260330-030419-613502_pid2172647.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 40
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.1
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.55
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | RoundTime=26.52s | TotalTime=26.52s | Method=fedcda
[Round 002/100] Acc=10.070 | RoundTime=26.51s | TotalTime=53.03s | Method=fedcda
[Round 003/100] Acc=13.100 | RoundTime=26.97s | TotalTime=80.00s | Method=fedcda
[Round 004/100] Acc=20.390 | RoundTime=26.41s | TotalTime=106.40s | Method=fedcda
[Round 005/100] Acc=22.460 | RoundTime=26.55s | TotalTime=132.95s | Method=fedcda
[Round 006/100] Acc=19.210 | RoundTime=25.84s | TotalTime=158.79s | Method=fedcda
[Round 007/100] Acc=18.260 | RoundTime=26.66s | TotalTime=185.45s | Method=fedcda
[Round 008/100] Acc=25.700 | RoundTime=25.91s | TotalTime=211.35s | Method=fedcda
[Round 009/100] Acc=27.280 | RoundTime=26.59s | TotalTime=237.95s | Method=fedcda
[Round 010/100] Acc=28.390 | RoundTime=25.97s | TotalTime=263.92s | Method=fedcda
[Round 011/100] Acc=27.590 | RoundTime=27.72s | TotalTime=291.64s | Method=fedcda
[Round 012/100] Acc=28.730 | RoundTime=26.58s | TotalTime=318.23s | Method=fedcda
[Round 013/100] Acc=29.310 | RoundTime=23.08s | TotalTime=341.31s | Method=fedcda
[Round 014/100] Acc=18.070 | RoundTime=23.27s | TotalTime=364.58s | Method=fedcda
