[Launch] model=fedrdn | dataset=fl_cifar10 | clients=10 | rounds=100 | local_epoch=5 | batch_size=64 | noise_mode=uniform | noise_value=0.5
Files already downloaded and verified
Files already downloaded and verified
mean: 5000.0
std: 0.0
Data statistics: {0: {0: 504, 1: 943, 2: 1139, 3: 911, 4: 578, 5: 351, 6: 291, 7: 283, 8: 0, 9: 0}, 1: {0: 1812, 1: 234, 2: 262, 3: 56, 4: 136, 5: 195, 6: 119, 7: 0, 8: 166, 9: 2020}, 2: {0: 1, 1: 28, 2: 40, 3: 242, 4: 281, 5: 931, 6: 884, 7: 891, 8: 1312, 9: 390}, 3: {0: 165, 1: 172, 2: 27, 3: 416, 4: 419, 5: 6, 6: 1397, 7: 1493, 8: 522, 9: 383}, 4: {0: 228, 1: 1316, 2: 1116, 3: 71, 4: 635, 5: 757, 6: 172, 7: 337, 8: 338, 9: 30}, 5: {0: 1216, 1: 634, 2: 46, 3: 292, 4: 601, 5: 417, 6: 168, 7: 417, 8: 551, 9: 658}, 6: {0: 131, 1: 0, 2: 1418, 3: 1570, 4: 119, 5: 58, 6: 185, 7: 146, 8: 643, 9: 730}, 7: {0: 87, 1: 331, 2: 284, 3: 80, 4: 192, 5: 192, 6: 624, 7: 1162, 8: 1288, 9: 760}, 8: {0: 363, 1: 394, 2: 229, 3: 1191, 4: 1897, 5: 926, 6: 0, 7: 0, 8: 0, 9: 0}, 9: {0: 513, 1: 936, 2: 354, 3: 144, 4: 175, 5: 1181, 6: 1159, 7: 269, 8: 269, 9: 0}}
========================================================================================================================
Training started at: 2026-04-11 15:20:38
Result directory: results/fl_cifar10/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.5_nt-asymmetric_std-0.01_eps-1e-06
Result txt file : results/fl_cifar10/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.5_nt-asymmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar10_20260411-152038-003726_pid2106087.txt
Result log file : results/fl_cifar10/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.5_nt-asymmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar10_20260411-152038-003726_pid2106087.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.5
Noise type: asymmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=169.43s | TotalTime=169.44s | Method=fedrdn
[Round 002/100] Phase=standard | Stage=warmup | Acc=14.960 | RoundTime=157.49s | TotalTime=326.94s | Method=fedrdn
[Round 003/100] Phase=standard | Stage=warmup | Acc=23.760 | RoundTime=156.38s | TotalTime=483.33s | Method=fedrdn
[Round 004/100] Phase=standard | Stage=warmup | Acc=32.760 | RoundTime=155.98s | TotalTime=639.31s | Method=fedrdn
[Round 005/100] Phase=standard | Stage=warmup | Acc=38.890 | RoundTime=156.28s | TotalTime=795.60s | Method=fedrdn
[Round 006/100] Phase=standard | Stage=warmup | Acc=39.260 | RoundTime=157.24s | TotalTime=952.85s | Method=fedrdn
[Round 007/100] Phase=standard | Stage=warmup | Acc=36.650 | RoundTime=156.62s | TotalTime=1109.48s | Method=fedrdn
[Round 008/100] Phase=standard | Stage=warmup | Acc=37.020 | RoundTime=157.63s | TotalTime=1267.12s | Method=fedrdn
[Round 009/100] Phase=standard | Stage=warmup | Acc=36.270 | RoundTime=156.60s | TotalTime=1423.74s | Method=fedrdn
[Round 010/100] Phase=standard | Stage=warmup | Acc=36.890 | RoundTime=156.16s | TotalTime=1579.90s | Method=fedrdn
[Round 011/100] Phase=standard | Stage=warmup | Acc=39.280 | RoundTime=157.54s | TotalTime=1737.45s | Method=fedrdn
[Round 012/100] Phase=standard | Stage=warmup | Acc=41.490 | RoundTime=153.72s | TotalTime=1891.18s | Method=fedrdn
[Round 013/100] Phase=standard | Stage=warmup | Acc=43.070 | RoundTime=156.03s | TotalTime=2047.22s | Method=fedrdn
[Round 014/100] Phase=standard | Stage=warmup | Acc=43.120 | RoundTime=156.47s | TotalTime=2203.69s | Method=fedrdn
[Round 015/100] Phase=standard | Stage=warmup | Acc=43.910 | RoundTime=156.63s | TotalTime=2360.33s | Method=fedrdn
[Round 016/100] Phase=standard | Stage=warmup | Acc=48.330 | RoundTime=155.65s | TotalTime=2515.98s | Method=fedrdn
[Round 017/100] Phase=standard | Stage=warmup | Acc=45.880 | RoundTime=155.67s | TotalTime=2671.66s | Method=fedrdn
[Round 018/100] Phase=standard | Stage=warmup | Acc=45.290 | RoundTime=155.90s | TotalTime=2827.57s | Method=fedrdn
[Round 019/100] Phase=standard | Stage=warmup | Acc=43.780 | RoundTime=157.21s | TotalTime=2984.79s | Method=fedrdn
[Round 020/100] Phase=standard | Stage=warmup | Acc=44.060 | RoundTime=157.53s | TotalTime=3142.33s | Method=fedrdn
[Round 021/100] Phase=standard | Stage=warmup | Acc=45.970 | RoundTime=156.07s | TotalTime=3298.40s | Method=fedrdn
[Round 022/100] Phase=standard | Stage=warmup | Acc=43.710 | RoundTime=156.53s | TotalTime=3454.94s | Method=fedrdn
[Round 023/100] Phase=standard | Stage=warmup | Acc=46.490 | RoundTime=156.82s | TotalTime=3611.77s | Method=fedrdn
[Round 024/100] Phase=standard | Stage=warmup | Acc=45.280 | RoundTime=156.67s | TotalTime=3768.45s | Method=fedrdn
