====================================================================================================
Training started at: 2026-03-31 02:01:36
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.4_nt-symmetric_st-least_sim_dr-0.45
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.4_nt-symmetric_st-least_sim_dr-0.45/fedcda_fl_cifar10_20260331-020136-800516_pid911562.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.4_nt-symmetric_st-least_sim_dr-0.45/fedcda_fl_cifar10_20260331-020136-800516_pid911562.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 40
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.4
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.45
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | RoundTime=25.79s | TotalTime=25.79s | Method=fedcda
[Round 002/100] Acc=10.000 | RoundTime=26.20s | TotalTime=51.99s | Method=fedcda
[Round 003/100] Acc=10.000 | RoundTime=25.44s | TotalTime=77.43s | Method=fedcda
[Round 004/100] Acc=20.240 | RoundTime=25.57s | TotalTime=103.00s | Method=fedcda
[Round 005/100] Acc=31.190 | RoundTime=26.08s | TotalTime=129.08s | Method=fedcda
[Round 006/100] Acc=28.880 | RoundTime=26.05s | TotalTime=155.13s | Method=fedcda
[Round 007/100] Acc=29.010 | RoundTime=26.19s | TotalTime=181.32s | Method=fedcda
[Round 008/100] Acc=30.130 | RoundTime=26.91s | TotalTime=208.23s | Method=fedcda
[Round 009/100] Acc=34.450 | RoundTime=26.79s | TotalTime=235.02s | Method=fedcda
[Round 010/100] Acc=34.560 | RoundTime=27.17s | TotalTime=262.19s | Method=fedcda
[Round 011/100] Acc=26.960 | RoundTime=27.45s | TotalTime=289.64s | Method=fedcda
[Round 012/100] Acc=25.410 | RoundTime=27.37s | TotalTime=317.01s | Method=fedcda
[Round 013/100] Acc=23.770 | RoundTime=20.91s | TotalTime=337.93s | Method=fedcda
[Round 014/100] Acc=18.150 | RoundTime=20.83s | TotalTime=358.76s | Method=fedcda
[Round 015/100] Acc=23.360 | RoundTime=20.92s | TotalTime=379.68s | Method=fedcda
[Round 016/100] Acc=20.490 | RoundTime=20.76s | TotalTime=400.43s | Method=fedcda
[Round 017/100] Acc=25.240 | RoundTime=20.78s | TotalTime=421.22s | Method=fedcda
[Round 018/100] Acc=28.120 | RoundTime=20.71s | TotalTime=441.93s | Method=fedcda
[Round 019/100] Acc=16.690 | RoundTime=21.00s | TotalTime=462.93s | Method=fedcda
[Round 020/100] Acc=31.830 | RoundTime=20.83s | TotalTime=483.76s | Method=fedcda
[Round 021/100] Acc=31.050 | RoundTime=20.98s | TotalTime=504.74s | Method=fedcda
[Round 022/100] Acc=29.770 | RoundTime=20.86s | TotalTime=525.60s | Method=fedcda
[Round 023/100] Acc=23.790 | RoundTime=20.87s | TotalTime=546.47s | Method=fedcda
[Round 024/100] Acc=26.740 | RoundTime=23.19s | TotalTime=569.66s | Method=fedcda
[Round 025/100] Acc=32.120 | RoundTime=20.83s | TotalTime=590.49s | Method=fedcda
[Round 026/100] Acc=25.010 | RoundTime=20.89s | TotalTime=611.38s | Method=fedcda
[Round 027/100] Acc=31.400 | RoundTime=21.24s | TotalTime=632.62s | Method=fedcda
[Round 028/100] Acc=24.030 | RoundTime=21.20s | TotalTime=653.82s | Method=fedcda
[Round 029/100] Acc=25.360 | RoundTime=20.92s | TotalTime=674.73s | Method=fedcda
