====================================================================================================
Training started at: 2026-03-31 13:12:48
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.1
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.1/fedcda_fl_cifar10_20260331-131248-175016_pid2066114.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.1/fedcda_fl_cifar10_20260331-131248-175016_pid2066114.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 48
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.1
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=13.460 | RoundTime=24.02s | TotalTime=24.02s | Method=fedcda
[Round 002/100] Acc=10.000 | RoundTime=24.59s | TotalTime=48.61s | Method=fedcda
[Round 003/100] Acc=22.960 | RoundTime=24.57s | TotalTime=73.17s | Method=fedcda
[Round 004/100] Acc=29.690 | RoundTime=23.68s | TotalTime=96.86s | Method=fedcda
[Round 005/100] Acc=21.660 | RoundTime=24.35s | TotalTime=121.20s | Method=fedcda
[Round 006/100] Acc=39.740 | RoundTime=24.43s | TotalTime=145.64s | Method=fedcda
[Round 007/100] Acc=34.900 | RoundTime=24.46s | TotalTime=170.10s | Method=fedcda
[Round 008/100] Acc=33.350 | RoundTime=24.11s | TotalTime=194.22s | Method=fedcda
[Round 009/100] Acc=30.750 | RoundTime=24.24s | TotalTime=218.45s | Method=fedcda
[Round 010/100] Acc=36.160 | RoundTime=24.29s | TotalTime=242.75s | Method=fedcda
[Round 011/100] Acc=41.020 | RoundTime=26.27s | TotalTime=269.02s | Method=fedcda
[Round 012/100] Acc=44.560 | RoundTime=24.77s | TotalTime=293.79s | Method=fedcda
[Round 013/100] Acc=40.130 | RoundTime=23.69s | TotalTime=317.48s | Method=fedcda
[Round 014/100] Acc=44.580 | RoundTime=22.02s | TotalTime=339.50s | Method=fedcda
[Round 015/100] Acc=40.510 | RoundTime=21.82s | TotalTime=361.32s | Method=fedcda
[Round 016/100] Acc=31.580 | RoundTime=21.83s | TotalTime=383.15s | Method=fedcda
[Round 017/100] Acc=47.190 | RoundTime=21.99s | TotalTime=405.14s | Method=fedcda
[Round 018/100] Acc=30.290 | RoundTime=21.48s | TotalTime=426.62s | Method=fedcda
[Round 019/100] Acc=47.530 | RoundTime=21.68s | TotalTime=448.30s | Method=fedcda
[Round 020/100] Acc=30.750 | RoundTime=21.93s | TotalTime=470.23s | Method=fedcda
[Round 021/100] Acc=37.050 | RoundTime=21.87s | TotalTime=492.09s | Method=fedcda
[Round 022/100] Acc=46.480 | RoundTime=22.47s | TotalTime=514.56s | Method=fedcda
[Round 023/100] Acc=41.100 | RoundTime=22.35s | TotalTime=536.92s | Method=fedcda
[Round 024/100] Acc=50.040 | RoundTime=24.24s | TotalTime=561.16s | Method=fedcda
[Round 025/100] Acc=36.920 | RoundTime=21.42s | TotalTime=582.58s | Method=fedcda
[Round 026/100] Acc=44.830 | RoundTime=21.96s | TotalTime=604.54s | Method=fedcda
[Round 027/100] Acc=39.770 | RoundTime=22.32s | TotalTime=626.86s | Method=fedcda
[Round 028/100] Acc=45.740 | RoundTime=21.91s | TotalTime=648.77s | Method=fedcda
[Round 029/100] Acc=40.670 | RoundTime=22.02s | TotalTime=670.79s | Method=fedcda
[Round 030/100] Acc=48.870 | RoundTime=21.63s | TotalTime=692.43s | Method=fedcda
[Round 031/100] Acc=43.990 | RoundTime=21.84s | TotalTime=714.27s | Method=fedcda
[Round 032/100] Acc=39.360 | RoundTime=21.75s | TotalTime=736.01s | Method=fedcda
[Round 033/100] Acc=37.550 | RoundTime=21.66s | TotalTime=757.67s | Method=fedcda
[Round 034/100] Acc=46.990 | RoundTime=21.76s | TotalTime=779.43s | Method=fedcda
[Round 035/100] Acc=44.680 | RoundTime=22.66s | TotalTime=802.09s | Method=fedcda
[Round 036/100] Acc=38.330 | RoundTime=22.26s | TotalTime=824.35s | Method=fedcda
[Round 037/100] Acc=40.270 | RoundTime=21.99s | TotalTime=846.34s | Method=fedcda
[Round 038/100] Acc=46.940 | RoundTime=24.30s | TotalTime=870.64s | Method=fedcda
[Round 039/100] Acc=48.990 | RoundTime=22.24s | TotalTime=892.88s | Method=fedcda
[Round 040/100] Acc=41.460 | RoundTime=21.61s | TotalTime=914.49s | Method=fedcda
[Round 041/100] Acc=44.150 | RoundTime=21.90s | TotalTime=936.39s | Method=fedcda
[Round 042/100] Acc=47.050 | RoundTime=21.82s | TotalTime=958.21s | Method=fedcda
[Round 043/100] Acc=45.810 | RoundTime=21.73s | TotalTime=979.94s | Method=fedcda
[Round 044/100] Acc=47.460 | RoundTime=21.90s | TotalTime=1001.84s | Method=fedcda
[Round 045/100] Acc=46.980 | RoundTime=21.76s | TotalTime=1023.60s | Method=fedcda
[Round 046/100] Acc=45.110 | RoundTime=22.29s | TotalTime=1045.89s | Method=fedcda
[Round 047/100] Acc=43.110 | RoundTime=22.07s | TotalTime=1067.96s | Method=fedcda
[Round 048/100] Acc=46.380 | RoundTime=22.07s | TotalTime=1090.02s | Method=fedcda
[Round 049/100] Acc=53.500 | RoundTime=21.74s | TotalTime=1111.76s | Method=fedcda
[Round 050/100] Acc=48.540 | RoundTime=21.94s | TotalTime=1133.70s | Method=fedcda
