========================================================================================================================
Training started at: 2026-04-09 08:44:05
Result directory: results/fl_mnist/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_mnist/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_mnist_20260409-084405-723350_pid778402.txt
Result log file : results/fl_mnist/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_mnist_20260409-084405-723350_pid778402.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_mnist
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=11.350 | RoundTime=160.63s | TotalTime=160.63s | Method=fedrdn
[Round 002/100] Phase=standard | Stage=warmup | Acc=78.360 | RoundTime=150.29s | TotalTime=310.94s | Method=fedrdn
[Round 003/100] Phase=standard | Stage=warmup | Acc=96.670 | RoundTime=152.07s | TotalTime=463.01s | Method=fedrdn
[Round 004/100] Phase=standard | Stage=warmup | Acc=97.650 | RoundTime=151.37s | TotalTime=614.39s | Method=fedrdn
[Round 005/100] Phase=standard | Stage=warmup | Acc=98.260 | RoundTime=153.86s | TotalTime=768.26s | Method=fedrdn
[Round 006/100] Phase=standard | Stage=warmup | Acc=98.330 | RoundTime=151.86s | TotalTime=920.13s | Method=fedrdn
[Round 007/100] Phase=standard | Stage=warmup | Acc=97.880 | RoundTime=151.17s | TotalTime=1071.31s | Method=fedrdn
[Round 008/100] Phase=standard | Stage=warmup | Acc=97.380 | RoundTime=151.46s | TotalTime=1222.79s | Method=fedrdn
[Round 009/100] Phase=standard | Stage=warmup | Acc=95.800 | RoundTime=151.37s | TotalTime=1374.17s | Method=fedrdn
[Round 010/100] Phase=standard | Stage=warmup | Acc=93.740 | RoundTime=152.36s | TotalTime=1526.54s | Method=fedrdn
[Round 011/100] Phase=standard | Stage=warmup | Acc=90.680 | RoundTime=152.40s | TotalTime=1678.95s | Method=fedrdn
[Round 012/100] Phase=standard | Stage=warmup | Acc=87.730 | RoundTime=149.04s | TotalTime=1827.99s | Method=fedrdn
[Round 013/100] Phase=standard | Stage=warmup | Acc=86.080 | RoundTime=150.26s | TotalTime=1978.26s | Method=fedrdn
[Round 014/100] Phase=standard | Stage=warmup | Acc=84.120 | RoundTime=150.40s | TotalTime=2128.68s | Method=fedrdn
[Round 015/100] Phase=standard | Stage=warmup | Acc=82.700 | RoundTime=151.99s | TotalTime=2280.68s | Method=fedrdn
[Round 016/100] Phase=standard | Stage=warmup | Acc=81.760 | RoundTime=153.25s | TotalTime=2433.94s | Method=fedrdn
[Round 017/100] Phase=standard | Stage=warmup | Acc=80.820 | RoundTime=152.86s | TotalTime=2586.80s | Method=fedrdn
[Round 018/100] Phase=standard | Stage=warmup | Acc=81.020 | RoundTime=151.70s | TotalTime=2738.52s | Method=fedrdn
[Round 019/100] Phase=standard | Stage=warmup | Acc=80.250 | RoundTime=149.84s | TotalTime=2888.37s | Method=fedrdn
[Round 020/100] Phase=standard | Stage=warmup | Acc=80.230 | RoundTime=150.06s | TotalTime=3038.43s | Method=fedrdn
[Round 021/100] Phase=standard | Stage=warmup | Acc=79.560 | RoundTime=152.50s | TotalTime=3190.95s | Method=fedrdn
[Round 022/100] Phase=standard | Stage=warmup | Acc=78.960 | RoundTime=150.56s | TotalTime=3341.51s | Method=fedrdn
[Round 023/100] Phase=standard | Stage=warmup | Acc=78.190 | RoundTime=151.43s | TotalTime=3492.95s | Method=fedrdn
[Round 024/100] Phase=standard | Stage=warmup | Acc=77.780 | RoundTime=152.14s | TotalTime=3645.10s | Method=fedrdn
[Round 025/100] Phase=standard | Stage=warmup | Acc=77.210 | RoundTime=152.89s | TotalTime=3798.00s | Method=fedrdn
[Round 026/100] Phase=standard | Stage=warmup | Acc=76.820 | RoundTime=150.32s | TotalTime=3948.38s | Method=fedrdn
