====================================================================================================
Training started at: 2026-03-27 16:49:14
Result directory: results/fl_mnist/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15
Result txt file : results/fl_mnist/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_mnist_20260327-164914-340189_pid2839388.txt
Result log file : results/fl_mnist/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_mnist_20260327-164914-340189_pid2839388.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.280 | RoundTime=20.25s | TotalTime=20.25s | Method=fedcda
[Round 002/100] Acc=45.960 | RoundTime=20.11s | TotalTime=40.36s | Method=fedcda
[Round 003/100] Acc=78.040 | RoundTime=20.37s | TotalTime=60.73s | Method=fedcda
[Round 004/100] Acc=78.530 | RoundTime=20.58s | TotalTime=81.31s | Method=fedcda
[Round 005/100] Acc=77.810 | RoundTime=20.91s | TotalTime=102.23s | Method=fedcda
[Round 006/100] Acc=80.720 | RoundTime=20.09s | TotalTime=122.31s | Method=fedcda
[Round 007/100] Acc=71.860 | RoundTime=20.67s | TotalTime=142.98s | Method=fedcda
[Round 008/100] Acc=75.690 | RoundTime=20.48s | TotalTime=163.46s | Method=fedcda
[Round 009/100] Acc=84.220 | RoundTime=20.73s | TotalTime=184.19s | Method=fedcda
[Round 010/100] Acc=85.590 | RoundTime=20.90s | TotalTime=205.09s | Method=fedcda
[Round 011/100] Acc=86.050 | RoundTime=21.47s | TotalTime=226.55s | Method=fedcda
[Round 012/100] Acc=89.600 | RoundTime=23.34s | TotalTime=249.89s | Method=fedcda
[Round 013/100] Acc=78.200 | RoundTime=21.80s | TotalTime=271.69s | Method=fedcda
[Round 014/100] Acc=75.370 | RoundTime=21.39s | TotalTime=293.08s | Method=fedcda
