====================================================================================================
Training started at: 2026-03-27 03:18:54
Result directory: results/fl_mnist/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15
Result txt file : results/fl_mnist/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_mnist_20260327-031854-837615_pid1492825.txt
Result log file : results/fl_mnist/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_mnist_20260327-031854-837615_pid1492825.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=11.350 | RoundTime=24.43s | TotalTime=24.43s | Method=fedcda
[Round 002/100] Acc=34.300 | RoundTime=24.34s | TotalTime=48.77s | Method=fedcda
[Round 003/100] Acc=57.800 | RoundTime=24.50s | TotalTime=73.28s | Method=fedcda
[Round 004/100] Acc=77.660 | RoundTime=24.05s | TotalTime=97.32s | Method=fedcda
[Round 005/100] Acc=82.050 | RoundTime=24.56s | TotalTime=121.88s | Method=fedcda
[Round 006/100] Acc=91.080 | RoundTime=24.46s | TotalTime=146.34s | Method=fedcda
[Round 007/100] Acc=76.090 | RoundTime=24.71s | TotalTime=171.04s | Method=fedcda
[Round 008/100] Acc=69.250 | RoundTime=25.14s | TotalTime=196.18s | Method=fedcda
[Round 009/100] Acc=68.470 | RoundTime=24.11s | TotalTime=220.30s | Method=fedcda
[Round 010/100] Acc=89.380 | RoundTime=25.80s | TotalTime=246.09s | Method=fedcda
[Round 011/100] Acc=84.730 | RoundTime=28.15s | TotalTime=274.24s | Method=fedcda
[Round 012/100] Acc=61.230 | RoundTime=26.39s | TotalTime=300.63s | Method=fedcda
[Round 013/100] Acc=85.860 | RoundTime=25.58s | TotalTime=326.22s | Method=fedcda
[Round 014/100] Acc=81.290 | RoundTime=27.06s | TotalTime=353.28s | Method=fedcda
