====================================================================================================
Training started at: 2026-03-22 07:07:07
Result directory: results/fl_mnist/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15
Result txt file : results/fl_mnist/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_mnist_20260322-070707-685845_pid2679016.txt
Result log file : results/fl_mnist/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_mnist_20260322-070707-685845_pid2679016.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=8.920 | RoundTime=19.69s | TotalTime=19.69s | Method=fedcda
[Round 002/100] Acc=31.430 | RoundTime=20.04s | TotalTime=39.73s | Method=fedcda
[Round 003/100] Acc=66.320 | RoundTime=20.06s | TotalTime=59.80s | Method=fedcda
[Round 004/100] Acc=69.270 | RoundTime=20.30s | TotalTime=80.10s | Method=fedcda
[Round 005/100] Acc=71.490 | RoundTime=20.13s | TotalTime=100.23s | Method=fedcda
[Round 006/100] Acc=78.420 | RoundTime=20.51s | TotalTime=120.74s | Method=fedcda
[Round 007/100] Acc=80.090 | RoundTime=20.17s | TotalTime=140.91s | Method=fedcda
[Round 008/100] Acc=73.570 | RoundTime=19.84s | TotalTime=160.75s | Method=fedcda
[Round 009/100] Acc=63.630 | RoundTime=20.41s | TotalTime=181.16s | Method=fedcda
[Round 010/100] Acc=70.060 | RoundTime=22.77s | TotalTime=203.93s | Method=fedcda
[Round 011/100] Acc=66.500 | RoundTime=23.76s | TotalTime=227.68s | Method=fedcda
[Round 012/100] Acc=87.110 | RoundTime=22.73s | TotalTime=250.42s | Method=fedcda
[Round 013/100] Acc=73.660 | RoundTime=22.83s | TotalTime=273.24s | Method=fedcda
[Round 014/100] Acc=66.990 | RoundTime=22.92s | TotalTime=296.16s | Method=fedcda
[Round 015/100] Acc=74.070 | RoundTime=22.96s | TotalTime=319.11s | Method=fedcda
[Round 016/100] Acc=81.090 | RoundTime=23.05s | TotalTime=342.16s | Method=fedcda
[Round 017/100] Acc=88.820 | RoundTime=22.88s | TotalTime=365.04s | Method=fedcda
[Round 018/100] Acc=81.700 | RoundTime=22.91s | TotalTime=387.95s | Method=fedcda
[Round 019/100] Acc=57.770 | RoundTime=22.33s | TotalTime=410.28s | Method=fedcda
[Round 020/100] Acc=89.930 | RoundTime=21.78s | TotalTime=432.06s | Method=fedcda
[Round 021/100] Acc=73.200 | RoundTime=21.52s | TotalTime=453.58s | Method=fedcda
[Round 022/100] Acc=80.670 | RoundTime=21.84s | TotalTime=475.42s | Method=fedcda
[Round 023/100] Acc=80.890 | RoundTime=21.98s | TotalTime=497.40s | Method=fedcda
[Round 024/100] Acc=81.530 | RoundTime=24.71s | TotalTime=522.11s | Method=fedcda
[Round 025/100] Acc=77.810 | RoundTime=22.54s | TotalTime=544.65s | Method=fedcda
[Round 026/100] Acc=80.720 | RoundTime=21.77s | TotalTime=566.42s | Method=fedcda
[Round 027/100] Acc=82.640 | RoundTime=22.92s | TotalTime=589.34s | Method=fedcda
[Round 028/100] Acc=77.020 | RoundTime=23.44s | TotalTime=612.79s | Method=fedcda
[Round 029/100] Acc=89.590 | RoundTime=23.27s | TotalTime=636.06s | Method=fedcda
[Round 030/100] Acc=89.520 | RoundTime=23.41s | TotalTime=659.46s | Method=fedcda
[Round 031/100] Acc=87.790 | RoundTime=23.18s | TotalTime=682.64s | Method=fedcda
[Round 032/100] Acc=72.580 | RoundTime=23.23s | TotalTime=705.87s | Method=fedcda
[Round 033/100] Acc=86.220 | RoundTime=23.27s | TotalTime=729.15s | Method=fedcda
[Round 034/100] Acc=73.170 | RoundTime=23.36s | TotalTime=752.50s | Method=fedcda
[Round 035/100] Acc=61.390 | RoundTime=23.46s | TotalTime=775.96s | Method=fedcda
[Round 036/100] Acc=75.670 | RoundTime=23.36s | TotalTime=799.32s | Method=fedcda
[Round 037/100] Acc=81.310 | RoundTime=23.60s | TotalTime=822.93s | Method=fedcda
[Round 038/100] Acc=81.380 | RoundTime=25.97s | TotalTime=848.90s | Method=fedcda
[Round 039/100] Acc=77.940 | RoundTime=23.56s | TotalTime=872.46s | Method=fedcda
[Round 040/100] Acc=85.280 | RoundTime=23.62s | TotalTime=896.07s | Method=fedcda
[Round 041/100] Acc=76.220 | RoundTime=23.67s | TotalTime=919.75s | Method=fedcda
[Round 042/100] Acc=79.250 | RoundTime=23.47s | TotalTime=943.22s | Method=fedcda
[Round 043/100] Acc=76.570 | RoundTime=23.73s | TotalTime=966.95s | Method=fedcda
[Round 044/100] Acc=84.770 | RoundTime=23.75s | TotalTime=990.70s | Method=fedcda
[Round 045/100] Acc=80.680 | RoundTime=23.61s | TotalTime=1014.31s | Method=fedcda
[Round 046/100] Acc=80.940 | RoundTime=23.60s | TotalTime=1037.91s | Method=fedcda
[Round 047/100] Acc=74.380 | RoundTime=23.43s | TotalTime=1061.35s | Method=fedcda
[Round 048/100] Acc=77.640 | RoundTime=23.74s | TotalTime=1085.08s | Method=fedcda
[Round 049/100] Acc=86.870 | RoundTime=23.36s | TotalTime=1108.44s | Method=fedcda
[Round 050/100] Acc=88.100 | RoundTime=23.70s | TotalTime=1132.14s | Method=fedcda
[Round 051/100] Acc=88.580 | RoundTime=32.84s | TotalTime=1164.97s | Method=fedcda
[Round 052/100] Acc=85.070 | RoundTime=32.47s | TotalTime=1197.44s | Method=fedcda
[Round 053/100] Acc=85.470 | RoundTime=32.86s | TotalTime=1230.30s | Method=fedcda
[Round 054/100] Acc=85.710 | RoundTime=32.12s | TotalTime=1262.42s | Method=fedcda
[Round 055/100] Acc=86.710 | RoundTime=32.14s | TotalTime=1294.56s | Method=fedcda
[Round 056/100] Acc=86.600 | RoundTime=31.69s | TotalTime=1326.26s | Method=fedcda
[Round 057/100] Acc=86.510 | RoundTime=32.81s | TotalTime=1359.07s | Method=fedcda
[Round 058/100] Acc=86.510 | RoundTime=32.79s | TotalTime=1391.86s | Method=fedcda
[Round 059/100] Acc=86.570 | RoundTime=32.62s | TotalTime=1424.48s | Method=fedcda
[Round 060/100] Acc=86.660 | RoundTime=32.80s | TotalTime=1457.27s | Method=fedcda
[Round 061/100] Acc=86.410 | RoundTime=32.24s | TotalTime=1489.52s | Method=fedcda
[Round 062/100] Acc=86.140 | RoundTime=32.18s | TotalTime=1521.69s | Method=fedcda
[Round 063/100] Acc=85.600 | RoundTime=31.61s | TotalTime=1553.31s | Method=fedcda
[Round 064/100] Acc=85.380 | RoundTime=31.34s | TotalTime=1584.65s | Method=fedcda
[Round 065/100] Acc=85.520 | RoundTime=32.08s | TotalTime=1616.73s | Method=fedcda
[Round 066/100] Acc=85.470 | RoundTime=32.00s | TotalTime=1648.73s | Method=fedcda
[Round 067/100] Acc=85.140 | RoundTime=31.67s | TotalTime=1680.40s | Method=fedcda
[Round 068/100] Acc=85.370 | RoundTime=32.16s | TotalTime=1712.55s | Method=fedcda
[Round 069/100] Acc=85.570 | RoundTime=32.24s | TotalTime=1744.79s | Method=fedcda
[Round 070/100] Acc=85.340 | RoundTime=31.59s | TotalTime=1776.39s | Method=fedcda
[Round 071/100] Acc=85.200 | RoundTime=31.62s | TotalTime=1808.01s | Method=fedcda
[Round 072/100] Acc=85.280 | RoundTime=31.69s | TotalTime=1839.69s | Method=fedcda
[Round 073/100] Acc=85.180 | RoundTime=32.19s | TotalTime=1871.88s | Method=fedcda
[Round 074/100] Acc=85.210 | RoundTime=32.24s | TotalTime=1904.12s | Method=fedcda
[Round 075/100] Acc=85.180 | RoundTime=31.57s | TotalTime=1935.70s | Method=fedcda
[Round 076/100] Acc=85.180 | RoundTime=31.76s | TotalTime=1967.45s | Method=fedcda
[Round 077/100] Acc=85.180 | RoundTime=31.64s | TotalTime=1999.09s | Method=fedcda
[Round 078/100] Acc=85.180 | RoundTime=31.88s | TotalTime=2030.97s | Method=fedcda
[Round 079/100] Acc=84.970 | RoundTime=31.82s | TotalTime=2062.79s | Method=fedcda
[Round 080/100] Acc=84.740 | RoundTime=31.64s | TotalTime=2094.43s | Method=fedcda
[Round 081/100] Acc=84.810 | RoundTime=33.19s | TotalTime=2127.61s | Method=fedcda
[Round 082/100] Acc=84.950 | RoundTime=34.44s | TotalTime=2162.06s | Method=fedcda
[Round 083/100] Acc=84.830 | RoundTime=32.10s | TotalTime=2194.16s | Method=fedcda
[Round 084/100] Acc=84.680 | RoundTime=31.82s | TotalTime=2225.98s | Method=fedcda
[Round 085/100] Acc=84.670 | RoundTime=32.05s | TotalTime=2258.04s | Method=fedcda
[Round 086/100] Acc=84.970 | RoundTime=32.40s | TotalTime=2290.44s | Method=fedcda
[Round 087/100] Acc=84.790 | RoundTime=34.37s | TotalTime=2324.81s | Method=fedcda
[Round 088/100] Acc=84.830 | RoundTime=35.06s | TotalTime=2359.87s | Method=fedcda
[Round 089/100] Acc=84.860 | RoundTime=34.50s | TotalTime=2394.37s | Method=fedcda
[Round 090/100] Acc=84.950 | RoundTime=33.28s | TotalTime=2427.65s | Method=fedcda
[Round 091/100] Acc=85.110 | RoundTime=33.97s | TotalTime=2461.62s | Method=fedcda
[Round 092/100] Acc=85.110 | RoundTime=33.96s | TotalTime=2495.58s | Method=fedcda
[Round 093/100] Acc=85.150 | RoundTime=35.09s | TotalTime=2530.67s | Method=fedcda
[Round 094/100] Acc=85.040 | RoundTime=38.80s | TotalTime=2569.47s | Method=fedcda
[Round 095/100] Acc=84.950 | RoundTime=34.25s | TotalTime=2603.72s | Method=fedcda
[Round 096/100] Acc=85.090 | RoundTime=35.23s | TotalTime=2638.95s | Method=fedcda
[Round 097/100] Acc=85.180 | RoundTime=35.60s | TotalTime=2674.55s | Method=fedcda
[Round 098/100] Acc=85.210 | RoundTime=34.76s | TotalTime=2709.31s | Method=fedcda
