====================================================================================================
Training started at: 2026-03-27 13:27:24
Result directory: results/fl_mnist/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15
Result txt file : results/fl_mnist/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_mnist_20260327-132724-625892_pid1992243.txt
Result log file : results/fl_mnist/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_mnist_20260327-132724-625892_pid1992243.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=12.510 | RoundTime=22.13s | TotalTime=22.13s | Method=fedcda
[Round 002/100] Acc=20.010 | RoundTime=21.43s | TotalTime=43.56s | Method=fedcda
[Round 003/100] Acc=68.490 | RoundTime=22.19s | TotalTime=65.75s | Method=fedcda
[Round 004/100] Acc=88.140 | RoundTime=22.83s | TotalTime=88.59s | Method=fedcda
[Round 005/100] Acc=79.110 | RoundTime=22.69s | TotalTime=111.28s | Method=fedcda
[Round 006/100] Acc=60.250 | RoundTime=23.87s | TotalTime=135.15s | Method=fedcda
[Round 007/100] Acc=65.260 | RoundTime=23.92s | TotalTime=159.07s | Method=fedcda
[Round 008/100] Acc=78.060 | RoundTime=24.71s | TotalTime=183.77s | Method=fedcda
[Round 009/100] Acc=75.030 | RoundTime=23.71s | TotalTime=207.48s | Method=fedcda
[Round 010/100] Acc=78.930 | RoundTime=24.46s | TotalTime=231.94s | Method=fedcda
[Round 011/100] Acc=88.610 | RoundTime=25.01s | TotalTime=256.96s | Method=fedcda
[Round 012/100] Acc=83.460 | RoundTime=23.86s | TotalTime=280.82s | Method=fedcda
[Round 013/100] Acc=84.970 | RoundTime=24.50s | TotalTime=305.32s | Method=fedcda
[Round 014/100] Acc=84.560 | RoundTime=24.02s | TotalTime=329.34s | Method=fedcda
[Round 015/100] Acc=66.760 | RoundTime=24.40s | TotalTime=353.74s | Method=fedcda
[Round 016/100] Acc=87.970 | RoundTime=24.08s | TotalTime=377.82s | Method=fedcda
[Round 017/100] Acc=81.830 | RoundTime=25.98s | TotalTime=403.79s | Method=fedcda
[Round 018/100] Acc=84.260 | RoundTime=24.79s | TotalTime=428.58s | Method=fedcda
[Round 019/100] Acc=81.950 | RoundTime=25.73s | TotalTime=454.31s | Method=fedcda
[Round 020/100] Acc=89.470 | RoundTime=26.22s | TotalTime=480.53s | Method=fedcda
