====================================================================================================
Training started at: 2026-03-14 09:23:49
Result directory: results/fl_cifar100/fedprox/pm-dir_a-0.5_nm-uni_nr-0.3
Result txt file : results/fl_cifar100/fedprox/pm-dir_a-0.5_nm-uni_nr-0.3/fedprox_fl_cifar100_20260314-092349.txt
Result log file : results/fl_cifar100/fedprox/pm-dir_a-0.5_nm-uni_nr-0.3/fedprox_fl_cifar100_20260314-092349.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.001
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=1.000 | RoundTime=95.39s | TotalTime=95.39s | Method=fedprox
[Round 002/100] Acc=1.300 | RoundTime=94.94s | TotalTime=190.33s | Method=fedprox
[Round 003/100] Acc=8.050 | RoundTime=95.18s | TotalTime=285.51s | Method=fedprox
[Round 004/100] Acc=11.660 | RoundTime=95.04s | TotalTime=380.55s | Method=fedprox
[Round 005/100] Acc=13.150 | RoundTime=94.68s | TotalTime=475.23s | Method=fedprox
[Round 006/100] Acc=14.880 | RoundTime=94.32s | TotalTime=569.55s | Method=fedprox
[Round 007/100] Acc=15.430 | RoundTime=94.69s | TotalTime=664.24s | Method=fedprox
[Round 008/100] Acc=16.830 | RoundTime=94.51s | TotalTime=758.75s | Method=fedprox
[Round 009/100] Acc=17.420 | RoundTime=95.53s | TotalTime=854.27s | Method=fedprox
[Round 010/100] Acc=17.850 | RoundTime=95.29s | TotalTime=949.56s | Method=fedprox
[Round 011/100] Acc=18.390 | RoundTime=94.69s | TotalTime=1044.25s | Method=fedprox
[Round 012/100] Acc=18.820 | RoundTime=94.22s | TotalTime=1138.47s | Method=fedprox
[Round 013/100] Acc=19.810 | RoundTime=95.50s | TotalTime=1233.97s | Method=fedprox
[Round 014/100] Acc=20.050 | RoundTime=94.94s | TotalTime=1328.91s | Method=fedprox
[Round 015/100] Acc=19.160 | RoundTime=96.13s | TotalTime=1425.04s | Method=fedprox
[Round 016/100] Acc=20.100 | RoundTime=94.87s | TotalTime=1519.91s | Method=fedprox
[Round 017/100] Acc=20.520 | RoundTime=94.72s | TotalTime=1614.63s | Method=fedprox
[Round 018/100] Acc=20.330 | RoundTime=94.39s | TotalTime=1709.02s | Method=fedprox
[Round 019/100] Acc=20.550 | RoundTime=95.39s | TotalTime=1804.40s | Method=fedprox
[Round 020/100] Acc=21.060 | RoundTime=95.20s | TotalTime=1899.60s | Method=fedprox
[Round 021/100] Acc=20.660 | RoundTime=94.66s | TotalTime=1994.26s | Method=fedprox
[Round 022/100] Acc=21.030 | RoundTime=94.97s | TotalTime=2089.23s | Method=fedprox
[Round 023/100] Acc=21.270 | RoundTime=94.56s | TotalTime=2183.79s | Method=fedprox
[Round 024/100] Acc=20.500 | RoundTime=95.03s | TotalTime=2278.82s | Method=fedprox
[Round 025/100] Acc=20.240 | RoundTime=94.60s | TotalTime=2373.42s | Method=fedprox
[Round 026/100] Acc=21.250 | RoundTime=94.92s | TotalTime=2468.34s | Method=fedprox
[Round 027/100] Acc=21.380 | RoundTime=94.18s | TotalTime=2562.52s | Method=fedprox
[Round 028/100] Acc=22.040 | RoundTime=94.07s | TotalTime=2656.59s | Method=fedprox
[Round 029/100] Acc=20.690 | RoundTime=94.87s | TotalTime=2751.46s | Method=fedprox
[Round 030/100] Acc=21.550 | RoundTime=94.75s | TotalTime=2846.21s | Method=fedprox
[Round 031/100] Acc=21.990 | RoundTime=94.44s | TotalTime=2940.65s | Method=fedprox
[Round 032/100] Acc=22.190 | RoundTime=94.72s | TotalTime=3035.36s | Method=fedprox
