====================================================================================================
Training started at: 2026-03-22 07:10:16
Result directory: results/fl_mnist/feddenoise/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_st-random_dr-0.3
Result txt file : results/fl_mnist/feddenoise/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_st-random_dr-0.3/feddenoise_fl_mnist_20260322-071016-875742_pid2707767.txt
Result log file : results/fl_mnist/feddenoise/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_st-random_dr-0.3/feddenoise_fl_mnist_20260322-071016-875742_pid2707767.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.3
Denoise strategy: random
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=9.520 | Pure=69.935 | RoundTime=39.24s | TotalTime=39.24s | Method=feddenoise
[Round 002/100] Acc=10.330 | Pure=69.951 | RoundTime=38.94s | TotalTime=78.19s | Method=feddenoise
[Round 003/100] Acc=62.180 | Pure=69.971 | RoundTime=37.86s | TotalTime=116.05s | Method=feddenoise
[Round 004/100] Acc=86.210 | Pure=69.966 | RoundTime=38.71s | TotalTime=154.76s | Method=feddenoise
[Round 005/100] Acc=83.120 | Pure=69.977 | RoundTime=41.65s | TotalTime=196.41s | Method=feddenoise
[Round 006/100] Acc=78.360 | Pure=70.008 | RoundTime=36.72s | TotalTime=233.13s | Method=feddenoise
[Round 007/100] Acc=80.290 | Pure=69.917 | RoundTime=38.96s | TotalTime=272.09s | Method=feddenoise
[Round 008/100] Acc=70.290 | Pure=70.128 | RoundTime=38.46s | TotalTime=310.54s | Method=feddenoise
[Round 009/100] Acc=72.370 | Pure=69.867 | RoundTime=38.11s | TotalTime=348.65s | Method=feddenoise
[Round 010/100] Acc=77.690 | Pure=69.971 | RoundTime=38.69s | TotalTime=387.34s | Method=feddenoise
[Round 011/100] Acc=79.350 | Pure=81.334 | RoundTime=56.20s | TotalTime=443.55s | Method=feddenoise
