====================================================================================================
Training started at: 2026-03-14 09:15:11
Result directory: results/fl_cifar100/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3
Result txt file : results/fl_cifar100/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3/fedcda_fl_cifar100_20260314-091511.txt
Result log file : results/fl_cifar100/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3/fedcda_fl_cifar100_20260314-091511.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar100
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=1.000 | RoundTime=44.13s | TotalTime=44.14s | Method=fedcda
[Round 002/100] Acc=1.410 | RoundTime=43.75s | TotalTime=87.88s | Method=fedcda
[Round 003/100] Acc=4.120 | RoundTime=46.03s | TotalTime=133.91s | Method=fedcda
[Round 004/100] Acc=10.390 | RoundTime=44.43s | TotalTime=178.34s | Method=fedcda
[Round 005/100] Acc=7.890 | RoundTime=43.89s | TotalTime=222.23s | Method=fedcda
[Round 006/100] Acc=9.120 | RoundTime=42.75s | TotalTime=264.98s | Method=fedcda
[Round 007/100] Acc=8.960 | RoundTime=44.26s | TotalTime=309.24s | Method=fedcda
[Round 008/100] Acc=8.980 | RoundTime=44.18s | TotalTime=353.42s | Method=fedcda
[Round 009/100] Acc=10.230 | RoundTime=45.36s | TotalTime=398.79s | Method=fedcda
[Round 010/100] Acc=9.000 | RoundTime=46.33s | TotalTime=445.12s | Method=fedcda
[Round 011/100] Acc=10.740 | RoundTime=45.42s | TotalTime=490.53s | Method=fedcda
[Round 012/100] Acc=10.710 | RoundTime=44.08s | TotalTime=534.61s | Method=fedcda
[Round 013/100] Acc=9.240 | RoundTime=45.93s | TotalTime=580.54s | Method=fedcda
[Round 014/100] Acc=13.440 | RoundTime=45.96s | TotalTime=626.50s | Method=fedcda
[Round 015/100] Acc=13.390 | RoundTime=46.62s | TotalTime=673.11s | Method=fedcda
[Round 016/100] Acc=13.010 | RoundTime=45.80s | TotalTime=718.91s | Method=fedcda
[Round 017/100] Acc=12.770 | RoundTime=45.72s | TotalTime=764.63s | Method=fedcda
[Round 018/100] Acc=11.890 | RoundTime=46.33s | TotalTime=810.96s | Method=fedcda
[Round 019/100] Acc=11.080 | RoundTime=46.68s | TotalTime=857.64s | Method=fedcda
[Round 020/100] Acc=12.550 | RoundTime=45.35s | TotalTime=902.99s | Method=fedcda
[Round 021/100] Acc=12.060 | RoundTime=46.55s | TotalTime=949.55s | Method=fedcda
[Round 022/100] Acc=12.930 | RoundTime=45.50s | TotalTime=995.05s | Method=fedcda
[Round 023/100] Acc=14.410 | RoundTime=47.71s | TotalTime=1042.76s | Method=fedcda
[Round 024/100] Acc=14.640 | RoundTime=43.25s | TotalTime=1086.01s | Method=fedcda
[Round 025/100] Acc=14.750 | RoundTime=45.11s | TotalTime=1131.12s | Method=fedcda
[Round 026/100] Acc=13.680 | RoundTime=43.64s | TotalTime=1174.76s | Method=fedcda
[Round 027/100] Acc=13.000 | RoundTime=44.92s | TotalTime=1219.68s | Method=fedcda
[Round 028/100] Acc=13.410 | RoundTime=44.48s | TotalTime=1264.16s | Method=fedcda
[Round 029/100] Acc=14.730 | RoundTime=43.23s | TotalTime=1307.39s | Method=fedcda
[Round 030/100] Acc=15.650 | RoundTime=44.20s | TotalTime=1351.58s | Method=fedcda
[Round 031/100] Acc=12.950 | RoundTime=44.63s | TotalTime=1396.21s | Method=fedcda
[Round 032/100] Acc=16.790 | RoundTime=42.84s | TotalTime=1439.06s | Method=fedcda
[Round 033/100] Acc=16.420 | RoundTime=44.30s | TotalTime=1483.36s | Method=fedcda
[Round 034/100] Acc=15.700 | RoundTime=45.10s | TotalTime=1528.46s | Method=fedcda
[Round 035/100] Acc=13.330 | RoundTime=44.14s | TotalTime=1572.60s | Method=fedcda
[Round 036/100] Acc=15.840 | RoundTime=44.84s | TotalTime=1617.44s | Method=fedcda
[Round 037/100] Acc=14.220 | RoundTime=45.58s | TotalTime=1663.02s | Method=fedcda
[Round 038/100] Acc=16.130 | RoundTime=43.76s | TotalTime=1706.78s | Method=fedcda
