====================================================================================================
Training started at: 2026-03-30 08:06:10
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.4
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.4/fedcda_fl_cifar10_20260330-080610-297530_pid577811.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.4/fedcda_fl_cifar10_20260330-080610-297530_pid577811.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 40
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.4
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | RoundTime=25.75s | TotalTime=25.75s | Method=fedcda
[Round 002/100] Acc=10.310 | RoundTime=25.59s | TotalTime=51.33s | Method=fedcda
[Round 003/100] Acc=17.620 | RoundTime=25.20s | TotalTime=76.53s | Method=fedcda
[Round 004/100] Acc=16.930 | RoundTime=24.96s | TotalTime=101.50s | Method=fedcda
[Round 005/100] Acc=18.160 | RoundTime=25.43s | TotalTime=126.93s | Method=fedcda
[Round 006/100] Acc=18.490 | RoundTime=25.87s | TotalTime=152.80s | Method=fedcda
[Round 007/100] Acc=27.700 | RoundTime=25.67s | TotalTime=178.46s | Method=fedcda
[Round 008/100] Acc=29.720 | RoundTime=26.40s | TotalTime=204.86s | Method=fedcda
[Round 009/100] Acc=23.250 | RoundTime=26.50s | TotalTime=231.37s | Method=fedcda
[Round 010/100] Acc=14.070 | RoundTime=25.45s | TotalTime=256.82s | Method=fedcda
[Round 011/100] Acc=21.770 | RoundTime=27.32s | TotalTime=284.14s | Method=fedcda
[Round 012/100] Acc=19.290 | RoundTime=26.97s | TotalTime=311.11s | Method=fedcda
[Round 013/100] Acc=14.360 | RoundTime=24.28s | TotalTime=335.39s | Method=fedcda
[Round 014/100] Acc=23.850 | RoundTime=24.72s | TotalTime=360.12s | Method=fedcda
