====================================================================================================
Training started at: 2026-03-08 08:42:40
Result directory: results/fl_cifar100/feddenoise
Result txt file : results/fl_cifar100/feddenoise/model=feddenoise_dataset=fl_cifar100_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.1_alpha=0.5_drop=0.15_denoise=mix_noiseType=symmetric_noiseMax=0.3_avg=weight_seed=0_20260308-084240.txt
Result log file : results/fl_cifar100/feddenoise/model=feddenoise_dataset=fl_cifar100_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.1_alpha=0.5_drop=0.15_denoise=mix_noiseType=symmetric_noiseMax=0.3_avg=weight_seed=0_20260308-084240.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_cifar100
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.1
Alpha: 0.5
Drop rate: 0.15
Denoise strategy: mix
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=1.000 | Pure=87.930 | RoundTime=36.91s | TotalTime=36.91s | Method=feddenoise
[Round 002/100] Acc=1.440 | Pure=85.202 | RoundTime=33.59s | TotalTime=70.50s | Method=feddenoise
[Round 003/100] Acc=11.130 | Pure=87.537 | RoundTime=34.32s | TotalTime=104.82s | Method=feddenoise
[Round 004/100] Acc=15.880 | Pure=83.759 | RoundTime=34.20s | TotalTime=139.03s | Method=feddenoise
[Round 005/100] Acc=17.470 | Pure=80.173 | RoundTime=34.37s | TotalTime=173.39s | Method=feddenoise
[Round 006/100] Acc=19.600 | Pure=80.761 | RoundTime=34.45s | TotalTime=207.84s | Method=feddenoise
[Round 007/100] Acc=20.290 | Pure=84.063 | RoundTime=33.94s | TotalTime=241.78s | Method=feddenoise
[Round 008/100] Acc=20.890 | Pure=79.011 | RoundTime=37.00s | TotalTime=278.78s | Method=feddenoise
[Round 009/100] Acc=22.850 | Pure=81.815 | RoundTime=34.11s | TotalTime=312.90s | Method=feddenoise
[Round 010/100] Acc=23.020 | Pure=85.370 | RoundTime=34.23s | TotalTime=347.13s | Method=feddenoise
[Round 011/100] Acc=23.240 | Pure=86.388 | RoundTime=50.40s | TotalTime=397.53s | Method=feddenoise
[Round 012/100] Acc=24.030 | Pure=91.200 | RoundTime=51.30s | TotalTime=448.83s | Method=feddenoise
[Round 013/100] Acc=25.290 | Pure=87.050 | RoundTime=51.28s | TotalTime=500.10s | Method=feddenoise
[Round 014/100] Acc=25.590 | Pure=91.996 | RoundTime=51.60s | TotalTime=551.70s | Method=feddenoise
[Round 015/100] Acc=26.600 | Pure=87.210 | RoundTime=51.62s | TotalTime=603.32s | Method=feddenoise
[Round 016/100] Acc=27.190 | Pure=90.747 | RoundTime=52.26s | TotalTime=655.59s | Method=feddenoise
[Round 017/100] Acc=26.310 | Pure=89.348 | RoundTime=50.82s | TotalTime=706.41s | Method=feddenoise
[Round 018/100] Acc=26.750 | Pure=87.719 | RoundTime=50.86s | TotalTime=757.27s | Method=feddenoise
[Round 019/100] Acc=27.080 | Pure=86.092 | RoundTime=51.36s | TotalTime=808.63s | Method=feddenoise
[Round 020/100] Acc=28.940 | Pure=93.952 | RoundTime=51.14s | TotalTime=859.78s | Method=feddenoise
[Round 021/100] Acc=28.360 | Pure=92.180 | RoundTime=51.24s | TotalTime=911.02s | Method=feddenoise
[Round 022/100] Acc=29.160 | Pure=88.317 | RoundTime=51.95s | TotalTime=962.97s | Method=feddenoise
[Round 023/100] Acc=29.140 | Pure=89.727 | RoundTime=52.84s | TotalTime=1015.82s | Method=feddenoise
[Round 024/100] Acc=29.180 | Pure=91.126 | RoundTime=53.03s | TotalTime=1068.85s | Method=feddenoise
[Round 025/100] Acc=29.760 | Pure=90.649 | RoundTime=52.57s | TotalTime=1121.42s | Method=feddenoise
