====================================================================================================
Training started at: 2026-03-16 13:43:39
Result directory: results/fl_cifar100/feddenoise/pm-dir_a-0.5_nm-uni_nr-0.3
Result txt file : results/fl_cifar100/feddenoise/pm-dir_a-0.5_nm-uni_nr-0.3/feddenoise_fl_cifar100_20260316-134339.txt
Result log file : results/fl_cifar100/feddenoise/pm-dir_a-0.5_nm-uni_nr-0.3/feddenoise_fl_cifar100_20260316-134339.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_cifar100
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.3
Denoise strategy: global
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=1.000 | Pure=70.008 | RoundTime=60.14s | TotalTime=60.14s | Method=feddenoise
[Round 002/100] Acc=1.190 | Pure=69.996 | RoundTime=58.18s | TotalTime=118.32s | Method=feddenoise
[Round 003/100] Acc=5.500 | Pure=69.963 | RoundTime=57.56s | TotalTime=175.88s | Method=feddenoise
[Round 004/100] Acc=8.890 | Pure=70.020 | RoundTime=59.53s | TotalTime=235.41s | Method=feddenoise
[Round 005/100] Acc=11.250 | Pure=69.988 | RoundTime=59.63s | TotalTime=295.03s | Method=feddenoise
[Round 006/100] Acc=13.010 | Pure=70.010 | RoundTime=58.00s | TotalTime=353.03s | Method=feddenoise
[Round 007/100] Acc=13.410 | Pure=70.025 | RoundTime=58.47s | TotalTime=411.50s | Method=feddenoise
[Round 008/100] Acc=14.870 | Pure=69.984 | RoundTime=58.50s | TotalTime=470.00s | Method=feddenoise
[Round 009/100] Acc=15.310 | Pure=70.004 | RoundTime=58.29s | TotalTime=528.29s | Method=feddenoise
[Round 010/100] Acc=16.000 | Pure=70.008 | RoundTime=58.64s | TotalTime=586.92s | Method=feddenoise
[Round 011/100] Acc=16.190 | Pure=82.668 | RoundTime=70.13s | TotalTime=657.05s | Method=feddenoise
[Round 012/100] Acc=18.110 | Pure=83.417 | RoundTime=70.16s | TotalTime=727.21s | Method=feddenoise
