========================================================================================================================
Training started at: 2026-04-08 14:19:26
Result directory: results/fl_svhn/fedrdn/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_svhn/fedrdn/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_svhn_20260408-141926-769959_pid124233.txt
Result log file : results/fl_svhn/fedrdn/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_svhn_20260408-141926-769959_pid124233.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_svhn
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=19.590 | RoundTime=70.62s | TotalTime=70.63s | Method=fedrdn
[Round 002/100] Phase=standard | Stage=warmup | Acc=21.580 | RoundTime=53.86s | TotalTime=124.49s | Method=fedrdn
[Round 003/100] Phase=standard | Stage=warmup | Acc=33.660 | RoundTime=54.83s | TotalTime=179.33s | Method=fedrdn
[Round 004/100] Phase=standard | Stage=warmup | Acc=39.890 | RoundTime=53.69s | TotalTime=233.02s | Method=fedrdn
[Round 005/100] Phase=standard | Stage=warmup | Acc=47.560 | RoundTime=54.50s | TotalTime=287.53s | Method=fedrdn
[Round 006/100] Phase=standard | Stage=warmup | Acc=53.330 | RoundTime=54.95s | TotalTime=342.48s | Method=fedrdn
[Round 007/100] Phase=standard | Stage=warmup | Acc=54.890 | RoundTime=51.28s | TotalTime=393.76s | Method=fedrdn
[Round 008/100] Phase=standard | Stage=warmup | Acc=58.060 | RoundTime=54.26s | TotalTime=448.03s | Method=fedrdn
[Round 009/100] Phase=standard | Stage=warmup | Acc=63.460 | RoundTime=53.90s | TotalTime=501.94s | Method=fedrdn
[Round 010/100] Phase=standard | Stage=warmup | Acc=61.850 | RoundTime=53.04s | TotalTime=554.99s | Method=fedrdn
[Round 011/100] Phase=standard | Stage=warmup | Acc=62.790 | RoundTime=53.55s | TotalTime=608.54s | Method=fedrdn
[Round 012/100] Phase=standard | Stage=warmup | Acc=64.920 | RoundTime=54.09s | TotalTime=662.64s | Method=fedrdn
[Round 013/100] Phase=standard | Stage=warmup | Acc=67.150 | RoundTime=54.07s | TotalTime=716.72s | Method=fedrdn
[Round 014/100] Phase=standard | Stage=warmup | Acc=67.000 | RoundTime=53.74s | TotalTime=770.47s | Method=fedrdn
[Round 015/100] Phase=standard | Stage=warmup | Acc=67.980 | RoundTime=53.62s | TotalTime=824.09s | Method=fedrdn
[Round 016/100] Phase=standard | Stage=warmup | Acc=68.840 | RoundTime=53.12s | TotalTime=877.22s | Method=fedrdn
[Round 017/100] Phase=standard | Stage=warmup | Acc=67.850 | RoundTime=54.58s | TotalTime=931.80s | Method=fedrdn
[Round 018/100] Phase=standard | Stage=warmup | Acc=69.610 | RoundTime=54.51s | TotalTime=986.32s | Method=fedrdn
[Round 019/100] Phase=standard | Stage=warmup | Acc=67.820 | RoundTime=53.08s | TotalTime=1039.40s | Method=fedrdn
[Round 020/100] Phase=standard | Stage=warmup | Acc=69.860 | RoundTime=53.74s | TotalTime=1093.15s | Method=fedrdn
[Round 021/100] Phase=standard | Stage=warmup | Acc=71.830 | RoundTime=54.13s | TotalTime=1147.29s | Method=fedrdn
[Round 022/100] Phase=standard | Stage=warmup | Acc=68.000 | RoundTime=54.86s | TotalTime=1202.16s | Method=fedrdn
[Round 023/100] Phase=standard | Stage=warmup | Acc=69.870 | RoundTime=54.40s | TotalTime=1256.56s | Method=fedrdn
[Round 024/100] Phase=standard | Stage=warmup | Acc=69.920 | RoundTime=54.31s | TotalTime=1310.88s | Method=fedrdn
