====================================================================================================
Training started at: 2026-03-30 10:56:54
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.4_nt-symmetric_st-least_sim_dr-0.3
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.4_nt-symmetric_st-least_sim_dr-0.3/fedcda_fl_cifar10_20260330-105654-030104_pid2014805.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.4_nt-symmetric_st-least_sim_dr-0.3/fedcda_fl_cifar10_20260330-105654-030104_pid2014805.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 48
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.4
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.3
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | RoundTime=24.58s | TotalTime=24.58s | Method=fedcda
[Round 002/100] Acc=18.130 | RoundTime=23.69s | TotalTime=48.28s | Method=fedcda
[Round 003/100] Acc=16.870 | RoundTime=23.53s | TotalTime=71.81s | Method=fedcda
[Round 004/100] Acc=22.870 | RoundTime=24.19s | TotalTime=96.00s | Method=fedcda
[Round 005/100] Acc=16.050 | RoundTime=24.15s | TotalTime=120.15s | Method=fedcda
[Round 006/100] Acc=24.250 | RoundTime=23.80s | TotalTime=143.95s | Method=fedcda
[Round 007/100] Acc=19.450 | RoundTime=24.96s | TotalTime=168.91s | Method=fedcda
[Round 008/100] Acc=25.930 | RoundTime=24.82s | TotalTime=193.73s | Method=fedcda
[Round 009/100] Acc=18.390 | RoundTime=24.62s | TotalTime=218.35s | Method=fedcda
[Round 010/100] Acc=15.150 | RoundTime=24.28s | TotalTime=242.62s | Method=fedcda
[Round 011/100] Acc=20.090 | RoundTime=27.12s | TotalTime=269.74s | Method=fedcda
[Round 012/100] Acc=22.100 | RoundTime=25.06s | TotalTime=294.80s | Method=fedcda
[Round 013/100] Acc=19.460 | RoundTime=24.51s | TotalTime=319.31s | Method=fedcda
[Round 014/100] Acc=23.470 | RoundTime=21.62s | TotalTime=340.93s | Method=fedcda
[Round 015/100] Acc=27.290 | RoundTime=21.49s | TotalTime=362.42s | Method=fedcda
[Round 016/100] Acc=16.340 | RoundTime=21.18s | TotalTime=383.60s | Method=fedcda
[Round 017/100] Acc=22.860 | RoundTime=21.60s | TotalTime=405.20s | Method=fedcda
[Round 018/100] Acc=15.590 | RoundTime=21.84s | TotalTime=427.04s | Method=fedcda
[Round 019/100] Acc=16.880 | RoundTime=21.63s | TotalTime=448.67s | Method=fedcda
[Round 020/100] Acc=25.420 | RoundTime=21.77s | TotalTime=470.44s | Method=fedcda
[Round 021/100] Acc=16.600 | RoundTime=21.80s | TotalTime=492.24s | Method=fedcda
[Round 022/100] Acc=18.320 | RoundTime=21.58s | TotalTime=513.82s | Method=fedcda
[Round 023/100] Acc=24.750 | RoundTime=21.83s | TotalTime=535.65s | Method=fedcda
[Round 024/100] Acc=16.040 | RoundTime=23.89s | TotalTime=559.54s | Method=fedcda
[Round 025/100] Acc=19.160 | RoundTime=22.12s | TotalTime=581.66s | Method=fedcda
[Round 026/100] Acc=16.580 | RoundTime=21.62s | TotalTime=603.28s | Method=fedcda
[Round 027/100] Acc=21.500 | RoundTime=21.81s | TotalTime=625.09s | Method=fedcda
[Round 028/100] Acc=24.530 | RoundTime=21.86s | TotalTime=646.96s | Method=fedcda
[Round 029/100] Acc=18.960 | RoundTime=22.13s | TotalTime=669.08s | Method=fedcda
[Round 030/100] Acc=15.970 | RoundTime=22.01s | TotalTime=691.09s | Method=fedcda
[Round 031/100] Acc=24.050 | RoundTime=21.91s | TotalTime=713.00s | Method=fedcda
[Round 032/100] Acc=23.770 | RoundTime=21.53s | TotalTime=734.53s | Method=fedcda
[Round 033/100] Acc=19.800 | RoundTime=22.07s | TotalTime=756.60s | Method=fedcda
[Round 034/100] Acc=17.010 | RoundTime=21.89s | TotalTime=778.48s | Method=fedcda
[Round 035/100] Acc=22.440 | RoundTime=22.44s | TotalTime=800.92s | Method=fedcda
[Round 036/100] Acc=17.880 | RoundTime=22.58s | TotalTime=823.50s | Method=fedcda
