========================================================================================================================
Training started at: 2026-04-10 13:36:48
Result directory: results/fl_cifar100/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_cifar100/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260410-133648-503869_pid181327.txt
Result log file : results/fl_cifar100/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260410-133648-503869_pid181327.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=170.78s | TotalTime=170.79s | Method=fedrdn
[Round 002/100] Phase=standard | Stage=warmup | Acc=2.110 | RoundTime=156.09s | TotalTime=326.89s | Method=fedrdn
[Round 003/100] Phase=standard | Stage=warmup | Acc=5.550 | RoundTime=156.51s | TotalTime=483.40s | Method=fedrdn
[Round 004/100] Phase=standard | Stage=warmup | Acc=9.850 | RoundTime=156.69s | TotalTime=640.10s | Method=fedrdn
[Round 005/100] Phase=standard | Stage=warmup | Acc=13.630 | RoundTime=156.35s | TotalTime=796.46s | Method=fedrdn
[Round 006/100] Phase=standard | Stage=warmup | Acc=15.940 | RoundTime=155.04s | TotalTime=951.51s | Method=fedrdn
[Round 007/100] Phase=standard | Stage=warmup | Acc=17.630 | RoundTime=156.47s | TotalTime=1107.99s | Method=fedrdn
[Round 008/100] Phase=standard | Stage=warmup | Acc=19.670 | RoundTime=157.48s | TotalTime=1265.48s | Method=fedrdn
[Round 009/100] Phase=standard | Stage=warmup | Acc=21.150 | RoundTime=148.74s | TotalTime=1414.23s | Method=fedrdn
[Round 010/100] Phase=standard | Stage=warmup | Acc=22.900 | RoundTime=156.47s | TotalTime=1570.71s | Method=fedrdn
[Round 011/100] Phase=standard | Stage=warmup | Acc=24.510 | RoundTime=157.84s | TotalTime=1728.56s | Method=fedrdn
[Round 012/100] Phase=standard | Stage=warmup | Acc=25.840 | RoundTime=155.80s | TotalTime=1884.37s | Method=fedrdn
[Round 013/100] Phase=standard | Stage=warmup | Acc=26.860 | RoundTime=157.42s | TotalTime=2041.80s | Method=fedrdn
[Round 014/100] Phase=standard | Stage=warmup | Acc=27.980 | RoundTime=157.26s | TotalTime=2199.07s | Method=fedrdn
[Round 015/100] Phase=standard | Stage=warmup | Acc=28.440 | RoundTime=156.78s | TotalTime=2355.86s | Method=fedrdn
[Round 016/100] Phase=standard | Stage=warmup | Acc=29.500 | RoundTime=156.31s | TotalTime=2512.18s | Method=fedrdn
[Round 017/100] Phase=standard | Stage=warmup | Acc=30.030 | RoundTime=157.85s | TotalTime=2670.05s | Method=fedrdn
[Round 018/100] Phase=standard | Stage=warmup | Acc=30.190 | RoundTime=155.99s | TotalTime=2826.04s | Method=fedrdn
[Round 019/100] Phase=standard | Stage=warmup | Acc=30.900 | RoundTime=157.13s | TotalTime=2983.19s | Method=fedrdn
[Round 020/100] Phase=standard | Stage=warmup | Acc=31.250 | RoundTime=157.30s | TotalTime=3140.50s | Method=fedrdn
[Round 021/100] Phase=standard | Stage=warmup | Acc=31.790 | RoundTime=157.36s | TotalTime=3297.87s | Method=fedrdn
[Round 022/100] Phase=standard | Stage=warmup | Acc=31.810 | RoundTime=156.51s | TotalTime=3454.39s | Method=fedrdn
[Round 023/100] Phase=standard | Stage=warmup | Acc=32.250 | RoundTime=157.07s | TotalTime=3611.46s | Method=fedrdn
[Round 024/100] Phase=standard | Stage=warmup | Acc=32.200 | RoundTime=158.21s | TotalTime=3769.68s | Method=fedrdn
[Round 025/100] Phase=standard | Stage=warmup | Acc=32.020 | RoundTime=156.50s | TotalTime=3926.18s | Method=fedrdn
[Round 026/100] Phase=standard | Stage=warmup | Acc=32.080 | RoundTime=159.40s | TotalTime=4085.59s | Method=fedrdn
[Round 027/100] Phase=standard | Stage=warmup | Acc=31.640 | RoundTime=157.00s | TotalTime=4242.60s | Method=fedrdn
[Round 028/100] Phase=standard | Stage=warmup | Acc=31.810 | RoundTime=156.28s | TotalTime=4398.89s | Method=fedrdn
[Round 029/100] Phase=standard | Stage=warmup | Acc=31.710 | RoundTime=156.65s | TotalTime=4555.55s | Method=fedrdn
[Round 030/100] Phase=standard | Stage=warmup | Acc=31.630 | RoundTime=156.37s | TotalTime=4711.93s | Method=fedrdn
[Round 031/100] Phase=standard | Stage=warmup | Acc=31.990 | RoundTime=158.67s | TotalTime=4870.61s | Method=fedrdn
[Round 032/100] Phase=standard | Stage=warmup | Acc=31.350 | RoundTime=155.71s | TotalTime=5026.33s | Method=fedrdn
[Round 033/100] Phase=standard | Stage=warmup | Acc=31.230 | RoundTime=157.45s | TotalTime=5183.79s | Method=fedrdn
[Round 034/100] Phase=standard | Stage=warmup | Acc=31.100 | RoundTime=157.02s | TotalTime=5340.81s | Method=fedrdn
[Round 035/100] Phase=standard | Stage=warmup | Acc=30.870 | RoundTime=148.88s | TotalTime=5489.70s | Method=fedrdn
[Round 036/100] Phase=standard | Stage=warmup | Acc=31.180 | RoundTime=156.20s | TotalTime=5645.91s | Method=fedrdn
[Round 037/100] Phase=standard | Stage=warmup | Acc=31.290 | RoundTime=157.12s | TotalTime=5803.04s | Method=fedrdn
[Round 038/100] Phase=standard | Stage=warmup | Acc=30.940 | RoundTime=155.93s | TotalTime=5958.98s | Method=fedrdn
[Round 039/100] Phase=standard | Stage=warmup | Acc=30.920 | RoundTime=155.32s | TotalTime=6114.31s | Method=fedrdn
[Round 040/100] Phase=standard | Stage=warmup | Acc=30.490 | RoundTime=156.20s | TotalTime=6270.51s | Method=fedrdn
[Round 041/100] Phase=standard | Stage=warmup | Acc=30.280 | RoundTime=157.57s | TotalTime=6428.08s | Method=fedrdn
[Round 042/100] Phase=standard | Stage=warmup | Acc=30.460 | RoundTime=157.84s | TotalTime=6585.94s | Method=fedrdn
[Round 043/100] Phase=standard | Stage=warmup | Acc=30.090 | RoundTime=156.64s | TotalTime=6742.59s | Method=fedrdn
[Round 044/100] Phase=standard | Stage=warmup | Acc=29.840 | RoundTime=155.87s | TotalTime=6898.47s | Method=fedrdn
[Round 045/100] Phase=standard | Stage=warmup | Acc=29.950 | RoundTime=155.94s | TotalTime=7054.41s | Method=fedrdn
[Round 046/100] Phase=standard | Stage=warmup | Acc=29.880 | RoundTime=156.16s | TotalTime=7210.58s | Method=fedrdn
[Round 047/100] Phase=standard | Stage=warmup | Acc=29.460 | RoundTime=157.21s | TotalTime=7367.80s | Method=fedrdn
[Round 048/100] Phase=standard | Stage=warmup | Acc=29.080 | RoundTime=156.11s | TotalTime=7523.92s | Method=fedrdn
[Round 049/100] Phase=standard | Stage=warmup | Acc=29.160 | RoundTime=157.85s | TotalTime=7681.78s | Method=fedrdn
[Round 050/100] Phase=standard | Stage=warmup | Acc=29.040 | RoundTime=159.48s | TotalTime=7841.27s | Method=fedrdn
[Round 051/100] Phase=standard | Stage=warmup | Acc=29.180 | RoundTime=156.81s | TotalTime=7998.09s | Method=fedrdn
[Round 052/100] Phase=standard | Stage=warmup | Acc=28.690 | RoundTime=155.75s | TotalTime=8153.85s | Method=fedrdn
[Round 053/100] Phase=standard | Stage=warmup | Acc=28.440 | RoundTime=159.50s | TotalTime=8313.35s | Method=fedrdn
[Round 054/100] Phase=standard | Stage=warmup | Acc=28.860 | RoundTime=157.71s | TotalTime=8471.07s | Method=fedrdn
[Round 055/100] Phase=standard | Stage=warmup | Acc=29.010 | RoundTime=157.83s | TotalTime=8628.90s | Method=fedrdn
[Round 056/100] Phase=standard | Stage=warmup | Acc=28.580 | RoundTime=157.19s | TotalTime=8786.10s | Method=fedrdn
[Round 057/100] Phase=standard | Stage=warmup | Acc=28.250 | RoundTime=155.70s | TotalTime=8941.81s | Method=fedrdn
[Round 058/100] Phase=standard | Stage=warmup | Acc=28.230 | RoundTime=156.43s | TotalTime=9098.24s | Method=fedrdn
[Round 059/100] Phase=standard | Stage=warmup | Acc=28.450 | RoundTime=154.50s | TotalTime=9252.76s | Method=fedrdn
[Round 060/100] Phase=standard | Stage=warmup | Acc=28.340 | RoundTime=157.85s | TotalTime=9410.62s | Method=fedrdn
[Round 061/100] Phase=standard | Stage=warmup | Acc=28.550 | RoundTime=155.81s | TotalTime=9566.44s | Method=fedrdn
[Round 062/100] Phase=standard | Stage=warmup | Acc=28.300 | RoundTime=155.84s | TotalTime=9722.28s | Method=fedrdn
[Round 063/100] Phase=standard | Stage=warmup | Acc=27.930 | RoundTime=156.31s | TotalTime=9878.60s | Method=fedrdn
[Round 064/100] Phase=standard | Stage=warmup | Acc=27.810 | RoundTime=156.86s | TotalTime=10035.47s | Method=fedrdn
[Round 065/100] Phase=standard | Stage=warmup | Acc=28.160 | RoundTime=155.22s | TotalTime=10190.70s | Method=fedrdn
[Round 066/100] Phase=standard | Stage=warmup | Acc=28.250 | RoundTime=158.20s | TotalTime=10348.91s | Method=fedrdn
[Round 067/100] Phase=standard | Stage=warmup | Acc=27.940 | RoundTime=156.41s | TotalTime=10505.33s | Method=fedrdn
[Round 068/100] Phase=standard | Stage=warmup | Acc=27.820 | RoundTime=156.59s | TotalTime=10661.93s | Method=fedrdn
[Round 069/100] Phase=standard | Stage=warmup | Acc=27.450 | RoundTime=156.06s | TotalTime=10818.00s | Method=fedrdn
[Round 070/100] Phase=standard | Stage=warmup | Acc=27.800 | RoundTime=157.33s | TotalTime=10975.34s | Method=fedrdn
[Round 071/100] Phase=standard | Stage=warmup | Acc=27.570 | RoundTime=156.27s | TotalTime=11131.61s | Method=fedrdn
[Round 072/100] Phase=standard | Stage=warmup | Acc=27.150 | RoundTime=155.97s | TotalTime=11287.60s | Method=fedrdn
