========================================================================================================================
Training started at: 2026-04-09 13:21:02
Result directory: results/fl_cifar10/fedprox/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_mu-0.01
Result txt file : results/fl_cifar10/fedprox/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_mu-0.01/fedprox_fl_cifar10_20260409-132102-046966_pid3625241.txt
Result log file : results/fl_cifar10/fedprox/pm-dir_a-0.3_nm-uni_nr-0.5_nt-symmetric_mu-0.01/fedprox_fl_cifar10_20260409-132102-046966_pid3625241.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.01
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=186.35s | TotalTime=186.36s | Method=fedprox
[Round 002/100] Phase=standard | Stage=warmup | Acc=23.700 | RoundTime=184.06s | TotalTime=370.43s | Method=fedprox
[Round 003/100] Phase=standard | Stage=warmup | Acc=30.660 | RoundTime=185.97s | TotalTime=556.42s | Method=fedprox
[Round 004/100] Phase=standard | Stage=warmup | Acc=40.890 | RoundTime=184.83s | TotalTime=741.26s | Method=fedprox
[Round 005/100] Phase=standard | Stage=warmup | Acc=43.760 | RoundTime=186.85s | TotalTime=928.12s | Method=fedprox
[Round 006/100] Phase=standard | Stage=warmup | Acc=46.880 | RoundTime=185.05s | TotalTime=1113.28s | Method=fedprox
[Round 007/100] Phase=standard | Stage=warmup | Acc=49.420 | RoundTime=186.86s | TotalTime=1300.15s | Method=fedprox
[Round 008/100] Phase=standard | Stage=warmup | Acc=52.060 | RoundTime=186.81s | TotalTime=1486.97s | Method=fedprox
[Round 009/100] Phase=standard | Stage=warmup | Acc=53.100 | RoundTime=187.13s | TotalTime=1674.11s | Method=fedprox
[Round 010/100] Phase=standard | Stage=warmup | Acc=54.790 | RoundTime=188.44s | TotalTime=1862.55s | Method=fedprox
[Round 011/100] Phase=standard | Stage=warmup | Acc=56.650 | RoundTime=187.59s | TotalTime=2050.15s | Method=fedprox
[Round 012/100] Phase=standard | Stage=warmup | Acc=57.340 | RoundTime=185.40s | TotalTime=2235.56s | Method=fedprox
[Round 013/100] Phase=standard | Stage=warmup | Acc=58.900 | RoundTime=184.42s | TotalTime=2419.99s | Method=fedprox
[Round 014/100] Phase=standard | Stage=warmup | Acc=59.450 | RoundTime=186.11s | TotalTime=2606.11s | Method=fedprox
[Round 015/100] Phase=standard | Stage=warmup | Acc=61.050 | RoundTime=176.77s | TotalTime=2782.89s | Method=fedprox
[Round 016/100] Phase=standard | Stage=warmup | Acc=61.520 | RoundTime=186.98s | TotalTime=2969.87s | Method=fedprox
[Round 017/100] Phase=standard | Stage=warmup | Acc=61.980 | RoundTime=189.64s | TotalTime=3159.52s | Method=fedprox
[Round 018/100] Phase=standard | Stage=warmup | Acc=62.240 | RoundTime=188.57s | TotalTime=3348.11s | Method=fedprox
[Round 019/100] Phase=standard | Stage=warmup | Acc=62.760 | RoundTime=188.74s | TotalTime=3536.86s | Method=fedprox
[Round 020/100] Phase=standard | Stage=warmup | Acc=63.280 | RoundTime=189.06s | TotalTime=3725.92s | Method=fedprox
[Round 021/100] Phase=standard | Stage=warmup | Acc=63.050 | RoundTime=188.14s | TotalTime=3914.07s | Method=fedprox
[Round 022/100] Phase=standard | Stage=warmup | Acc=63.460 | RoundTime=191.51s | TotalTime=4105.58s | Method=fedprox
[Round 023/100] Phase=standard | Stage=warmup | Acc=64.870 | RoundTime=188.06s | TotalTime=4293.65s | Method=fedprox
[Round 024/100] Phase=standard | Stage=warmup | Acc=64.670 | RoundTime=186.25s | TotalTime=4479.90s | Method=fedprox
[Round 025/100] Phase=standard | Stage=warmup | Acc=64.290 | RoundTime=186.56s | TotalTime=4666.47s | Method=fedprox
[Round 026/100] Phase=standard | Stage=warmup | Acc=65.030 | RoundTime=190.01s | TotalTime=4856.49s | Method=fedprox
[Round 027/100] Phase=standard | Stage=warmup | Acc=66.370 | RoundTime=188.31s | TotalTime=5044.81s | Method=fedprox
[Round 028/100] Phase=standard | Stage=warmup | Acc=65.170 | RoundTime=188.92s | TotalTime=5233.74s | Method=fedprox
[Round 029/100] Phase=standard | Stage=warmup | Acc=65.300 | RoundTime=189.18s | TotalTime=5422.94s | Method=fedprox
[Round 030/100] Phase=standard | Stage=warmup | Acc=64.980 | RoundTime=188.02s | TotalTime=5610.96s | Method=fedprox
[Round 031/100] Phase=standard | Stage=warmup | Acc=65.850 | RoundTime=188.23s | TotalTime=5799.21s | Method=fedprox
[Round 032/100] Phase=standard | Stage=warmup | Acc=64.720 | RoundTime=188.11s | TotalTime=5987.33s | Method=fedprox
[Round 033/100] Phase=standard | Stage=warmup | Acc=65.270 | RoundTime=187.66s | TotalTime=6175.00s | Method=fedprox
[Round 034/100] Phase=standard | Stage=warmup | Acc=64.420 | RoundTime=186.71s | TotalTime=6361.72s | Method=fedprox
[Round 035/100] Phase=standard | Stage=warmup | Acc=64.810 | RoundTime=189.25s | TotalTime=6550.97s | Method=fedprox
[Round 036/100] Phase=standard | Stage=warmup | Acc=64.020 | RoundTime=187.10s | TotalTime=6738.09s | Method=fedprox
[Round 037/100] Phase=standard | Stage=warmup | Acc=64.370 | RoundTime=188.56s | TotalTime=6926.65s | Method=fedprox
[Round 038/100] Phase=standard | Stage=warmup | Acc=63.920 | RoundTime=188.12s | TotalTime=7114.78s | Method=fedprox
[Round 039/100] Phase=standard | Stage=warmup | Acc=63.380 | RoundTime=190.08s | TotalTime=7304.87s | Method=fedprox
[Round 040/100] Phase=standard | Stage=warmup | Acc=62.960 | RoundTime=186.99s | TotalTime=7491.87s | Method=fedprox
[Round 041/100] Phase=standard | Stage=warmup | Acc=62.520 | RoundTime=188.78s | TotalTime=7680.66s | Method=fedprox
[Round 042/100] Phase=standard | Stage=warmup | Acc=62.170 | RoundTime=187.86s | TotalTime=7868.53s | Method=fedprox
[Round 043/100] Phase=standard | Stage=warmup | Acc=62.790 | RoundTime=188.06s | TotalTime=8056.60s | Method=fedprox
[Round 044/100] Phase=standard | Stage=warmup | Acc=62.170 | RoundTime=188.88s | TotalTime=8245.50s | Method=fedprox
[Round 045/100] Phase=standard | Stage=warmup | Acc=60.870 | RoundTime=188.76s | TotalTime=8434.28s | Method=fedprox
[Round 046/100] Phase=standard | Stage=warmup | Acc=60.620 | RoundTime=187.59s | TotalTime=8621.88s | Method=fedprox
[Round 047/100] Phase=standard | Stage=warmup | Acc=60.250 | RoundTime=189.47s | TotalTime=8811.36s | Method=fedprox
[Round 048/100] Phase=standard | Stage=warmup | Acc=59.950 | RoundTime=187.28s | TotalTime=8998.65s | Method=fedprox
[Round 049/100] Phase=standard | Stage=warmup | Acc=58.930 | RoundTime=188.13s | TotalTime=9186.79s | Method=fedprox
[Round 050/100] Phase=standard | Stage=warmup | Acc=57.840 | RoundTime=188.51s | TotalTime=9375.31s | Method=fedprox
[Round 051/100] Phase=standard | Stage=warmup | Acc=58.720 | RoundTime=187.84s | TotalTime=9563.16s | Method=fedprox
[Round 052/100] Phase=standard | Stage=warmup | Acc=57.860 | RoundTime=189.34s | TotalTime=9752.51s | Method=fedprox
[Round 053/100] Phase=standard | Stage=warmup | Acc=56.870 | RoundTime=187.38s | TotalTime=9939.90s | Method=fedprox
[Round 054/100] Phase=standard | Stage=warmup | Acc=57.480 | RoundTime=189.91s | TotalTime=10129.82s | Method=fedprox
[Round 055/100] Phase=standard | Stage=warmup | Acc=57.470 | RoundTime=188.97s | TotalTime=10318.80s | Method=fedprox
[Round 056/100] Phase=standard | Stage=warmup | Acc=55.840 | RoundTime=187.66s | TotalTime=10506.48s | Method=fedprox
[Round 057/100] Phase=standard | Stage=warmup | Acc=56.430 | RoundTime=187.43s | TotalTime=10693.92s | Method=fedprox
[Round 058/100] Phase=standard | Stage=warmup | Acc=55.590 | RoundTime=188.75s | TotalTime=10882.68s | Method=fedprox
[Round 059/100] Phase=standard | Stage=warmup | Acc=54.450 | RoundTime=189.52s | TotalTime=11072.21s | Method=fedprox
[Round 060/100] Phase=standard | Stage=warmup | Acc=54.520 | RoundTime=188.15s | TotalTime=11260.37s | Method=fedprox
[Round 061/100] Phase=standard | Stage=warmup | Acc=53.630 | RoundTime=187.35s | TotalTime=11447.73s | Method=fedprox
[Round 062/100] Phase=standard | Stage=warmup | Acc=53.250 | RoundTime=189.06s | TotalTime=11636.80s | Method=fedprox
[Round 063/100] Phase=standard | Stage=warmup | Acc=53.390 | RoundTime=188.03s | TotalTime=11824.85s | Method=fedprox
[Round 064/100] Phase=standard | Stage=warmup | Acc=52.280 | RoundTime=188.27s | TotalTime=12013.13s | Method=fedprox
[Round 065/100] Phase=standard | Stage=warmup | Acc=52.650 | RoundTime=188.31s | TotalTime=12201.46s | Method=fedprox
[Round 066/100] Phase=standard | Stage=warmup | Acc=51.760 | RoundTime=188.00s | TotalTime=12389.47s | Method=fedprox
[Round 067/100] Phase=standard | Stage=warmup | Acc=51.550 | RoundTime=187.13s | TotalTime=12576.61s | Method=fedprox
[Round 068/100] Phase=standard | Stage=warmup | Acc=50.870 | RoundTime=187.40s | TotalTime=12764.02s | Method=fedprox
[Round 069/100] Phase=standard | Stage=warmup | Acc=50.900 | RoundTime=189.46s | TotalTime=12953.49s | Method=fedprox
[Round 070/100] Phase=standard | Stage=warmup | Acc=50.740 | RoundTime=187.04s | TotalTime=13140.55s | Method=fedprox
[Round 071/100] Phase=standard | Stage=warmup | Acc=50.460 | RoundTime=186.74s | TotalTime=13327.29s | Method=fedprox
[Round 072/100] Phase=standard | Stage=warmup | Acc=50.920 | RoundTime=187.54s | TotalTime=13514.84s | Method=fedprox
[Round 073/100] Phase=standard | Stage=warmup | Acc=50.040 | RoundTime=187.34s | TotalTime=13702.19s | Method=fedprox
[Round 074/100] Phase=standard | Stage=warmup | Acc=49.480 | RoundTime=187.30s | TotalTime=13889.50s | Method=fedprox
[Round 075/100] Phase=standard | Stage=warmup | Acc=49.130 | RoundTime=186.94s | TotalTime=14076.44s | Method=fedprox
[Round 076/100] Phase=standard | Stage=warmup | Acc=50.320 | RoundTime=187.48s | TotalTime=14263.94s | Method=fedprox
[Round 077/100] Phase=standard | Stage=warmup | Acc=48.520 | RoundTime=182.31s | TotalTime=14446.26s | Method=fedprox
[Round 078/100] Phase=standard | Stage=warmup | Acc=49.380 | RoundTime=189.74s | TotalTime=14636.00s | Method=fedprox
[Round 079/100] Phase=standard | Stage=warmup | Acc=48.650 | RoundTime=188.45s | TotalTime=14824.46s | Method=fedprox
[Round 080/100] Phase=standard | Stage=warmup | Acc=48.520 | RoundTime=188.19s | TotalTime=15012.66s | Method=fedprox
[Round 081/100] Phase=standard | Stage=warmup | Acc=48.230 | RoundTime=189.44s | TotalTime=15202.11s | Method=fedprox
[Round 082/100] Phase=standard | Stage=warmup | Acc=48.250 | RoundTime=187.25s | TotalTime=15389.37s | Method=fedprox
[Round 083/100] Phase=standard | Stage=warmup | Acc=47.820 | RoundTime=189.96s | TotalTime=15579.34s | Method=fedprox
[Round 084/100] Phase=standard | Stage=warmup | Acc=47.900 | RoundTime=189.70s | TotalTime=15769.05s | Method=fedprox
[Round 085/100] Phase=standard | Stage=warmup | Acc=47.340 | RoundTime=188.43s | TotalTime=15957.49s | Method=fedprox
[Round 086/100] Phase=standard | Stage=warmup | Acc=47.960 | RoundTime=189.30s | TotalTime=16146.80s | Method=fedprox
[Round 087/100] Phase=standard | Stage=warmup | Acc=46.350 | RoundTime=187.89s | TotalTime=16334.70s | Method=fedprox
[Round 088/100] Phase=standard | Stage=warmup | Acc=46.350 | RoundTime=188.76s | TotalTime=16523.47s | Method=fedprox
[Round 089/100] Phase=standard | Stage=warmup | Acc=47.100 | RoundTime=189.08s | TotalTime=16712.56s | Method=fedprox
[Round 090/100] Phase=standard | Stage=warmup | Acc=46.950 | RoundTime=187.51s | TotalTime=16900.07s | Method=fedprox
[Round 091/100] Phase=standard | Stage=warmup | Acc=46.140 | RoundTime=188.74s | TotalTime=17088.82s | Method=fedprox
[Round 092/100] Phase=standard | Stage=warmup | Acc=46.190 | RoundTime=188.02s | TotalTime=17276.85s | Method=fedprox
[Round 093/100] Phase=standard | Stage=warmup | Acc=46.740 | RoundTime=188.29s | TotalTime=17465.15s | Method=fedprox
[Round 094/100] Phase=standard | Stage=warmup | Acc=46.800 | RoundTime=187.95s | TotalTime=17653.11s | Method=fedprox
[Round 095/100] Phase=standard | Stage=warmup | Acc=46.030 | RoundTime=189.68s | TotalTime=17842.80s | Method=fedprox
[Round 096/100] Phase=standard | Stage=warmup | Acc=46.710 | RoundTime=187.51s | TotalTime=18030.31s | Method=fedprox
[Round 097/100] Phase=standard | Stage=warmup | Acc=45.480 | RoundTime=189.02s | TotalTime=18219.34s | Method=fedprox
[Round 098/100] Phase=standard | Stage=warmup | Acc=45.030 | RoundTime=189.42s | TotalTime=18408.77s | Method=fedprox
[Round 099/100] Phase=standard | Stage=warmup | Acc=45.140 | RoundTime=188.20s | TotalTime=18596.99s | Method=fedprox
[Round 100/100] Phase=standard | Stage=warmup | Acc=44.840 | RoundTime=189.10s | TotalTime=18786.10s | Method=fedprox
========================================================================================================================
Training finished at: 2026-04-09 18:34:08
Total elapsed time: 18786.11s
Final Acc: 44.840
Best Acc : 66.370
========================================================================================================================
