====================================================================================================
Training started at: 2026-03-15 08:23:58
Result directory: results/fl_mnist/feddenoise/pm-dir_a-0.8_nm-uni_nr-0.3
Result txt file : results/fl_mnist/feddenoise/pm-dir_a-0.8_nm-uni_nr-0.3/feddenoise_fl_mnist_20260315-082358.txt
Result log file : results/fl_mnist/feddenoise/pm-dir_a-0.8_nm-uni_nr-0.3/feddenoise_fl_mnist_20260315-082358.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.4
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=11.350 | Pure=69.964 | RoundTime=62.58s | TotalTime=62.58s | Method=feddenoise
[Round 002/100] Acc=83.580 | Pure=69.971 | RoundTime=64.11s | TotalTime=126.69s | Method=feddenoise
[Round 003/100] Acc=96.230 | Pure=69.969 | RoundTime=61.27s | TotalTime=187.97s | Method=feddenoise
[Round 004/100] Acc=97.120 | Pure=69.966 | RoundTime=61.72s | TotalTime=249.69s | Method=feddenoise
[Round 005/100] Acc=95.960 | Pure=69.984 | RoundTime=62.30s | TotalTime=311.99s | Method=feddenoise
[Round 006/100] Acc=95.460 | Pure=70.078 | RoundTime=61.67s | TotalTime=373.66s | Method=feddenoise
[Round 007/100] Acc=96.400 | Pure=70.018 | RoundTime=61.87s | TotalTime=435.53s | Method=feddenoise
[Round 008/100] Acc=95.920 | Pure=70.008 | RoundTime=61.31s | TotalTime=496.84s | Method=feddenoise
[Round 009/100] Acc=95.220 | Pure=69.953 | RoundTime=62.05s | TotalTime=558.89s | Method=feddenoise
[Round 010/100] Acc=95.730 | Pure=70.016 | RoundTime=62.48s | TotalTime=621.37s | Method=feddenoise
[Round 011/100] Acc=89.950 | Pure=97.261 | RoundTime=82.16s | TotalTime=703.53s | Method=feddenoise
[Round 012/100] Acc=97.010 | Pure=96.553 | RoundTime=85.14s | TotalTime=788.67s | Method=feddenoise
[Round 013/100] Acc=97.760 | Pure=96.379 | RoundTime=85.70s | TotalTime=874.37s | Method=feddenoise
[Round 014/100] Acc=97.590 | Pure=96.408 | RoundTime=84.79s | TotalTime=959.16s | Method=feddenoise
[Round 015/100] Acc=98.100 | Pure=96.223 | RoundTime=84.91s | TotalTime=1044.07s | Method=feddenoise
[Round 016/100] Acc=97.790 | Pure=96.312 | RoundTime=84.24s | TotalTime=1128.31s | Method=feddenoise
[Round 017/100] Acc=97.830 | Pure=96.655 | RoundTime=84.31s | TotalTime=1212.62s | Method=feddenoise
[Round 018/100] Acc=97.270 | Pure=96.287 | RoundTime=84.82s | TotalTime=1297.44s | Method=feddenoise
[Round 019/100] Acc=98.360 | Pure=95.757 | RoundTime=84.40s | TotalTime=1381.84s | Method=feddenoise
[Round 020/100] Acc=98.050 | Pure=96.683 | RoundTime=84.09s | TotalTime=1465.93s | Method=feddenoise
[Round 021/100] Acc=98.300 | Pure=98.490 | RoundTime=84.68s | TotalTime=1550.61s | Method=feddenoise
[Round 022/100] Acc=98.360 | Pure=98.411 | RoundTime=84.23s | TotalTime=1634.85s | Method=feddenoise
[Round 023/100] Acc=98.520 | Pure=98.777 | RoundTime=84.28s | TotalTime=1719.13s | Method=feddenoise
[Round 024/100] Acc=98.390 | Pure=98.674 | RoundTime=85.35s | TotalTime=1804.48s | Method=feddenoise
[Round 025/100] Acc=98.550 | Pure=98.500 | RoundTime=85.08s | TotalTime=1889.55s | Method=feddenoise
[Round 026/100] Acc=98.650 | Pure=98.430 | RoundTime=85.17s | TotalTime=1974.72s | Method=feddenoise
[Round 027/100] Acc=98.780 | Pure=98.513 | RoundTime=84.79s | TotalTime=2059.51s | Method=feddenoise
[Round 028/100] Acc=98.770 | Pure=98.743 | RoundTime=84.89s | TotalTime=2144.40s | Method=feddenoise
[Round 029/100] Acc=98.570 | Pure=98.370 | RoundTime=84.84s | TotalTime=2229.24s | Method=feddenoise
[Round 030/100] Acc=98.590 | Pure=98.578 | RoundTime=83.50s | TotalTime=2312.73s | Method=feddenoise
[Round 031/100] Acc=98.800 | Pure=99.563 | RoundTime=83.43s | TotalTime=2396.16s | Method=feddenoise
[Round 032/100] Acc=98.830 | Pure=99.547 | RoundTime=82.32s | TotalTime=2478.48s | Method=feddenoise
[Round 033/100] Acc=98.830 | Pure=99.643 | RoundTime=82.63s | TotalTime=2561.11s | Method=feddenoise
[Round 034/100] Acc=99.010 | Pure=99.672 | RoundTime=83.52s | TotalTime=2644.63s | Method=feddenoise
