[Launch] model=fedprox | dataset=fl_mnist | clients=10 | rounds=100 | local_epoch=5 | batch_size=64 | noise_mode=uniform | noise_value=0.5
mean: 6000.0
std: 0.0
Data statistics: {0: {0: 666, 1: 356, 2: 638, 3: 1164, 4: 409, 5: 822, 6: 368, 7: 492, 8: 772, 9: 313}, 1: {0: 677, 1: 778, 2: 1526, 3: 995, 4: 328, 5: 336, 6: 326, 7: 334, 8: 352, 9: 348}, 2: {0: 667, 1: 761, 2: 606, 3: 511, 4: 740, 5: 370, 6: 590, 7: 853, 8: 575, 9: 327}, 3: {0: 479, 1: 746, 2: 428, 3: 786, 4: 806, 5: 664, 6: 885, 7: 499, 8: 376, 9: 331}, 4: {0: 449, 1: 488, 2: 726, 3: 669, 4: 364, 5: 681, 6: 389, 7: 409, 8: 1288, 9: 537}, 5: {0: 404, 1: 747, 2: 417, 3: 426, 4: 470, 5: 410, 6: 1014, 7: 663, 8: 701, 9: 748}, 6: {0: 942, 1: 363, 2: 504, 3: 447, 4: 1217, 5: 418, 6: 402, 7: 944, 8: 436, 9: 327}, 7: {0: 601, 1: 977, 2: 433, 3: 350, 4: 450, 5: 551, 6: 776, 7: 1149, 8: 366, 9: 347}, 8: {0: 448, 1: 373, 2: 352, 3: 334, 4: 631, 5: 950, 6: 632, 7: 350, 8: 514, 9: 1416}, 9: {0: 744, 1: 716, 2: 366, 3: 392, 4: 399, 5: 442, 6: 567, 7: 337, 8: 720, 9: 1317}}
========================================================================================================================
Training started at: 2026-04-09 23:58:25
Result directory: results/fl_mnist/fedprox/pm-dir_a-0.8_nm-uni_nr-0.5_nt-symmetric_mu-0.01
Result txt file : results/fl_mnist/fedprox/pm-dir_a-0.8_nm-uni_nr-0.5_nt-symmetric_mu-0.01/fedprox_fl_mnist_20260409-235824-995892_pid2479055.txt
Result log file : results/fl_mnist/fedprox/pm-dir_a-0.8_nm-uni_nr-0.5_nt-symmetric_mu-0.01/fedprox_fl_mnist_20260409-235824-995892_pid2479055.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_mnist
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.01
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=11.350 | RoundTime=227.39s | TotalTime=227.40s | Method=fedprox
[Round 002/100] Phase=standard | Stage=warmup | Acc=80.080 | RoundTime=224.23s | TotalTime=451.64s | Method=fedprox
[Round 003/100] Phase=standard | Stage=warmup | Acc=95.280 | RoundTime=225.51s | TotalTime=677.15s | Method=fedprox
[Round 004/100] Phase=standard | Stage=warmup | Acc=97.250 | RoundTime=219.41s | TotalTime=896.57s | Method=fedprox
[Round 005/100] Phase=standard | Stage=warmup | Acc=98.090 | RoundTime=224.24s | TotalTime=1120.82s | Method=fedprox
[Round 006/100] Phase=standard | Stage=warmup | Acc=98.070 | RoundTime=221.60s | TotalTime=1342.43s | Method=fedprox
[Round 007/100] Phase=standard | Stage=warmup | Acc=97.840 | RoundTime=223.27s | TotalTime=1565.71s | Method=fedprox
[Round 008/100] Phase=standard | Stage=warmup | Acc=97.580 | RoundTime=223.01s | TotalTime=1788.72s | Method=fedprox
[Round 009/100] Phase=standard | Stage=warmup | Acc=96.850 | RoundTime=220.93s | TotalTime=2009.66s | Method=fedprox
[Round 010/100] Phase=standard | Stage=warmup | Acc=95.200 | RoundTime=222.76s | TotalTime=2232.43s | Method=fedprox
[Round 011/100] Phase=standard | Stage=warmup | Acc=92.670 | RoundTime=222.80s | TotalTime=2455.23s | Method=fedprox
[Round 012/100] Phase=standard | Stage=warmup | Acc=90.840 | RoundTime=222.87s | TotalTime=2678.11s | Method=fedprox
[Round 013/100] Phase=standard | Stage=warmup | Acc=87.580 | RoundTime=219.13s | TotalTime=2897.25s | Method=fedprox
[Round 014/100] Phase=standard | Stage=warmup | Acc=85.830 | RoundTime=220.96s | TotalTime=3118.22s | Method=fedprox
[Round 015/100] Phase=standard | Stage=warmup | Acc=85.500 | RoundTime=221.57s | TotalTime=3339.80s | Method=fedprox
[Round 016/100] Phase=standard | Stage=warmup | Acc=84.270 | RoundTime=218.76s | TotalTime=3558.56s | Method=fedprox
[Round 017/100] Phase=standard | Stage=warmup | Acc=82.690 | RoundTime=218.71s | TotalTime=3777.28s | Method=fedprox
[Round 018/100] Phase=standard | Stage=warmup | Acc=81.970 | RoundTime=222.63s | TotalTime=3999.92s | Method=fedprox
[Round 019/100] Phase=standard | Stage=warmup | Acc=81.450 | RoundTime=221.24s | TotalTime=4221.17s | Method=fedprox
[Round 020/100] Phase=standard | Stage=warmup | Acc=80.430 | RoundTime=220.81s | TotalTime=4441.99s | Method=fedprox
[Round 021/100] Phase=standard | Stage=warmup | Acc=79.510 | RoundTime=219.37s | TotalTime=4661.37s | Method=fedprox
[Round 022/100] Phase=standard | Stage=warmup | Acc=79.670 | RoundTime=221.88s | TotalTime=4883.26s | Method=fedprox
[Round 023/100] Phase=standard | Stage=warmup | Acc=79.580 | RoundTime=222.06s | TotalTime=5105.32s | Method=fedprox
[Round 024/100] Phase=standard | Stage=warmup | Acc=79.800 | RoundTime=224.61s | TotalTime=5329.95s | Method=fedprox
[Round 025/100] Phase=standard | Stage=warmup | Acc=79.770 | RoundTime=220.46s | TotalTime=5550.42s | Method=fedprox
[Round 026/100] Phase=standard | Stage=warmup | Acc=78.610 | RoundTime=220.49s | TotalTime=5770.92s | Method=fedprox
[Round 027/100] Phase=standard | Stage=warmup | Acc=79.000 | RoundTime=220.57s | TotalTime=5991.50s | Method=fedprox
[Round 028/100] Phase=standard | Stage=warmup | Acc=79.020 | RoundTime=223.05s | TotalTime=6214.56s | Method=fedprox
[Round 029/100] Phase=standard | Stage=warmup | Acc=78.530 | RoundTime=219.32s | TotalTime=6433.89s | Method=fedprox
[Round 030/100] Phase=standard | Stage=warmup | Acc=78.170 | RoundTime=220.91s | TotalTime=6654.80s | Method=fedprox
[Round 031/100] Phase=standard | Stage=warmup | Acc=78.080 | RoundTime=218.24s | TotalTime=6873.05s | Method=fedprox
[Round 032/100] Phase=standard | Stage=warmup | Acc=78.200 | RoundTime=218.23s | TotalTime=7091.29s | Method=fedprox
[Round 033/100] Phase=standard | Stage=warmup | Acc=77.530 | RoundTime=222.46s | TotalTime=7313.76s | Method=fedprox
[Round 034/100] Phase=standard | Stage=warmup | Acc=77.250 | RoundTime=221.23s | TotalTime=7535.00s | Method=fedprox
[Round 035/100] Phase=standard | Stage=warmup | Acc=77.350 | RoundTime=223.15s | TotalTime=7758.16s | Method=fedprox
[Round 036/100] Phase=standard | Stage=warmup | Acc=76.820 | RoundTime=223.29s | TotalTime=7981.47s | Method=fedprox
[Round 037/100] Phase=standard | Stage=warmup | Acc=76.450 | RoundTime=224.87s | TotalTime=8206.35s | Method=fedprox
[Round 038/100] Phase=standard | Stage=warmup | Acc=76.050 | RoundTime=222.31s | TotalTime=8428.67s | Method=fedprox
[Round 039/100] Phase=standard | Stage=warmup | Acc=75.920 | RoundTime=218.66s | TotalTime=8647.33s | Method=fedprox
[Round 040/100] Phase=standard | Stage=warmup | Acc=75.690 | RoundTime=216.62s | TotalTime=8863.96s | Method=fedprox
[Round 041/100] Phase=standard | Stage=warmup | Acc=74.930 | RoundTime=221.17s | TotalTime=9085.15s | Method=fedprox
[Round 042/100] Phase=standard | Stage=warmup | Acc=74.950 | RoundTime=222.49s | TotalTime=9307.65s | Method=fedprox
[Round 043/100] Phase=standard | Stage=warmup | Acc=75.150 | RoundTime=220.92s | TotalTime=9528.58s | Method=fedprox
[Round 044/100] Phase=standard | Stage=warmup | Acc=74.800 | RoundTime=220.45s | TotalTime=9749.04s | Method=fedprox
[Round 045/100] Phase=standard | Stage=warmup | Acc=74.320 | RoundTime=223.54s | TotalTime=9972.60s | Method=fedprox
[Round 046/100] Phase=standard | Stage=warmup | Acc=73.460 | RoundTime=218.08s | TotalTime=10190.69s | Method=fedprox
[Round 047/100] Phase=standard | Stage=warmup | Acc=73.810 | RoundTime=222.11s | TotalTime=10412.81s | Method=fedprox
[Round 048/100] Phase=standard | Stage=warmup | Acc=73.600 | RoundTime=223.18s | TotalTime=10636.00s | Method=fedprox
[Round 049/100] Phase=standard | Stage=warmup | Acc=73.460 | RoundTime=218.65s | TotalTime=10854.66s | Method=fedprox
[Round 050/100] Phase=standard | Stage=warmup | Acc=72.900 | RoundTime=222.79s | TotalTime=11077.46s | Method=fedprox
[Round 051/100] Phase=standard | Stage=warmup | Acc=72.650 | RoundTime=221.86s | TotalTime=11299.33s | Method=fedprox
[Round 052/100] Phase=standard | Stage=warmup | Acc=72.080 | RoundTime=224.18s | TotalTime=11523.52s | Method=fedprox
[Round 053/100] Phase=standard | Stage=warmup | Acc=72.420 | RoundTime=220.13s | TotalTime=11743.67s | Method=fedprox
[Round 054/100] Phase=standard | Stage=warmup | Acc=72.170 | RoundTime=222.94s | TotalTime=11966.61s | Method=fedprox
[Round 055/100] Phase=standard | Stage=warmup | Acc=71.930 | RoundTime=220.08s | TotalTime=12186.70s | Method=fedprox
[Round 056/100] Phase=standard | Stage=warmup | Acc=71.380 | RoundTime=219.94s | TotalTime=12406.65s | Method=fedprox
[Round 057/100] Phase=standard | Stage=warmup | Acc=71.870 | RoundTime=222.82s | TotalTime=12629.49s | Method=fedprox
[Round 058/100] Phase=standard | Stage=warmup | Acc=71.060 | RoundTime=221.65s | TotalTime=12851.15s | Method=fedprox
[Round 059/100] Phase=standard | Stage=warmup | Acc=71.550 | RoundTime=219.86s | TotalTime=13071.02s | Method=fedprox
[Round 060/100] Phase=standard | Stage=warmup | Acc=71.080 | RoundTime=223.13s | TotalTime=13294.16s | Method=fedprox
[Round 061/100] Phase=standard | Stage=warmup | Acc=71.740 | RoundTime=224.72s | TotalTime=13518.89s | Method=fedprox
[Round 062/100] Phase=standard | Stage=warmup | Acc=71.330 | RoundTime=222.02s | TotalTime=13740.92s | Method=fedprox
[Round 063/100] Phase=standard | Stage=warmup | Acc=70.360 | RoundTime=222.16s | TotalTime=13963.09s | Method=fedprox
[Round 064/100] Phase=standard | Stage=warmup | Acc=70.810 | RoundTime=222.14s | TotalTime=14185.23s | Method=fedprox
[Round 065/100] Phase=standard | Stage=warmup | Acc=70.870 | RoundTime=221.67s | TotalTime=14406.91s | Method=fedprox
[Round 066/100] Phase=standard | Stage=warmup | Acc=71.280 | RoundTime=223.05s | TotalTime=14629.97s | Method=fedprox
[Round 067/100] Phase=standard | Stage=warmup | Acc=70.870 | RoundTime=221.69s | TotalTime=14851.67s | Method=fedprox
[Round 068/100] Phase=standard | Stage=warmup | Acc=71.270 | RoundTime=220.72s | TotalTime=15072.39s | Method=fedprox
[Round 069/100] Phase=standard | Stage=warmup | Acc=70.730 | RoundTime=221.89s | TotalTime=15294.29s | Method=fedprox
