====================================================================================================
Training started at: 2026-03-13 11:04:14
Result directory: results/fl_cifar100/fedprox
Result txt file : results/fl_cifar100/fedprox/model=fedprox_dataset=fl_cifar100_structure=homogeneity_bs=64_lr=0.1_dirAlpha=0.5_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.001_20260313-110414.txt
Result log file : results/fl_cifar100/fedprox/model=fedprox_dataset=fl_cifar100_structure=homogeneity_bs=64_lr=0.1_dirAlpha=0.5_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.001_20260313-110414.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.001
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=1.000 | RoundTime=43.94s | TotalTime=43.94s | Method=fedprox
[Round 002/100] Acc=1.200 | RoundTime=42.52s | TotalTime=86.47s | Method=fedprox
[Round 003/100] Acc=6.650 | RoundTime=42.64s | TotalTime=129.11s | Method=fedprox
[Round 004/100] Acc=11.490 | RoundTime=42.87s | TotalTime=171.98s | Method=fedprox
[Round 005/100] Acc=14.640 | RoundTime=44.81s | TotalTime=216.79s | Method=fedprox
[Round 006/100] Acc=15.760 | RoundTime=42.77s | TotalTime=259.56s | Method=fedprox
[Round 007/100] Acc=15.860 | RoundTime=43.31s | TotalTime=302.87s | Method=fedprox
[Round 008/100] Acc=16.090 | RoundTime=42.83s | TotalTime=345.70s | Method=fedprox
[Round 009/100] Acc=17.100 | RoundTime=44.13s | TotalTime=389.83s | Method=fedprox
[Round 010/100] Acc=18.070 | RoundTime=43.34s | TotalTime=433.17s | Method=fedprox
[Round 011/100] Acc=18.170 | RoundTime=43.63s | TotalTime=476.80s | Method=fedprox
[Round 012/100] Acc=19.050 | RoundTime=44.50s | TotalTime=521.30s | Method=fedprox
[Round 013/100] Acc=18.970 | RoundTime=42.85s | TotalTime=564.15s | Method=fedprox
[Round 014/100] Acc=19.810 | RoundTime=42.59s | TotalTime=606.73s | Method=fedprox
[Round 015/100] Acc=19.320 | RoundTime=42.84s | TotalTime=649.58s | Method=fedprox
[Round 016/100] Acc=20.710 | RoundTime=42.43s | TotalTime=692.00s | Method=fedprox
[Round 017/100] Acc=19.810 | RoundTime=42.66s | TotalTime=734.67s | Method=fedprox
[Round 018/100] Acc=19.350 | RoundTime=43.37s | TotalTime=778.04s | Method=fedprox
[Round 019/100] Acc=20.690 | RoundTime=42.91s | TotalTime=820.95s | Method=fedprox
[Round 020/100] Acc=20.280 | RoundTime=43.28s | TotalTime=864.24s | Method=fedprox
[Round 021/100] Acc=20.920 | RoundTime=42.48s | TotalTime=906.72s | Method=fedprox
