====================================================================================================
Training started at: 2026-03-13 13:57:25
Result directory: results/fl_cifar100/fedprox
Result txt file : results/fl_cifar100/fedprox/model=fedprox_dataset=fl_cifar100_structure=homogeneity_bs=64_lr=0.1_dirAlpha=0.8_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.001_20260313-135725.txt
Result log file : results/fl_cifar100/fedprox/model=fedprox_dataset=fl_cifar100_structure=homogeneity_bs=64_lr=0.1_dirAlpha=0.8_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.001_20260313-135725.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.001
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=1.000 | RoundTime=38.40s | TotalTime=38.40s | Method=fedprox
[Round 002/100] Acc=1.740 | RoundTime=37.38s | TotalTime=75.78s | Method=fedprox
[Round 003/100] Acc=7.150 | RoundTime=37.75s | TotalTime=113.53s | Method=fedprox
[Round 004/100] Acc=12.330 | RoundTime=37.87s | TotalTime=151.40s | Method=fedprox
[Round 005/100] Acc=13.630 | RoundTime=38.35s | TotalTime=189.75s | Method=fedprox
[Round 006/100] Acc=14.480 | RoundTime=38.03s | TotalTime=227.79s | Method=fedprox
[Round 007/100] Acc=15.850 | RoundTime=38.22s | TotalTime=266.01s | Method=fedprox
[Round 008/100] Acc=16.790 | RoundTime=38.94s | TotalTime=304.95s | Method=fedprox
[Round 009/100] Acc=16.090 | RoundTime=37.75s | TotalTime=342.70s | Method=fedprox
[Round 010/100] Acc=17.920 | RoundTime=37.72s | TotalTime=380.42s | Method=fedprox
[Round 011/100] Acc=17.940 | RoundTime=37.76s | TotalTime=418.18s | Method=fedprox
[Round 012/100] Acc=17.610 | RoundTime=37.92s | TotalTime=456.11s | Method=fedprox
[Round 013/100] Acc=18.950 | RoundTime=38.03s | TotalTime=494.13s | Method=fedprox
[Round 014/100] Acc=19.300 | RoundTime=38.17s | TotalTime=532.31s | Method=fedprox
[Round 015/100] Acc=19.750 | RoundTime=37.90s | TotalTime=570.21s | Method=fedprox
[Round 016/100] Acc=20.150 | RoundTime=38.75s | TotalTime=608.96s | Method=fedprox
[Round 017/100] Acc=19.530 | RoundTime=37.95s | TotalTime=646.90s | Method=fedprox
[Round 018/100] Acc=20.750 | RoundTime=37.43s | TotalTime=684.33s | Method=fedprox
[Round 019/100] Acc=21.020 | RoundTime=37.68s | TotalTime=722.01s | Method=fedprox
[Round 020/100] Acc=20.260 | RoundTime=37.05s | TotalTime=759.07s | Method=fedprox
[Round 021/100] Acc=20.870 | RoundTime=37.98s | TotalTime=797.05s | Method=fedprox
[Round 022/100] Acc=20.050 | RoundTime=38.46s | TotalTime=835.51s | Method=fedprox
[Round 023/100] Acc=19.920 | RoundTime=38.27s | TotalTime=873.78s | Method=fedprox
[Round 024/100] Acc=20.020 | RoundTime=37.79s | TotalTime=911.57s | Method=fedprox
[Round 025/100] Acc=20.090 | RoundTime=37.86s | TotalTime=949.43s | Method=fedprox
[Round 026/100] Acc=20.920 | RoundTime=37.77s | TotalTime=987.20s | Method=fedprox
[Round 027/100] Acc=20.650 | RoundTime=37.57s | TotalTime=1024.77s | Method=fedprox
[Round 028/100] Acc=20.800 | RoundTime=37.49s | TotalTime=1062.26s | Method=fedprox
[Round 029/100] Acc=20.240 | RoundTime=37.84s | TotalTime=1100.09s | Method=fedprox
[Round 030/100] Acc=20.980 | RoundTime=39.04s | TotalTime=1139.13s | Method=fedprox
[Round 031/100] Acc=21.880 | RoundTime=38.28s | TotalTime=1177.42s | Method=fedprox
[Round 032/100] Acc=20.620 | RoundTime=39.31s | TotalTime=1216.73s | Method=fedprox
[Round 033/100] Acc=21.380 | RoundTime=38.63s | TotalTime=1255.36s | Method=fedprox
[Round 034/100] Acc=20.940 | RoundTime=38.41s | TotalTime=1293.78s | Method=fedprox
[Round 035/100] Acc=21.980 | RoundTime=38.32s | TotalTime=1332.10s | Method=fedprox
[Round 036/100] Acc=21.850 | RoundTime=37.83s | TotalTime=1369.93s | Method=fedprox
[Round 037/100] Acc=22.100 | RoundTime=37.93s | TotalTime=1407.86s | Method=fedprox
[Round 038/100] Acc=22.210 | RoundTime=37.91s | TotalTime=1445.77s | Method=fedprox
