====================================================================================================
Training started at: 2026-03-13 14:21:35
Result directory: results/fl_cifar100/fedprox
Result txt file : results/fl_cifar100/fedprox/model=fedprox_dataset=fl_cifar100_structure=homogeneity_bs=64_lr=0.1_dirAlpha=0.8_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.001_20260313-142135.txt
Result log file : results/fl_cifar100/fedprox/model=fedprox_dataset=fl_cifar100_structure=homogeneity_bs=64_lr=0.1_dirAlpha=0.8_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.001_20260313-142135.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.001
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=1.000 | RoundTime=49.37s | TotalTime=49.37s | Method=fedprox
[Round 002/100] Acc=1.430 | RoundTime=49.17s | TotalTime=98.54s | Method=fedprox
[Round 003/100] Acc=7.490 | RoundTime=49.47s | TotalTime=148.01s | Method=fedprox
[Round 004/100] Acc=11.490 | RoundTime=49.67s | TotalTime=197.68s | Method=fedprox
[Round 005/100] Acc=13.810 | RoundTime=49.35s | TotalTime=247.03s | Method=fedprox
[Round 006/100] Acc=15.140 | RoundTime=48.82s | TotalTime=295.85s | Method=fedprox
[Round 007/100] Acc=15.860 | RoundTime=49.93s | TotalTime=345.78s | Method=fedprox
[Round 008/100] Acc=16.580 | RoundTime=49.43s | TotalTime=395.21s | Method=fedprox
[Round 009/100] Acc=17.950 | RoundTime=49.37s | TotalTime=444.57s | Method=fedprox
[Round 010/100] Acc=18.090 | RoundTime=49.99s | TotalTime=494.56s | Method=fedprox
[Round 011/100] Acc=18.350 | RoundTime=50.35s | TotalTime=544.91s | Method=fedprox
[Round 012/100] Acc=17.190 | RoundTime=48.80s | TotalTime=593.70s | Method=fedprox
[Round 013/100] Acc=20.030 | RoundTime=49.37s | TotalTime=643.07s | Method=fedprox
[Round 014/100] Acc=20.290 | RoundTime=50.12s | TotalTime=693.19s | Method=fedprox
[Round 015/100] Acc=19.330 | RoundTime=49.99s | TotalTime=743.19s | Method=fedprox
[Round 016/100] Acc=19.650 | RoundTime=49.76s | TotalTime=792.95s | Method=fedprox
[Round 017/100] Acc=20.930 | RoundTime=50.35s | TotalTime=843.30s | Method=fedprox
[Round 018/100] Acc=21.210 | RoundTime=48.69s | TotalTime=891.98s | Method=fedprox
[Round 019/100] Acc=20.910 | RoundTime=48.90s | TotalTime=940.89s | Method=fedprox
[Round 020/100] Acc=20.350 | RoundTime=50.47s | TotalTime=991.36s | Method=fedprox
[Round 021/100] Acc=21.090 | RoundTime=48.81s | TotalTime=1040.17s | Method=fedprox
[Round 022/100] Acc=21.790 | RoundTime=49.20s | TotalTime=1089.37s | Method=fedprox
[Round 023/100] Acc=21.500 | RoundTime=50.14s | TotalTime=1139.51s | Method=fedprox
[Round 024/100] Acc=21.110 | RoundTime=49.26s | TotalTime=1188.77s | Method=fedprox
[Round 025/100] Acc=21.450 | RoundTime=49.16s | TotalTime=1237.93s | Method=fedprox
[Round 026/100] Acc=21.050 | RoundTime=50.39s | TotalTime=1288.32s | Method=fedprox
[Round 027/100] Acc=20.990 | RoundTime=49.52s | TotalTime=1337.84s | Method=fedprox
[Round 028/100] Acc=21.860 | RoundTime=49.22s | TotalTime=1387.06s | Method=fedprox
[Round 029/100] Acc=21.550 | RoundTime=49.26s | TotalTime=1436.32s | Method=fedprox
[Round 030/100] Acc=21.680 | RoundTime=49.59s | TotalTime=1485.91s | Method=fedprox
[Round 031/100] Acc=22.130 | RoundTime=48.65s | TotalTime=1534.56s | Method=fedprox
