====================================================================================================
Training started at: 2026-03-13 10:58:00
Result directory: results/fl_cifar100/fedprox
Result txt file : results/fl_cifar100/fedprox/model=fedprox_dataset=fl_cifar100_structure=homogeneity_bs=64_lr=0.1_dirAlpha=0.5_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.001_20260313-105800.txt
Result log file : results/fl_cifar100/fedprox/model=fedprox_dataset=fl_cifar100_structure=homogeneity_bs=64_lr=0.1_dirAlpha=0.5_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.001_20260313-105800.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.001
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=1.000 | RoundTime=41.87s | TotalTime=41.87s | Method=fedprox
[Round 002/100] Acc=1.000 | RoundTime=40.45s | TotalTime=82.32s | Method=fedprox
[Round 003/100] Acc=4.970 | RoundTime=40.69s | TotalTime=123.01s | Method=fedprox
[Round 004/100] Acc=10.500 | RoundTime=40.20s | TotalTime=163.22s | Method=fedprox
[Round 005/100] Acc=12.220 | RoundTime=43.08s | TotalTime=206.30s | Method=fedprox
[Round 006/100] Acc=14.140 | RoundTime=41.35s | TotalTime=247.65s | Method=fedprox
[Round 007/100] Acc=15.530 | RoundTime=42.63s | TotalTime=290.28s | Method=fedprox
[Round 008/100] Acc=16.650 | RoundTime=41.83s | TotalTime=332.12s | Method=fedprox
[Round 009/100] Acc=17.110 | RoundTime=42.12s | TotalTime=374.24s | Method=fedprox
[Round 010/100] Acc=17.650 | RoundTime=42.80s | TotalTime=417.04s | Method=fedprox
[Round 011/100] Acc=18.240 | RoundTime=43.03s | TotalTime=460.07s | Method=fedprox
[Round 012/100] Acc=18.050 | RoundTime=43.58s | TotalTime=503.66s | Method=fedprox
[Round 013/100] Acc=18.310 | RoundTime=43.52s | TotalTime=547.18s | Method=fedprox
[Round 014/100] Acc=18.870 | RoundTime=43.68s | TotalTime=590.86s | Method=fedprox
[Round 015/100] Acc=19.140 | RoundTime=43.02s | TotalTime=633.88s | Method=fedprox
[Round 016/100] Acc=19.710 | RoundTime=42.73s | TotalTime=676.61s | Method=fedprox
[Round 017/100] Acc=19.170 | RoundTime=43.48s | TotalTime=720.09s | Method=fedprox
[Round 018/100] Acc=20.230 | RoundTime=43.78s | TotalTime=763.87s | Method=fedprox
[Round 019/100] Acc=20.300 | RoundTime=42.98s | TotalTime=806.85s | Method=fedprox
[Round 020/100] Acc=20.010 | RoundTime=43.44s | TotalTime=850.29s | Method=fedprox
[Round 021/100] Acc=20.450 | RoundTime=44.18s | TotalTime=894.47s | Method=fedprox
[Round 022/100] Acc=20.000 | RoundTime=43.40s | TotalTime=937.87s | Method=fedprox
[Round 023/100] Acc=20.920 | RoundTime=42.89s | TotalTime=980.75s | Method=fedprox
[Round 024/100] Acc=20.250 | RoundTime=42.94s | TotalTime=1023.69s | Method=fedprox
[Round 025/100] Acc=21.200 | RoundTime=42.48s | TotalTime=1066.17s | Method=fedprox
[Round 026/100] Acc=21.160 | RoundTime=43.52s | TotalTime=1109.69s | Method=fedprox
[Round 027/100] Acc=20.260 | RoundTime=42.50s | TotalTime=1152.19s | Method=fedprox
[Round 028/100] Acc=20.870 | RoundTime=42.95s | TotalTime=1195.14s | Method=fedprox
[Round 029/100] Acc=20.690 | RoundTime=43.67s | TotalTime=1238.82s | Method=fedprox
[Round 030/100] Acc=21.380 | RoundTime=42.90s | TotalTime=1281.72s | Method=fedprox
[Round 031/100] Acc=21.160 | RoundTime=42.83s | TotalTime=1324.55s | Method=fedprox
[Round 032/100] Acc=21.510 | RoundTime=42.82s | TotalTime=1367.37s | Method=fedprox
[Round 033/100] Acc=21.060 | RoundTime=42.89s | TotalTime=1410.26s | Method=fedprox
[Round 034/100] Acc=22.130 | RoundTime=42.70s | TotalTime=1452.96s | Method=fedprox
