====================================================================================================
Training started at: 2026-03-13 10:54:54
Result directory: results/fl_cifar100/fedprox
Result txt file : results/fl_cifar100/fedprox/model=fedprox_dataset=fl_cifar100_structure=homogeneity_bs=64_lr=0.1_dirAlpha=0.5_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.001_20260313-105454.txt
Result log file : results/fl_cifar100/fedprox/model=fedprox_dataset=fl_cifar100_structure=homogeneity_bs=64_lr=0.1_dirAlpha=0.5_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.001_20260313-105454.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.001
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=1.000 | RoundTime=36.66s | TotalTime=36.66s | Method=fedprox
[Round 002/100] Acc=1.440 | RoundTime=33.83s | TotalTime=70.49s | Method=fedprox
[Round 003/100] Acc=5.020 | RoundTime=34.47s | TotalTime=104.95s | Method=fedprox
[Round 004/100] Acc=10.310 | RoundTime=34.87s | TotalTime=139.82s | Method=fedprox
[Round 005/100] Acc=11.830 | RoundTime=35.45s | TotalTime=175.27s | Method=fedprox
[Round 006/100] Acc=14.480 | RoundTime=35.83s | TotalTime=211.10s | Method=fedprox
[Round 007/100] Acc=15.770 | RoundTime=35.42s | TotalTime=246.52s | Method=fedprox
[Round 008/100] Acc=16.820 | RoundTime=36.25s | TotalTime=282.77s | Method=fedprox
[Round 009/100] Acc=15.910 | RoundTime=36.26s | TotalTime=319.02s | Method=fedprox
[Round 010/100] Acc=17.810 | RoundTime=36.47s | TotalTime=355.50s | Method=fedprox
[Round 011/100] Acc=17.640 | RoundTime=36.59s | TotalTime=392.08s | Method=fedprox
[Round 012/100] Acc=18.960 | RoundTime=37.34s | TotalTime=429.43s | Method=fedprox
[Round 013/100] Acc=18.310 | RoundTime=37.72s | TotalTime=467.15s | Method=fedprox
[Round 014/100] Acc=18.740 | RoundTime=38.49s | TotalTime=505.64s | Method=fedprox
[Round 015/100] Acc=18.450 | RoundTime=38.31s | TotalTime=543.95s | Method=fedprox
[Round 016/100] Acc=18.780 | RoundTime=38.63s | TotalTime=582.57s | Method=fedprox
[Round 017/100] Acc=19.430 | RoundTime=39.15s | TotalTime=621.72s | Method=fedprox
