====================================================================================================
Training started at: 2026-03-13 12:30:58
Result directory: results/fl_cifar100/fedprox
Result txt file : results/fl_cifar100/fedprox/model=fedprox_dataset=fl_cifar100_structure=homogeneity_bs=64_lr=0.1_dirAlpha=0.3_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.001_20260313-123058.txt
Result log file : results/fl_cifar100/fedprox/model=fedprox_dataset=fl_cifar100_structure=homogeneity_bs=64_lr=0.1_dirAlpha=0.3_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.001_20260313-123058.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.001
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=1.000 | RoundTime=50.78s | TotalTime=50.78s | Method=fedprox
[Round 002/100] Acc=1.000 | RoundTime=50.40s | TotalTime=101.18s | Method=fedprox
[Round 003/100] Acc=5.590 | RoundTime=49.64s | TotalTime=150.82s | Method=fedprox
[Round 004/100] Acc=9.520 | RoundTime=50.51s | TotalTime=201.34s | Method=fedprox
[Round 005/100] Acc=11.600 | RoundTime=50.47s | TotalTime=251.81s | Method=fedprox
[Round 006/100] Acc=12.940 | RoundTime=51.67s | TotalTime=303.48s | Method=fedprox
[Round 007/100] Acc=12.020 | RoundTime=51.59s | TotalTime=355.07s | Method=fedprox
[Round 008/100] Acc=13.450 | RoundTime=49.69s | TotalTime=404.76s | Method=fedprox
[Round 009/100] Acc=15.630 | RoundTime=51.35s | TotalTime=456.11s | Method=fedprox
[Round 010/100] Acc=15.200 | RoundTime=50.63s | TotalTime=506.73s | Method=fedprox
[Round 011/100] Acc=17.410 | RoundTime=51.51s | TotalTime=558.24s | Method=fedprox
[Round 012/100] Acc=16.020 | RoundTime=50.27s | TotalTime=608.51s | Method=fedprox
[Round 013/100] Acc=17.970 | RoundTime=49.86s | TotalTime=658.37s | Method=fedprox
[Round 014/100] Acc=17.530 | RoundTime=51.59s | TotalTime=709.95s | Method=fedprox
[Round 015/100] Acc=18.270 | RoundTime=50.66s | TotalTime=760.62s | Method=fedprox
[Round 016/100] Acc=18.430 | RoundTime=51.33s | TotalTime=811.95s | Method=fedprox
