====================================================================================================
Training started at: 2026-03-13 10:58:00
Result directory: results/fl_cifar100/fedprox
Result txt file : results/fl_cifar100/fedprox/model=fedprox_dataset=fl_cifar100_structure=homogeneity_bs=64_lr=0.1_dirAlpha=0.1_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.001_20260313-105800.txt
Result log file : results/fl_cifar100/fedprox/model=fedprox_dataset=fl_cifar100_structure=homogeneity_bs=64_lr=0.1_dirAlpha=0.1_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.001_20260313-105800.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.001
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=1.000 | RoundTime=41.53s | TotalTime=41.54s | Method=fedprox
[Round 002/100] Acc=1.060 | RoundTime=40.57s | TotalTime=82.11s | Method=fedprox
[Round 003/100] Acc=3.380 | RoundTime=40.61s | TotalTime=122.72s | Method=fedprox
[Round 004/100] Acc=5.230 | RoundTime=40.52s | TotalTime=163.23s | Method=fedprox
[Round 005/100] Acc=8.180 | RoundTime=41.40s | TotalTime=204.64s | Method=fedprox
[Round 006/100] Acc=8.520 | RoundTime=42.31s | TotalTime=246.95s | Method=fedprox
[Round 007/100] Acc=9.970 | RoundTime=41.23s | TotalTime=288.18s | Method=fedprox
[Round 008/100] Acc=11.150 | RoundTime=42.15s | TotalTime=330.33s | Method=fedprox
[Round 009/100] Acc=11.580 | RoundTime=43.55s | TotalTime=373.88s | Method=fedprox
[Round 010/100] Acc=12.100 | RoundTime=42.87s | TotalTime=416.75s | Method=fedprox
[Round 011/100] Acc=11.670 | RoundTime=43.32s | TotalTime=460.08s | Method=fedprox
[Round 012/100] Acc=11.470 | RoundTime=43.14s | TotalTime=503.22s | Method=fedprox
[Round 013/100] Acc=14.010 | RoundTime=43.28s | TotalTime=546.50s | Method=fedprox
[Round 014/100] Acc=12.690 | RoundTime=44.03s | TotalTime=590.53s | Method=fedprox
[Round 015/100] Acc=14.090 | RoundTime=43.17s | TotalTime=633.70s | Method=fedprox
[Round 016/100] Acc=13.210 | RoundTime=43.60s | TotalTime=677.31s | Method=fedprox
[Round 017/100] Acc=13.930 | RoundTime=43.62s | TotalTime=720.92s | Method=fedprox
[Round 018/100] Acc=13.730 | RoundTime=43.76s | TotalTime=764.69s | Method=fedprox
[Round 019/100] Acc=14.150 | RoundTime=44.56s | TotalTime=809.25s | Method=fedprox
[Round 020/100] Acc=13.890 | RoundTime=43.39s | TotalTime=852.64s | Method=fedprox
[Round 021/100] Acc=13.810 | RoundTime=43.91s | TotalTime=896.56s | Method=fedprox
