====================================================================================================
Training started at: 2026-03-13 11:01:23
Result directory: results/fl_cifar100/fedprox
Result txt file : results/fl_cifar100/fedprox/model=fedprox_dataset=fl_cifar100_structure=homogeneity_bs=64_lr=0.1_dirAlpha=0.1_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.001_20260313-110123.txt
Result log file : results/fl_cifar100/fedprox/model=fedprox_dataset=fl_cifar100_structure=homogeneity_bs=64_lr=0.1_dirAlpha=0.1_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.001_20260313-110123.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.001
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=1.000 | RoundTime=43.08s | TotalTime=43.09s | Method=fedprox
[Round 002/100] Acc=1.000 | RoundTime=40.74s | TotalTime=83.82s | Method=fedprox
[Round 003/100] Acc=2.350 | RoundTime=41.26s | TotalTime=125.09s | Method=fedprox
[Round 004/100] Acc=6.370 | RoundTime=41.94s | TotalTime=167.02s | Method=fedprox
[Round 005/100] Acc=8.700 | RoundTime=43.17s | TotalTime=210.19s | Method=fedprox
[Round 006/100] Acc=9.100 | RoundTime=42.53s | TotalTime=252.72s | Method=fedprox
[Round 007/100] Acc=10.610 | RoundTime=42.39s | TotalTime=295.11s | Method=fedprox
[Round 008/100] Acc=11.140 | RoundTime=42.58s | TotalTime=337.70s | Method=fedprox
[Round 009/100] Acc=12.170 | RoundTime=43.90s | TotalTime=381.60s | Method=fedprox
[Round 010/100] Acc=12.930 | RoundTime=43.20s | TotalTime=424.80s | Method=fedprox
[Round 011/100] Acc=12.580 | RoundTime=43.10s | TotalTime=467.91s | Method=fedprox
[Round 012/100] Acc=12.890 | RoundTime=42.82s | TotalTime=510.73s | Method=fedprox
[Round 013/100] Acc=13.390 | RoundTime=43.38s | TotalTime=554.10s | Method=fedprox
[Round 014/100] Acc=13.390 | RoundTime=43.14s | TotalTime=597.25s | Method=fedprox
[Round 015/100] Acc=13.900 | RoundTime=43.26s | TotalTime=640.50s | Method=fedprox
[Round 016/100] Acc=15.150 | RoundTime=43.54s | TotalTime=684.04s | Method=fedprox
[Round 017/100] Acc=14.020 | RoundTime=42.85s | TotalTime=726.89s | Method=fedprox
[Round 018/100] Acc=14.030 | RoundTime=42.65s | TotalTime=769.54s | Method=fedprox
[Round 019/100] Acc=15.290 | RoundTime=42.69s | TotalTime=812.23s | Method=fedprox
[Round 020/100] Acc=15.170 | RoundTime=43.06s | TotalTime=855.29s | Method=fedprox
[Round 021/100] Acc=16.560 | RoundTime=42.79s | TotalTime=898.08s | Method=fedprox
[Round 022/100] Acc=15.460 | RoundTime=42.47s | TotalTime=940.55s | Method=fedprox
[Round 023/100] Acc=16.360 | RoundTime=42.16s | TotalTime=982.71s | Method=fedprox
[Round 024/100] Acc=14.820 | RoundTime=43.52s | TotalTime=1026.23s | Method=fedprox
[Round 025/100] Acc=15.120 | RoundTime=43.14s | TotalTime=1069.37s | Method=fedprox
[Round 026/100] Acc=15.000 | RoundTime=43.02s | TotalTime=1112.39s | Method=fedprox
[Round 027/100] Acc=16.790 | RoundTime=42.36s | TotalTime=1154.75s | Method=fedprox
[Round 028/100] Acc=16.700 | RoundTime=41.94s | TotalTime=1196.70s | Method=fedprox
[Round 029/100] Acc=15.820 | RoundTime=42.86s | TotalTime=1239.55s | Method=fedprox
[Round 030/100] Acc=16.760 | RoundTime=43.20s | TotalTime=1282.75s | Method=fedprox
[Round 031/100] Acc=15.610 | RoundTime=43.24s | TotalTime=1325.99s | Method=fedprox
[Round 032/100] Acc=16.630 | RoundTime=42.92s | TotalTime=1368.92s | Method=fedprox
[Round 033/100] Acc=15.430 | RoundTime=43.36s | TotalTime=1412.28s | Method=fedprox
[Round 034/100] Acc=16.100 | RoundTime=43.52s | TotalTime=1455.80s | Method=fedprox
[Round 035/100] Acc=15.630 | RoundTime=43.06s | TotalTime=1498.85s | Method=fedprox
[Round 036/100] Acc=16.060 | RoundTime=42.94s | TotalTime=1541.79s | Method=fedprox
[Round 037/100] Acc=14.200 | RoundTime=42.45s | TotalTime=1584.24s | Method=fedprox
