====================================================================================================
Training started at: 2026-03-13 11:04:13
Result directory: results/fl_cifar100/fedprox
Result txt file : results/fl_cifar100/fedprox/model=fedprox_dataset=fl_cifar100_structure=homogeneity_bs=64_lr=0.1_dirAlpha=0.1_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.001_20260313-110413.txt
Result log file : results/fl_cifar100/fedprox/model=fedprox_dataset=fl_cifar100_structure=homogeneity_bs=64_lr=0.1_dirAlpha=0.1_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.001_20260313-110413.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.001
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=1.000 | RoundTime=44.15s | TotalTime=44.15s | Method=fedprox
[Round 002/100] Acc=1.460 | RoundTime=42.31s | TotalTime=86.46s | Method=fedprox
[Round 003/100] Acc=3.800 | RoundTime=42.66s | TotalTime=129.12s | Method=fedprox
[Round 004/100] Acc=7.140 | RoundTime=42.89s | TotalTime=172.01s | Method=fedprox
[Round 005/100] Acc=9.050 | RoundTime=45.69s | TotalTime=217.70s | Method=fedprox
[Round 006/100] Acc=10.650 | RoundTime=43.18s | TotalTime=260.88s | Method=fedprox
[Round 007/100] Acc=10.280 | RoundTime=43.39s | TotalTime=304.28s | Method=fedprox
[Round 008/100] Acc=11.750 | RoundTime=43.17s | TotalTime=347.45s | Method=fedprox
[Round 009/100] Acc=13.130 | RoundTime=44.39s | TotalTime=391.84s | Method=fedprox
[Round 010/100] Acc=11.590 | RoundTime=43.24s | TotalTime=435.08s | Method=fedprox
[Round 011/100] Acc=11.810 | RoundTime=43.29s | TotalTime=478.37s | Method=fedprox
[Round 012/100] Acc=11.560 | RoundTime=44.04s | TotalTime=522.42s | Method=fedprox
[Round 013/100] Acc=12.260 | RoundTime=43.16s | TotalTime=565.58s | Method=fedprox
[Round 014/100] Acc=12.890 | RoundTime=42.81s | TotalTime=608.39s | Method=fedprox
[Round 015/100] Acc=13.110 | RoundTime=42.91s | TotalTime=651.30s | Method=fedprox
[Round 016/100] Acc=13.010 | RoundTime=42.90s | TotalTime=694.19s | Method=fedprox
[Round 017/100] Acc=14.510 | RoundTime=42.50s | TotalTime=736.69s | Method=fedprox
[Round 018/100] Acc=14.160 | RoundTime=43.53s | TotalTime=780.22s | Method=fedprox
[Round 019/100] Acc=14.910 | RoundTime=43.12s | TotalTime=823.34s | Method=fedprox
[Round 020/100] Acc=14.100 | RoundTime=43.12s | TotalTime=866.46s | Method=fedprox
[Round 021/100] Acc=14.370 | RoundTime=43.37s | TotalTime=909.84s | Method=fedprox
[Round 022/100] Acc=13.950 | RoundTime=44.49s | TotalTime=954.32s | Method=fedprox
[Round 023/100] Acc=15.350 | RoundTime=43.83s | TotalTime=998.15s | Method=fedprox
[Round 024/100] Acc=14.880 | RoundTime=43.50s | TotalTime=1041.66s | Method=fedprox
[Round 025/100] Acc=15.790 | RoundTime=43.43s | TotalTime=1085.09s | Method=fedprox
[Round 026/100] Acc=14.620 | RoundTime=43.20s | TotalTime=1128.29s | Method=fedprox
[Round 027/100] Acc=15.480 | RoundTime=43.31s | TotalTime=1171.59s | Method=fedprox
[Round 028/100] Acc=15.280 | RoundTime=43.87s | TotalTime=1215.47s | Method=fedprox
[Round 029/100] Acc=14.960 | RoundTime=42.58s | TotalTime=1258.05s | Method=fedprox
[Round 030/100] Acc=15.300 | RoundTime=42.70s | TotalTime=1300.74s | Method=fedprox
[Round 031/100] Acc=15.920 | RoundTime=43.24s | TotalTime=1343.99s | Method=fedprox
[Round 032/100] Acc=15.940 | RoundTime=42.87s | TotalTime=1386.85s | Method=fedprox
[Round 033/100] Acc=15.320 | RoundTime=42.50s | TotalTime=1429.36s | Method=fedprox
[Round 034/100] Acc=15.360 | RoundTime=42.68s | TotalTime=1472.04s | Method=fedprox
[Round 035/100] Acc=16.450 | RoundTime=43.44s | TotalTime=1515.48s | Method=fedprox
[Round 036/100] Acc=15.750 | RoundTime=42.86s | TotalTime=1558.34s | Method=fedprox
[Round 037/100] Acc=15.700 | RoundTime=42.90s | TotalTime=1601.24s | Method=fedprox
[Round 038/100] Acc=16.240 | RoundTime=42.91s | TotalTime=1644.14s | Method=fedprox
[Round 039/100] Acc=16.940 | RoundTime=43.00s | TotalTime=1687.14s | Method=fedprox
[Round 040/100] Acc=15.910 | RoundTime=43.20s | TotalTime=1730.35s | Method=fedprox
[Round 041/100] Acc=15.380 | RoundTime=43.06s | TotalTime=1773.41s | Method=fedprox
[Round 042/100] Acc=16.730 | RoundTime=43.20s | TotalTime=1816.61s | Method=fedprox
[Round 043/100] Acc=16.740 | RoundTime=43.54s | TotalTime=1860.16s | Method=fedprox
[Round 044/100] Acc=15.840 | RoundTime=44.52s | TotalTime=1904.68s | Method=fedprox
[Round 045/100] Acc=16.480 | RoundTime=42.37s | TotalTime=1947.05s | Method=fedprox
[Round 046/100] Acc=16.700 | RoundTime=43.36s | TotalTime=1990.41s | Method=fedprox
[Round 047/100] Acc=16.490 | RoundTime=43.94s | TotalTime=2034.35s | Method=fedprox
[Round 048/100] Acc=17.000 | RoundTime=43.00s | TotalTime=2077.35s | Method=fedprox
[Round 049/100] Acc=16.380 | RoundTime=42.96s | TotalTime=2120.31s | Method=fedprox
[Round 050/100] Acc=16.860 | RoundTime=43.75s | TotalTime=2164.07s | Method=fedprox
[Round 051/100] Acc=16.140 | RoundTime=42.68s | TotalTime=2206.75s | Method=fedprox
