epoch	acc	pure	round_time_sec	total_time_sec
0	11.35	70.068	53.9769	53.9770
1	39.02	69.966	49.7497	103.7270
2	84.43	69.852	44.2604	147.9876
3	93.32	70.073	43.8475	191.8353
4	96.09	69.904	46.2841	238.1195
5	95.39	70.003	53.8440	291.9637
6	93.1	70.117	44.6979	336.6618
7	88.84	70.021	44.4419	381.1039
8	88.16	69.919	44.8279	425.9320
9	89.79	70.008	44.8420	470.7741
10	94.13	92.821	62.2667	533.0410
11	95.7	93.178	62.4146	595.4559
12	96.08	90.312	61.4196	656.8757
13	93.98	92.747	59.1289	716.0049
14	95.42	92.303	62.2757	778.2808
15	95.73	92.575	61.2831	839.5641
16	94.42	92.911	60.3641	899.9284
17	96.68	92.142	60.9523	960.8810
