====================================================================================================
Training started at: 2026-03-31 11:29:49
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.2_nt-symmetric_st-least_sim_dr-0.25
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.2_nt-symmetric_st-least_sim_dr-0.25/fedcda_fl_cifar10_20260331-112949-385633_pid1280436.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.2_nt-symmetric_st-least_sim_dr-0.25/fedcda_fl_cifar10_20260331-112949-385633_pid1280436.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.2
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.25
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | RoundTime=24.66s | TotalTime=24.66s | Method=fedcda
[Round 002/100] Acc=24.390 | RoundTime=24.76s | TotalTime=49.42s | Method=fedcda
[Round 003/100] Acc=18.380 | RoundTime=24.49s | TotalTime=73.91s | Method=fedcda
[Round 004/100] Acc=36.670 | RoundTime=24.01s | TotalTime=97.92s | Method=fedcda
[Round 005/100] Acc=35.270 | RoundTime=24.01s | TotalTime=121.93s | Method=fedcda
[Round 006/100] Acc=43.960 | RoundTime=24.91s | TotalTime=146.84s | Method=fedcda
[Round 007/100] Acc=35.450 | RoundTime=25.49s | TotalTime=172.33s | Method=fedcda
[Round 008/100] Acc=36.310 | RoundTime=24.43s | TotalTime=196.76s | Method=fedcda
[Round 009/100] Acc=43.320 | RoundTime=24.40s | TotalTime=221.16s | Method=fedcda
[Round 010/100] Acc=28.810 | RoundTime=24.95s | TotalTime=246.12s | Method=fedcda
[Round 011/100] Acc=24.430 | RoundTime=25.84s | TotalTime=271.95s | Method=fedcda
[Round 012/100] Acc=41.360 | RoundTime=24.15s | TotalTime=296.11s | Method=fedcda
[Round 013/100] Acc=49.180 | RoundTime=22.48s | TotalTime=318.59s | Method=fedcda
[Round 014/100] Acc=37.420 | RoundTime=20.01s | TotalTime=338.60s | Method=fedcda
[Round 015/100] Acc=39.850 | RoundTime=20.17s | TotalTime=358.77s | Method=fedcda
[Round 016/100] Acc=50.200 | RoundTime=20.12s | TotalTime=378.89s | Method=fedcda
[Round 017/100] Acc=41.070 | RoundTime=20.32s | TotalTime=399.22s | Method=fedcda
[Round 018/100] Acc=40.260 | RoundTime=20.09s | TotalTime=419.31s | Method=fedcda
[Round 019/100] Acc=46.410 | RoundTime=20.29s | TotalTime=439.60s | Method=fedcda
[Round 020/100] Acc=49.480 | RoundTime=20.21s | TotalTime=459.82s | Method=fedcda
[Round 021/100] Acc=33.330 | RoundTime=20.10s | TotalTime=479.92s | Method=fedcda
[Round 022/100] Acc=37.100 | RoundTime=20.29s | TotalTime=500.20s | Method=fedcda
[Round 023/100] Acc=52.820 | RoundTime=22.41s | TotalTime=522.61s | Method=fedcda
[Round 024/100] Acc=40.770 | RoundTime=20.35s | TotalTime=542.96s | Method=fedcda
[Round 025/100] Acc=53.490 | RoundTime=20.58s | TotalTime=563.54s | Method=fedcda
[Round 026/100] Acc=44.350 | RoundTime=20.97s | TotalTime=584.51s | Method=fedcda
[Round 027/100] Acc=45.860 | RoundTime=20.70s | TotalTime=605.21s | Method=fedcda
[Round 028/100] Acc=37.560 | RoundTime=21.50s | TotalTime=626.71s | Method=fedcda
[Round 029/100] Acc=40.860 | RoundTime=20.89s | TotalTime=647.60s | Method=fedcda
[Round 030/100] Acc=54.340 | RoundTime=20.95s | TotalTime=668.55s | Method=fedcda
[Round 031/100] Acc=59.430 | RoundTime=21.05s | TotalTime=689.60s | Method=fedcda
[Round 032/100] Acc=53.620 | RoundTime=20.18s | TotalTime=709.78s | Method=fedcda
[Round 033/100] Acc=48.150 | RoundTime=20.60s | TotalTime=730.38s | Method=fedcda
[Round 034/100] Acc=50.080 | RoundTime=20.59s | TotalTime=750.97s | Method=fedcda
[Round 035/100] Acc=47.210 | RoundTime=20.32s | TotalTime=771.30s | Method=fedcda
[Round 036/100] Acc=48.120 | RoundTime=21.25s | TotalTime=792.55s | Method=fedcda
[Round 037/100] Acc=53.330 | RoundTime=24.66s | TotalTime=817.20s | Method=fedcda
[Round 038/100] Acc=54.970 | RoundTime=22.52s | TotalTime=839.73s | Method=fedcda
[Round 039/100] Acc=58.870 | RoundTime=21.61s | TotalTime=861.33s | Method=fedcda
[Round 040/100] Acc=59.340 | RoundTime=21.67s | TotalTime=883.00s | Method=fedcda
[Round 041/100] Acc=49.720 | RoundTime=20.70s | TotalTime=903.70s | Method=fedcda
[Round 042/100] Acc=45.770 | RoundTime=22.89s | TotalTime=926.58s | Method=fedcda
[Round 043/100] Acc=48.640 | RoundTime=22.56s | TotalTime=949.14s | Method=fedcda
[Round 044/100] Acc=56.360 | RoundTime=21.17s | TotalTime=970.31s | Method=fedcda
[Round 045/100] Acc=51.000 | RoundTime=20.80s | TotalTime=991.12s | Method=fedcda
[Round 046/100] Acc=56.490 | RoundTime=21.08s | TotalTime=1012.20s | Method=fedcda
[Round 047/100] Acc=54.080 | RoundTime=21.02s | TotalTime=1033.22s | Method=fedcda
[Round 048/100] Acc=48.750 | RoundTime=21.55s | TotalTime=1054.76s | Method=fedcda
[Round 049/100] Acc=47.230 | RoundTime=20.91s | TotalTime=1075.67s | Method=fedcda
[Round 050/100] Acc=56.720 | RoundTime=20.36s | TotalTime=1096.04s | Method=fedcda
