[Launch] model=fedavg | dataset=fl_svhn | clients=10 | rounds=100 | local_epoch=1 | batch_size=64 | noise_mode=uniform | noise_value=0.3
Using downloaded and verified file: /mnt/workspace/shiyl/CodeScout/test/kiwi/DenoiseFL/data/train_32x32.mat
Using downloaded and verified file: /mnt/workspace/shiyl/CodeScout/test/kiwi/DenoiseFL/data/test_32x32.mat
mean: 7325.7
std: 0.45825756949558405
Data statistics: {0: {0: 298, 1: 2000, 2: 1049, 3: 664, 4: 2063, 5: 245, 6: 271, 7: 248, 8: 227, 9: 261}, 1: {0: 243, 1: 247, 2: 381, 3: 3135, 4: 243, 5: 1023, 6: 396, 7: 776, 8: 637, 9: 245}, 2: {0: 246, 1: 235, 2: 239, 3: 276, 4: 242, 5: 3462, 6: 247, 7: 287, 8: 1843, 9: 249}, 3: {0: 256, 1: 664, 2: 246, 3: 244, 4: 300, 5: 510, 6: 631, 7: 348, 8: 813, 9: 3314}, 4: {0: 3069, 1: 256, 2: 873, 3: 1697, 4: 241, 5: 230, 6: 250, 7: 212, 8: 242, 9: 256}, 5: {0: 230, 1: 516, 2: 314, 3: 254, 4: 2646, 5: 277, 6: 2340, 7: 240, 8: 252, 9: 257}, 6: {0: 254, 1: 2745, 2: 266, 3: 695, 4: 531, 5: 252, 6: 592, 7: 618, 8: 1153, 9: 220}, 7: {0: 248, 1: 4458, 2: 884, 3: 247, 4: 243, 5: 256, 6: 228, 7: 259, 8: 267, 9: 235}, 8: {0: 656, 1: 222, 2: 2744, 3: 219, 4: 604, 5: 260, 6: 1078, 7: 1035, 8: 237, 9: 270}, 9: {0: 231, 1: 299, 2: 2513, 3: 641, 4: 265, 5: 545, 6: 218, 7: 2106, 8: 267, 9: 240}}
========================================================================================================================
Training started at: 2026-04-08 16:35:40
Result directory: results/fl_svhn/fedavg/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric
Result txt file : results/fl_svhn/fedavg/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_svhn_20260408-163540-165159_pid869111.txt
Result log file : results/fl_svhn/fedavg/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_svhn_20260408-163540-165159_pid869111.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_svhn
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=19.590 | RoundTime=62.07s | TotalTime=62.07s | Method=fedavg
[Round 002/100] Phase=standard | Stage=warmup | Acc=39.030 | RoundTime=59.86s | TotalTime=121.95s | Method=fedavg
[Round 003/100] Phase=standard | Stage=warmup | Acc=67.190 | RoundTime=61.61s | TotalTime=183.56s | Method=fedavg
[Round 004/100] Phase=standard | Stage=warmup | Acc=74.720 | RoundTime=59.42s | TotalTime=242.99s | Method=fedavg
[Round 005/100] Phase=standard | Stage=warmup | Acc=77.520 | RoundTime=60.55s | TotalTime=303.55s | Method=fedavg
[Round 006/100] Phase=standard | Stage=warmup | Acc=78.760 | RoundTime=61.64s | TotalTime=365.20s | Method=fedavg
[Round 007/100] Phase=standard | Stage=warmup | Acc=80.930 | RoundTime=63.77s | TotalTime=428.98s | Method=fedavg
[Round 008/100] Phase=standard | Stage=warmup | Acc=82.320 | RoundTime=58.73s | TotalTime=487.72s | Method=fedavg
[Round 009/100] Phase=standard | Stage=warmup | Acc=82.420 | RoundTime=59.92s | TotalTime=547.65s | Method=fedavg
[Round 010/100] Phase=standard | Stage=warmup | Acc=82.790 | RoundTime=60.35s | TotalTime=608.01s | Method=fedavg
[Round 011/100] Phase=standard | Stage=warmup | Acc=83.570 | RoundTime=61.69s | TotalTime=669.71s | Method=fedavg
[Round 012/100] Phase=standard | Stage=warmup | Acc=84.060 | RoundTime=58.71s | TotalTime=728.43s | Method=fedavg
[Round 013/100] Phase=standard | Stage=warmup | Acc=84.650 | RoundTime=60.29s | TotalTime=788.73s | Method=fedavg
[Round 014/100] Phase=standard | Stage=warmup | Acc=84.950 | RoundTime=59.32s | TotalTime=848.05s | Method=fedavg
[Round 015/100] Phase=standard | Stage=warmup | Acc=85.230 | RoundTime=58.69s | TotalTime=906.75s | Method=fedavg
[Round 016/100] Phase=standard | Stage=warmup | Acc=85.860 | RoundTime=57.93s | TotalTime=964.69s | Method=fedavg
[Round 017/100] Phase=standard | Stage=warmup | Acc=85.370 | RoundTime=62.09s | TotalTime=1026.78s | Method=fedavg
[Round 018/100] Phase=standard | Stage=warmup | Acc=85.580 | RoundTime=59.45s | TotalTime=1086.25s | Method=fedavg
[Round 019/100] Phase=standard | Stage=warmup | Acc=86.380 | RoundTime=59.22s | TotalTime=1145.48s | Method=fedavg
[Round 020/100] Phase=standard | Stage=warmup | Acc=85.980 | RoundTime=58.11s | TotalTime=1203.60s | Method=fedavg
[Round 021/100] Phase=standard | Stage=warmup | Acc=87.020 | RoundTime=58.68s | TotalTime=1262.28s | Method=fedavg
[Round 022/100] Phase=standard | Stage=warmup | Acc=87.430 | RoundTime=59.85s | TotalTime=1322.14s | Method=fedavg
[Round 023/100] Phase=standard | Stage=warmup | Acc=86.790 | RoundTime=57.55s | TotalTime=1379.70s | Method=fedavg
