====================================================================================================
Training started at: 2026-03-27 18:20:04
Result directory: results/fl_mnist/fedcda/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15
Result txt file : results/fl_mnist/fedcda/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_mnist_20260327-182004-946621_pid3233030.txt
Result log file : results/fl_mnist/fedcda/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_mnist_20260327-182004-946621_pid3233030.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=12.000 | RoundTime=19.88s | TotalTime=19.88s | Method=fedcda
[Round 002/100] Acc=38.120 | RoundTime=19.35s | TotalTime=39.23s | Method=fedcda
[Round 003/100] Acc=84.450 | RoundTime=19.69s | TotalTime=58.92s | Method=fedcda
[Round 004/100] Acc=70.920 | RoundTime=19.70s | TotalTime=78.62s | Method=fedcda
[Round 005/100] Acc=94.360 | RoundTime=19.84s | TotalTime=98.46s | Method=fedcda
[Round 006/100] Acc=86.830 | RoundTime=19.91s | TotalTime=118.37s | Method=fedcda
[Round 007/100] Acc=92.790 | RoundTime=19.82s | TotalTime=138.19s | Method=fedcda
[Round 008/100] Acc=92.400 | RoundTime=20.19s | TotalTime=158.38s | Method=fedcda
[Round 009/100] Acc=91.390 | RoundTime=19.96s | TotalTime=178.34s | Method=fedcda
[Round 010/100] Acc=93.680 | RoundTime=20.17s | TotalTime=198.51s | Method=fedcda
[Round 011/100] Acc=81.120 | RoundTime=19.92s | TotalTime=218.42s | Method=fedcda
[Round 012/100] Acc=95.090 | RoundTime=22.89s | TotalTime=241.31s | Method=fedcda
[Round 013/100] Acc=94.110 | RoundTime=20.19s | TotalTime=261.50s | Method=fedcda
[Round 014/100] Acc=92.580 | RoundTime=20.11s | TotalTime=281.61s | Method=fedcda
[Round 015/100] Acc=77.800 | RoundTime=20.01s | TotalTime=301.62s | Method=fedcda
[Round 016/100] Acc=93.410 | RoundTime=20.58s | TotalTime=322.20s | Method=fedcda
[Round 017/100] Acc=91.400 | RoundTime=21.01s | TotalTime=343.21s | Method=fedcda
[Round 018/100] Acc=86.980 | RoundTime=20.81s | TotalTime=364.02s | Method=fedcda
[Round 019/100] Acc=94.550 | RoundTime=20.35s | TotalTime=384.36s | Method=fedcda
[Round 020/100] Acc=93.930 | RoundTime=20.69s | TotalTime=405.05s | Method=fedcda
[Round 021/100] Acc=93.180 | RoundTime=20.83s | TotalTime=425.88s | Method=fedcda
[Round 022/100] Acc=93.910 | RoundTime=20.61s | TotalTime=446.49s | Method=fedcda
[Round 023/100] Acc=88.590 | RoundTime=20.63s | TotalTime=467.12s | Method=fedcda
[Round 024/100] Acc=91.780 | RoundTime=22.49s | TotalTime=489.61s | Method=fedcda
[Round 025/100] Acc=87.640 | RoundTime=21.00s | TotalTime=510.62s | Method=fedcda
[Round 026/100] Acc=93.580 | RoundTime=20.73s | TotalTime=531.35s | Method=fedcda
[Round 027/100] Acc=93.420 | RoundTime=20.83s | TotalTime=552.17s | Method=fedcda
[Round 028/100] Acc=91.480 | RoundTime=20.97s | TotalTime=573.14s | Method=fedcda
[Round 029/100] Acc=88.650 | RoundTime=20.71s | TotalTime=593.85s | Method=fedcda
[Round 030/100] Acc=95.340 | RoundTime=21.44s | TotalTime=615.30s | Method=fedcda
[Round 031/100] Acc=82.030 | RoundTime=21.07s | TotalTime=636.37s | Method=fedcda
[Round 032/100] Acc=82.370 | RoundTime=21.28s | TotalTime=657.65s | Method=fedcda
[Round 033/100] Acc=91.790 | RoundTime=21.00s | TotalTime=678.65s | Method=fedcda
[Round 034/100] Acc=85.380 | RoundTime=21.47s | TotalTime=700.12s | Method=fedcda
[Round 035/100] Acc=84.770 | RoundTime=21.12s | TotalTime=721.24s | Method=fedcda
[Round 036/100] Acc=91.100 | RoundTime=21.17s | TotalTime=742.41s | Method=fedcda
[Round 037/100] Acc=88.630 | RoundTime=21.08s | TotalTime=763.50s | Method=fedcda
