========================================================================================================================
Training started at: 2026-04-08 18:46:09
Result directory: results/fl_cifar100/fedgloss/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_rho-0.05_beta-1.0_slr-1.0
Result txt file : results/fl_cifar100/fedgloss/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_rho-0.05_beta-1.0_slr-1.0/fedgloss_fl_cifar100_20260408-184609-432804_pid1626863.txt
Result log file : results/fl_cifar100/fedgloss/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_rho-0.05_beta-1.0_slr-1.0/fedgloss_fl_cifar100_20260408-184609-432804_pid1626863.log
------------------------------------------------------------------------------------------------------------------------
Model: fedgloss
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedGLoSS rho: 0.05
FedGLoSS beta: 1.0
FedGLoSS server lr: 1.0
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=40.43s | TotalTime=40.44s | Method=fedgloss
[Round 002/100] Phase=standard | Stage=warmup | Acc=2.120 | RoundTime=39.16s | TotalTime=79.61s | Method=fedgloss
[Round 003/100] Phase=standard | Stage=warmup | Acc=4.160 | RoundTime=38.67s | TotalTime=118.29s | Method=fedgloss
[Round 004/100] Phase=standard | Stage=warmup | Acc=7.370 | RoundTime=39.03s | TotalTime=157.32s | Method=fedgloss
[Round 005/100] Phase=standard | Stage=warmup | Acc=8.700 | RoundTime=38.30s | TotalTime=195.63s | Method=fedgloss
[Round 006/100] Phase=standard | Stage=warmup | Acc=9.810 | RoundTime=39.11s | TotalTime=234.75s | Method=fedgloss
[Round 007/100] Phase=standard | Stage=warmup | Acc=11.640 | RoundTime=38.76s | TotalTime=273.52s | Method=fedgloss
[Round 008/100] Phase=standard | Stage=warmup | Acc=13.270 | RoundTime=40.07s | TotalTime=313.60s | Method=fedgloss
[Round 009/100] Phase=standard | Stage=warmup | Acc=13.240 | RoundTime=38.03s | TotalTime=351.64s | Method=fedgloss
[Round 010/100] Phase=standard | Stage=warmup | Acc=14.320 | RoundTime=38.86s | TotalTime=390.51s | Method=fedgloss
[Round 011/100] Phase=standard | Stage=warmup | Acc=15.710 | RoundTime=38.74s | TotalTime=429.25s | Method=fedgloss
[Round 012/100] Phase=standard | Stage=warmup | Acc=16.250 | RoundTime=38.76s | TotalTime=468.02s | Method=fedgloss
[Round 013/100] Phase=standard | Stage=warmup | Acc=17.530 | RoundTime=39.00s | TotalTime=507.03s | Method=fedgloss
[Round 014/100] Phase=standard | Stage=warmup | Acc=18.260 | RoundTime=39.63s | TotalTime=546.68s | Method=fedgloss
[Round 015/100] Phase=standard | Stage=warmup | Acc=19.080 | RoundTime=38.95s | TotalTime=585.63s | Method=fedgloss
[Round 016/100] Phase=standard | Stage=warmup | Acc=20.400 | RoundTime=38.65s | TotalTime=624.29s | Method=fedgloss
[Round 017/100] Phase=standard | Stage=warmup | Acc=21.570 | RoundTime=38.72s | TotalTime=663.02s | Method=fedgloss
[Round 018/100] Phase=standard | Stage=warmup | Acc=22.910 | RoundTime=39.00s | TotalTime=702.02s | Method=fedgloss
[Round 019/100] Phase=standard | Stage=warmup | Acc=23.100 | RoundTime=39.34s | TotalTime=741.37s | Method=fedgloss
[Round 020/100] Phase=standard | Stage=warmup | Acc=24.080 | RoundTime=39.11s | TotalTime=780.50s | Method=fedgloss
[Round 021/100] Phase=standard | Stage=warmup | Acc=24.490 | RoundTime=38.70s | TotalTime=819.20s | Method=fedgloss
[Round 022/100] Phase=standard | Stage=warmup | Acc=25.430 | RoundTime=40.48s | TotalTime=859.69s | Method=fedgloss
[Round 023/100] Phase=standard | Stage=warmup | Acc=26.350 | RoundTime=39.18s | TotalTime=898.87s | Method=fedgloss
[Round 024/100] Phase=standard | Stage=warmup | Acc=26.920 | RoundTime=39.34s | TotalTime=938.22s | Method=fedgloss
[Round 025/100] Phase=standard | Stage=warmup | Acc=27.180 | RoundTime=39.03s | TotalTime=977.26s | Method=fedgloss
[Round 026/100] Phase=standard | Stage=warmup | Acc=27.940 | RoundTime=38.70s | TotalTime=1015.97s | Method=fedgloss
[Round 027/100] Phase=standard | Stage=warmup | Acc=28.570 | RoundTime=39.30s | TotalTime=1055.28s | Method=fedgloss
[Round 028/100] Phase=standard | Stage=warmup | Acc=29.530 | RoundTime=38.94s | TotalTime=1094.22s | Method=fedgloss
[Round 029/100] Phase=standard | Stage=warmup | Acc=29.570 | RoundTime=38.85s | TotalTime=1133.08s | Method=fedgloss
