========================================================================================================================
Training started at: 2026-04-07 21:50:58
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_hs-3_bn-3_wr-30_L-1.0
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_hs-3_bn-3_wr-30_L-1.0/fedcda_fl_cifar10_20260407-215058-833465_pid3214640.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_hs-3_bn-3_wr-30_L-1.0/fedcda_fl_cifar10_20260407-215058-833465_pid3214640.log
------------------------------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 210
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedCDA history size: 3
FedCDA batch num: 3
FedCDA warmup round: 30
FedCDA L: 1.0
========================================================================================================================
[Round 001/210] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=31.18s | TotalTime=31.19s | Method=fedcda
[Round 002/210] Phase=standard | Stage=warmup | Acc=16.400 | RoundTime=31.12s | TotalTime=62.32s | Method=fedcda
[Round 003/210] Phase=standard | Stage=warmup | Acc=33.310 | RoundTime=36.60s | TotalTime=98.93s | Method=fedcda
[Round 004/210] Phase=standard | Stage=warmup | Acc=30.060 | RoundTime=27.51s | TotalTime=126.45s | Method=fedcda
[Round 005/210] Phase=standard | Stage=warmup | Acc=35.920 | RoundTime=36.99s | TotalTime=163.45s | Method=fedcda
[Round 006/210] Phase=standard | Stage=warmup | Acc=41.250 | RoundTime=30.72s | TotalTime=194.18s | Method=fedcda
[Round 007/210] Phase=standard | Stage=warmup | Acc=43.970 | RoundTime=32.83s | TotalTime=227.01s | Method=fedcda
[Round 008/210] Phase=standard | Stage=warmup | Acc=42.400 | RoundTime=34.39s | TotalTime=261.41s | Method=fedcda
[Round 009/210] Phase=standard | Stage=warmup | Acc=44.360 | RoundTime=28.72s | TotalTime=290.14s | Method=fedcda
[Round 010/210] Phase=standard | Stage=warmup | Acc=44.540 | RoundTime=39.25s | TotalTime=329.39s | Method=fedcda
[Round 011/210] Phase=standard | Stage=warmup | Acc=45.640 | RoundTime=28.15s | TotalTime=357.56s | Method=fedcda
[Round 012/210] Phase=standard | Stage=warmup | Acc=48.870 | RoundTime=32.98s | TotalTime=390.54s | Method=fedcda
[Round 013/210] Phase=standard | Stage=warmup | Acc=51.630 | RoundTime=34.27s | TotalTime=424.82s | Method=fedcda
[Round 014/210] Phase=standard | Stage=warmup | Acc=50.620 | RoundTime=29.42s | TotalTime=454.25s | Method=fedcda
[Round 015/210] Phase=standard | Stage=warmup | Acc=47.360 | RoundTime=38.31s | TotalTime=492.62s | Method=fedcda
[Round 016/210] Phase=standard | Stage=warmup | Acc=47.230 | RoundTime=29.24s | TotalTime=521.87s | Method=fedcda
[Round 017/210] Phase=standard | Stage=warmup | Acc=52.230 | RoundTime=38.38s | TotalTime=560.26s | Method=fedcda
