========================================================================================================================
Training started at: 2026-04-07 21:50:58
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_hs-3_bn-3_wr-30_L-1.0
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_hs-3_bn-3_wr-30_L-1.0/fedcda_fl_cifar10_20260407-215058-833465_pid3214640.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_hs-3_bn-3_wr-30_L-1.0/fedcda_fl_cifar10_20260407-215058-833465_pid3214640.log
------------------------------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 210
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedCDA history size: 3
FedCDA batch num: 3
FedCDA warmup round: 30
FedCDA L: 1.0
========================================================================================================================
[Round 001/210] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=31.18s | TotalTime=31.19s | Method=fedcda
[Round 018/210] Phase=standard | Stage=warmup | Acc=53.460 | RoundTime=30.61s | TotalTime=590.88s | Method=fedcda
[Round 019/210] Phase=standard | Stage=warmup | Acc=51.930 | RoundTime=31.50s | TotalTime=622.39s | Method=fedcda
[Round 020/210] Phase=standard | Stage=warmup | Acc=57.010 | RoundTime=37.19s | TotalTime=659.59s | Method=fedcda
[Round 021/210] Phase=standard | Stage=warmup | Acc=59.360 | RoundTime=28.71s | TotalTime=688.30s | Method=fedcda
[Round 022/210] Phase=standard | Stage=warmup | Acc=58.050 | RoundTime=37.81s | TotalTime=726.12s | Method=fedcda
[Round 023/210] Phase=standard | Stage=warmup | Acc=57.160 | RoundTime=30.88s | TotalTime=757.01s | Method=fedcda
[Round 024/210] Phase=standard | Stage=warmup | Acc=58.790 | RoundTime=32.24s | TotalTime=789.26s | Method=fedcda
[Round 025/210] Phase=standard | Stage=warmup | Acc=60.040 | RoundTime=35.84s | TotalTime=825.11s | Method=fedcda
[Round 026/210] Phase=standard | Stage=warmup | Acc=59.530 | RoundTime=28.76s | TotalTime=853.88s | Method=fedcda
[Round 027/210] Phase=standard | Stage=warmup | Acc=57.310 | RoundTime=38.90s | TotalTime=892.79s | Method=fedcda
[Round 028/210] Phase=standard | Stage=warmup | Acc=59.930 | RoundTime=27.96s | TotalTime=920.76s | Method=fedcda
[Round 029/210] Phase=standard | Stage=warmup | Acc=54.390 | RoundTime=37.40s | TotalTime=958.16s | Method=fedcda
[Round 030/210] Phase=standard | Stage=warmup | Acc=60.940 | RoundTime=31.13s | TotalTime=989.30s | Method=fedcda
[Round 031/210] Phase=standard | Stage=warmup | Acc=52.680 | RoundTime=71.42s | TotalTime=1060.74s | Method=fedcda
[Round 032/210] Phase=standard | Stage=warmup | Acc=59.270 | RoundTime=72.69s | TotalTime=1133.43s | Method=fedcda
[Round 033/210] Phase=standard | Stage=warmup | Acc=58.890 | RoundTime=68.85s | TotalTime=1202.29s | Method=fedcda
[Round 034/210] Phase=standard | Stage=warmup | Acc=61.360 | RoundTime=74.56s | TotalTime=1276.86s | Method=fedcda
[Round 035/210] Phase=standard | Stage=warmup | Acc=61.640 | RoundTime=72.23s | TotalTime=1349.10s | Method=fedcda
[Round 036/210] Phase=standard | Stage=warmup | Acc=62.600 | RoundTime=70.62s | TotalTime=1419.73s | Method=fedcda
[Round 037/210] Phase=standard | Stage=warmup | Acc=61.830 | RoundTime=69.40s | TotalTime=1489.13s | Method=fedcda
[Round 038/210] Phase=standard | Stage=warmup | Acc=55.600 | RoundTime=73.55s | TotalTime=1562.69s | Method=fedcda
[Round 039/210] Phase=standard | Stage=warmup | Acc=61.200 | RoundTime=74.49s | TotalTime=1637.20s | Method=fedcda
[Round 040/210] Phase=standard | Stage=warmup | Acc=57.610 | RoundTime=104.66s | TotalTime=1741.87s | Method=fedcda
[Round 041/210] Phase=standard | Stage=warmup | Acc=62.950 | RoundTime=125.65s | TotalTime=1867.53s | Method=fedcda
[Round 042/210] Phase=standard | Stage=warmup | Acc=61.030 | RoundTime=117.43s | TotalTime=1984.97s | Method=fedcda
[Round 043/210] Phase=standard | Stage=warmup | Acc=53.350 | RoundTime=126.79s | TotalTime=2111.77s | Method=fedcda
[Round 044/210] Phase=standard | Stage=warmup | Acc=60.240 | RoundTime=116.21s | TotalTime=2227.99s | Method=fedcda
[Round 045/210] Phase=standard | Stage=warmup | Acc=63.750 | RoundTime=112.51s | TotalTime=2340.51s | Method=fedcda
[Round 046/210] Phase=standard | Stage=warmup | Acc=63.980 | RoundTime=119.22s | TotalTime=2459.74s | Method=fedcda
[Round 047/210] Phase=standard | Stage=warmup | Acc=64.830 | RoundTime=119.40s | TotalTime=2579.15s | Method=fedcda
[Round 048/210] Phase=standard | Stage=warmup | Acc=64.310 | RoundTime=120.80s | TotalTime=2699.96s | Method=fedcda
[Round 049/210] Phase=standard | Stage=warmup | Acc=62.000 | RoundTime=120.83s | TotalTime=2820.80s | Method=fedcda
[Round 050/210] Phase=standard | Stage=warmup | Acc=59.970 | RoundTime=118.84s | TotalTime=2939.65s | Method=fedcda
[Round 051/210] Phase=standard | Stage=warmup | Acc=59.760 | RoundTime=114.90s | TotalTime=3054.56s | Method=fedcda
[Round 052/210] Phase=standard | Stage=warmup | Acc=62.560 | RoundTime=115.68s | TotalTime=3170.25s | Method=fedcda
[Round 053/210] Phase=standard | Stage=warmup | Acc=62.390 | RoundTime=118.16s | TotalTime=3288.42s | Method=fedcda
[Round 054/210] Phase=standard | Stage=warmup | Acc=62.010 | RoundTime=116.96s | TotalTime=3405.39s | Method=fedcda
[Round 055/210] Phase=standard | Stage=warmup | Acc=63.130 | RoundTime=111.49s | TotalTime=3516.89s | Method=fedcda
[Round 056/210] Phase=standard | Stage=warmup | Acc=63.380 | RoundTime=117.82s | TotalTime=3634.72s | Method=fedcda
[Round 057/210] Phase=standard | Stage=warmup | Acc=63.290 | RoundTime=117.20s | TotalTime=3751.94s | Method=fedcda
[Round 058/210] Phase=standard | Stage=warmup | Acc=65.030 | RoundTime=118.37s | TotalTime=3870.32s | Method=fedcda
[Round 059/210] Phase=standard | Stage=warmup | Acc=67.310 | RoundTime=108.67s | TotalTime=3979.00s | Method=fedcda
[Round 060/210] Phase=standard | Stage=warmup | Acc=65.170 | RoundTime=120.08s | TotalTime=4099.09s | Method=fedcda
[Round 061/210] Phase=standard | Stage=warmup | Acc=63.050 | RoundTime=115.91s | TotalTime=4215.01s | Method=fedcda
[Round 062/210] Phase=standard | Stage=warmup | Acc=65.710 | RoundTime=118.70s | TotalTime=4333.72s | Method=fedcda
[Round 063/210] Phase=standard | Stage=warmup | Acc=64.860 | RoundTime=113.85s | TotalTime=4447.58s | Method=fedcda
[Round 064/210] Phase=standard | Stage=warmup | Acc=65.570 | RoundTime=118.78s | TotalTime=4566.37s | Method=fedcda
[Round 065/210] Phase=standard | Stage=warmup | Acc=66.510 | RoundTime=111.36s | TotalTime=4677.75s | Method=fedcda
[Round 066/210] Phase=standard | Stage=warmup | Acc=67.100 | RoundTime=117.34s | TotalTime=4795.09s | Method=fedcda
[Round 067/210] Phase=standard | Stage=warmup | Acc=66.350 | RoundTime=118.76s | TotalTime=4913.86s | Method=fedcda
[Round 068/210] Phase=standard | Stage=warmup | Acc=65.770 | RoundTime=118.27s | TotalTime=5032.14s | Method=fedcda
[Round 069/210] Phase=standard | Stage=warmup | Acc=66.910 | RoundTime=115.00s | TotalTime=5147.15s | Method=fedcda
[Round 070/210] Phase=standard | Stage=warmup | Acc=67.350 | RoundTime=115.35s | TotalTime=5262.51s | Method=fedcda
[Round 071/210] Phase=standard | Stage=warmup | Acc=67.830 | RoundTime=115.67s | TotalTime=5378.18s | Method=fedcda
[Round 072/210] Phase=standard | Stage=warmup | Acc=66.010 | RoundTime=118.64s | TotalTime=5496.84s | Method=fedcda
[Round 073/210] Phase=standard | Stage=warmup | Acc=65.800 | RoundTime=117.38s | TotalTime=5614.22s | Method=fedcda
[Round 074/210] Phase=standard | Stage=warmup | Acc=65.180 | RoundTime=118.08s | TotalTime=5732.31s | Method=fedcda
[Round 075/210] Phase=standard | Stage=warmup | Acc=68.440 | RoundTime=120.20s | TotalTime=5852.52s | Method=fedcda
[Round 076/210] Phase=standard | Stage=warmup | Acc=64.330 | RoundTime=118.85s | TotalTime=5971.38s | Method=fedcda
[Round 077/210] Phase=standard | Stage=warmup | Acc=68.910 | RoundTime=114.89s | TotalTime=6086.28s | Method=fedcda
[Round 078/210] Phase=standard | Stage=warmup | Acc=68.810 | RoundTime=129.37s | TotalTime=6215.65s | Method=fedcda
[Round 079/210] Phase=standard | Stage=warmup | Acc=66.840 | RoundTime=120.70s | TotalTime=6336.37s | Method=fedcda
[Round 080/210] Phase=standard | Stage=warmup | Acc=67.190 | RoundTime=126.18s | TotalTime=6462.56s | Method=fedcda
[Round 081/210] Phase=standard | Stage=warmup | Acc=66.950 | RoundTime=113.04s | TotalTime=6575.61s | Method=fedcda
[Round 082/210] Phase=standard | Stage=warmup | Acc=63.100 | RoundTime=118.21s | TotalTime=6693.83s | Method=fedcda
[Round 083/210] Phase=standard | Stage=warmup | Acc=62.630 | RoundTime=117.52s | TotalTime=6811.36s | Method=fedcda
[Round 084/210] Phase=standard | Stage=warmup | Acc=67.520 | RoundTime=118.60s | TotalTime=6929.97s | Method=fedcda
[Round 085/210] Phase=standard | Stage=warmup | Acc=66.730 | RoundTime=119.82s | TotalTime=7049.80s | Method=fedcda
[Round 086/210] Phase=standard | Stage=warmup | Acc=69.700 | RoundTime=118.73s | TotalTime=7168.54s | Method=fedcda
[Round 087/210] Phase=standard | Stage=warmup | Acc=64.400 | RoundTime=118.60s | TotalTime=7287.15s | Method=fedcda
[Round 088/210] Phase=standard | Stage=warmup | Acc=63.860 | RoundTime=117.57s | TotalTime=7404.74s | Method=fedcda
[Round 089/210] Phase=standard | Stage=warmup | Acc=64.370 | RoundTime=117.12s | TotalTime=7521.87s | Method=fedcda
[Round 090/210] Phase=standard | Stage=warmup | Acc=69.490 | RoundTime=118.45s | TotalTime=7640.32s | Method=fedcda
[Round 091/210] Phase=standard | Stage=warmup | Acc=69.670 | RoundTime=117.74s | TotalTime=7758.07s | Method=fedcda
[Round 092/210] Phase=standard | Stage=warmup | Acc=69.070 | RoundTime=118.59s | TotalTime=7876.67s | Method=fedcda
[Round 093/210] Phase=standard | Stage=warmup | Acc=69.740 | RoundTime=117.69s | TotalTime=7994.37s | Method=fedcda
[Round 094/210] Phase=standard | Stage=warmup | Acc=65.640 | RoundTime=118.72s | TotalTime=8113.10s | Method=fedcda
[Round 095/210] Phase=standard | Stage=warmup | Acc=65.110 | RoundTime=116.37s | TotalTime=8229.48s | Method=fedcda
[Round 096/210] Phase=standard | Stage=warmup | Acc=65.010 | RoundTime=110.47s | TotalTime=8339.96s | Method=fedcda
[Round 097/210] Phase=standard | Stage=warmup | Acc=65.500 | RoundTime=114.55s | TotalTime=8454.51s | Method=fedcda
[Round 098/210] Phase=standard | Stage=warmup | Acc=66.040 | RoundTime=111.40s | TotalTime=8565.92s | Method=fedcda
[Round 099/210] Phase=standard | Stage=warmup | Acc=67.160 | RoundTime=118.57s | TotalTime=8684.50s | Method=fedcda
[Round 100/210] Phase=standard | Stage=warmup | Acc=69.780 | RoundTime=112.12s | TotalTime=8796.63s | Method=fedcda
[Round 101/210] Phase=standard | Stage=warmup | Acc=68.440 | RoundTime=117.87s | TotalTime=8914.51s | Method=fedcda
[Round 102/210] Phase=standard | Stage=warmup | Acc=67.280 | RoundTime=116.52s | TotalTime=9031.04s | Method=fedcda
[Round 103/210] Phase=standard | Stage=warmup | Acc=70.940 | RoundTime=118.86s | TotalTime=9149.91s | Method=fedcda
[Round 104/210] Phase=standard | Stage=warmup | Acc=71.140 | RoundTime=115.02s | TotalTime=9264.94s | Method=fedcda
[Round 105/210] Phase=standard | Stage=warmup | Acc=70.780 | RoundTime=116.57s | TotalTime=9381.52s | Method=fedcda
[Round 106/210] Phase=standard | Stage=warmup | Acc=69.210 | RoundTime=115.79s | TotalTime=9497.31s | Method=fedcda
[Round 107/210] Phase=standard | Stage=warmup | Acc=69.770 | RoundTime=120.41s | TotalTime=9617.73s | Method=fedcda
[Round 108/210] Phase=standard | Stage=warmup | Acc=68.360 | RoundTime=118.11s | TotalTime=9735.85s | Method=fedcda
[Round 109/210] Phase=standard | Stage=warmup | Acc=65.920 | RoundTime=118.26s | TotalTime=9854.13s | Method=fedcda
[Round 110/210] Phase=standard | Stage=warmup | Acc=69.500 | RoundTime=106.27s | TotalTime=9960.40s | Method=fedcda
[Round 111/210] Phase=standard | Stage=warmup | Acc=68.820 | RoundTime=117.34s | TotalTime=10077.75s | Method=fedcda
[Round 112/210] Phase=standard | Stage=warmup | Acc=70.850 | RoundTime=116.22s | TotalTime=10193.97s | Method=fedcda
[Round 113/210] Phase=standard | Stage=warmup | Acc=71.710 | RoundTime=113.66s | TotalTime=10307.64s | Method=fedcda
[Round 114/210] Phase=standard | Stage=warmup | Acc=72.530 | RoundTime=106.85s | TotalTime=10414.51s | Method=fedcda
[Round 115/210] Phase=standard | Stage=warmup | Acc=72.310 | RoundTime=126.58s | TotalTime=10541.10s | Method=fedcda
[Round 116/210] Phase=standard | Stage=warmup | Acc=66.990 | RoundTime=126.54s | TotalTime=10667.65s | Method=fedcda
[Round 117/210] Phase=standard | Stage=warmup | Acc=69.460 | RoundTime=126.97s | TotalTime=10794.63s | Method=fedcda
[Round 118/210] Phase=standard | Stage=warmup | Acc=69.760 | RoundTime=120.80s | TotalTime=10915.44s | Method=fedcda
[Round 119/210] Phase=standard | Stage=warmup | Acc=70.020 | RoundTime=116.65s | TotalTime=11032.10s | Method=fedcda
[Round 120/210] Phase=standard | Stage=warmup | Acc=71.880 | RoundTime=118.55s | TotalTime=11150.66s | Method=fedcda
[Round 121/210] Phase=standard | Stage=warmup | Acc=70.360 | RoundTime=118.49s | TotalTime=11269.15s | Method=fedcda
[Round 122/210] Phase=standard | Stage=warmup | Acc=72.420 | RoundTime=105.73s | TotalTime=11374.90s | Method=fedcda
[Round 123/210] Phase=standard | Stage=warmup | Acc=71.180 | RoundTime=127.85s | TotalTime=11502.76s | Method=fedcda
[Round 124/210] Phase=standard | Stage=warmup | Acc=71.780 | RoundTime=127.72s | TotalTime=11630.48s | Method=fedcda
[Round 125/210] Phase=standard | Stage=warmup | Acc=66.480 | RoundTime=137.90s | TotalTime=11768.40s | Method=fedcda
[Round 126/210] Phase=standard | Stage=warmup | Acc=66.820 | RoundTime=133.12s | TotalTime=11901.53s | Method=fedcda
[Round 127/210] Phase=standard | Stage=warmup | Acc=69.690 | RoundTime=121.39s | TotalTime=12022.93s | Method=fedcda
[Round 128/210] Phase=standard | Stage=warmup | Acc=69.040 | RoundTime=136.18s | TotalTime=12159.12s | Method=fedcda
[Round 129/210] Phase=standard | Stage=warmup | Acc=68.710 | RoundTime=133.91s | TotalTime=12293.04s | Method=fedcda
[Round 130/210] Phase=standard | Stage=warmup | Acc=70.660 | RoundTime=134.31s | TotalTime=12427.36s | Method=fedcda
[Round 131/210] Phase=standard | Stage=warmup | Acc=72.760 | RoundTime=138.92s | TotalTime=12566.29s | Method=fedcda
[Round 132/210] Phase=standard | Stage=warmup | Acc=72.720 | RoundTime=137.66s | TotalTime=12703.96s | Method=fedcda
[Round 133/210] Phase=standard | Stage=warmup | Acc=75.850 | RoundTime=135.70s | TotalTime=12839.66s | Method=fedcda
[Round 134/210] Phase=standard | Stage=warmup | Acc=69.850 | RoundTime=133.24s | TotalTime=12972.91s | Method=fedcda
[Round 135/210] Phase=standard | Stage=warmup | Acc=70.960 | RoundTime=134.06s | TotalTime=13106.98s | Method=fedcda
[Round 136/210] Phase=standard | Stage=warmup | Acc=70.990 | RoundTime=138.73s | TotalTime=13245.72s | Method=fedcda
[Round 137/210] Phase=standard | Stage=warmup | Acc=69.560 | RoundTime=131.97s | TotalTime=13377.69s | Method=fedcda
