========================================================================================================================
Training started at: 2026-04-08 01:01:00
Result directory: results/fl_mnist/fedprox/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_mu-0.01
Result txt file : results/fl_mnist/fedprox/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_mu-0.01/fedprox_fl_mnist_20260408-010100-817435_pid465261.txt
Result log file : results/fl_mnist/fedprox/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_mu-0.01/fedprox_fl_mnist_20260408-010100-817435_pid465261.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_mnist
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 110
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.01
========================================================================================================================
[Round 001/110] Phase=standard | Stage=warmup | Acc=11.350 | RoundTime=52.15s | TotalTime=52.16s | Method=fedprox
[Round 002/110] Phase=standard | Stage=warmup | Acc=59.360 | RoundTime=50.72s | TotalTime=102.88s | Method=fedprox
[Round 003/110] Phase=standard | Stage=warmup | Acc=92.800 | RoundTime=49.94s | TotalTime=152.82s | Method=fedprox
[Round 004/110] Phase=standard | Stage=warmup | Acc=96.900 | RoundTime=48.74s | TotalTime=201.66s | Method=fedprox
[Round 005/110] Phase=standard | Stage=warmup | Acc=97.170 | RoundTime=49.73s | TotalTime=251.40s | Method=fedprox
[Round 006/110] Phase=standard | Stage=warmup | Acc=97.960 | RoundTime=50.28s | TotalTime=301.68s | Method=fedprox
[Round 007/110] Phase=standard | Stage=warmup | Acc=98.260 | RoundTime=50.27s | TotalTime=351.96s | Method=fedprox
[Round 008/110] Phase=standard | Stage=warmup | Acc=98.400 | RoundTime=50.46s | TotalTime=402.43s | Method=fedprox
[Round 009/110] Phase=standard | Stage=warmup | Acc=98.500 | RoundTime=49.68s | TotalTime=452.13s | Method=fedprox
[Round 010/110] Phase=standard | Stage=warmup | Acc=98.600 | RoundTime=51.10s | TotalTime=503.23s | Method=fedprox
[Round 011/110] Phase=standard | Stage=warmup | Acc=98.740 | RoundTime=49.91s | TotalTime=553.16s | Method=fedprox
[Round 012/110] Phase=standard | Stage=warmup | Acc=98.860 | RoundTime=49.68s | TotalTime=602.84s | Method=fedprox
[Round 013/110] Phase=standard | Stage=warmup | Acc=98.820 | RoundTime=50.64s | TotalTime=653.50s | Method=fedprox
[Round 014/110] Phase=standard | Stage=warmup | Acc=98.910 | RoundTime=50.47s | TotalTime=703.97s | Method=fedprox
[Round 015/110] Phase=standard | Stage=warmup | Acc=98.890 | RoundTime=50.22s | TotalTime=754.19s | Method=fedprox
[Round 016/110] Phase=standard | Stage=warmup | Acc=99.080 | RoundTime=51.70s | TotalTime=805.90s | Method=fedprox
[Round 017/110] Phase=standard | Stage=warmup | Acc=99.060 | RoundTime=50.14s | TotalTime=856.05s | Method=fedprox
[Round 018/110] Phase=standard | Stage=warmup | Acc=98.950 | RoundTime=50.32s | TotalTime=906.38s | Method=fedprox
[Round 019/110] Phase=standard | Stage=warmup | Acc=99.030 | RoundTime=50.74s | TotalTime=957.12s | Method=fedprox
[Round 020/110] Phase=standard | Stage=warmup | Acc=99.090 | RoundTime=52.05s | TotalTime=1009.18s | Method=fedprox
[Round 021/110] Phase=standard | Stage=warmup | Acc=99.110 | RoundTime=51.00s | TotalTime=1060.19s | Method=fedprox
[Round 022/110] Phase=standard | Stage=warmup | Acc=99.120 | RoundTime=60.89s | TotalTime=1121.09s | Method=fedprox
[Round 023/110] Phase=standard | Stage=warmup | Acc=99.150 | RoundTime=79.87s | TotalTime=1200.96s | Method=fedprox
[Round 024/110] Phase=standard | Stage=warmup | Acc=99.020 | RoundTime=79.43s | TotalTime=1280.40s | Method=fedprox
[Round 025/110] Phase=standard | Stage=warmup | Acc=99.100 | RoundTime=78.73s | TotalTime=1359.14s | Method=fedprox
[Round 026/110] Phase=standard | Stage=warmup | Acc=99.180 | RoundTime=79.96s | TotalTime=1439.10s | Method=fedprox
[Round 027/110] Phase=standard | Stage=warmup | Acc=99.210 | RoundTime=81.36s | TotalTime=1520.48s | Method=fedprox
[Round 028/110] Phase=standard | Stage=warmup | Acc=99.150 | RoundTime=80.18s | TotalTime=1600.66s | Method=fedprox
