model,dataset,dir_alpha,noise_mode,noise_rate,noise_type,strategy,drop_rate,batch_size,final_acc,best_acc,final_pure,best_pure
feddenoise,fl_cifar10,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.65,54,63.210,64.450,95.962,97.117
feddenoise,fl_cifar10,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.65,64,62.870,64.110,95.888,96.624
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.3,24,74.300,75.870,87.436,88.891
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.3,28,70.950,73.450,87.759,88.037
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.3,32,74.890,74.890,87.643,88.640
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,24,74.560,75.560,88.981,91.095
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,28,75.200,75.330,90.719,90.987
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,32,72.110,74.850,90.743,92.064
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.38,24,75.640,75.960,92.187,93.178
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.38,28,77.020,78.340,92.841,93.818
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.38,32,73.800,75.380,92.537,93.284
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,24,74.060,75.560,91.525,92.660
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,28,72.870,75.210,94.144,94.144
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,32,75.490,75.660,94.024,94.578
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,24,73.760,76.180,93.863,94.420
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,28,76.130,76.130,94.026,95.144
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,32,74.740,76.060,94.564,95.809
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,24,75.210,75.210,96.390,97.100
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,28,72.840,74.690,96.423,96.805
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,32,73.540,74.280,96.561,97.191
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,24,70.600,72.470,96.795,96.897
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,28,72.080,73.070,96.695,97.381
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,32,73.420,73.420,93.999,96.774
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,24,69.820,71.090,94.156,97.695
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,28,72.720,73.010,97.408,97.808
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,32,71.100,71.100,97.856,98.116
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.65,24,67.370,69.690,96.930,97.753
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.65,28,69.770,69.960,97.511,98.204
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.65,32,70.380,71.120,96.744,98.594
feddenoise,fl_cifar10,0.1,uni_nr,0.3,symmetric_st,most_sim_dr,0.15,64,37.590,41.760,71.588,74.238
feddenoise,fl_cifar10,0.1,uni_nr,0.3,symmetric_st,most_sim_dr,0.3,64,39.440,43.400,74.431,80.444
feddenoise,fl_cifar10,0.1,uni_nr,0.3,symmetric_st,most_sim_dr,0.3,64,35.330,41.360,73.605,81.114
feddenoise,fl_cifar10,0.1,uni_nr,0.3,symmetric_st,most_sim_dr,0.3,64,40.370,45.570,74.895,80.473
feddenoise,fl_cifar10,0.3,uni_nr,0.3,symmetric_st,most_sim_dr,0.15,64,52.900,57.170,73.992,76.556
feddenoise,fl_cifar10,0.3,uni_nr,0.3,symmetric_st,most_sim_dr,0.3,64,58.960,59.170,78.045,85.002
feddenoise,fl_cifar10,0.3,uni_nr,0.3,symmetric_st,most_sim_dr,0.3,64,56.370,60.670,84.064,84.274
feddenoise,fl_cifar10,0.3,uni_nr,0.3,symmetric_st,most_sim_dr,0.3,64,57.930,61.800,84.095,84.482
feddenoise,fl_cifar10,0.5,uni_nr,0.3,symmetric_st,most_sim_dr,0.15,64,66.260,66.440,77.253,78.584
feddenoise,fl_cifar10,0.5,uni_nr,0.3,symmetric_st,most_sim_dr,0.3,64,69.690,71.560,88.255,90.379
feddenoise,fl_cifar10,0.5,uni_nr,0.3,symmetric_st,most_sim_dr,0.3,64,69.820,71.750,88.189,89.037
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,most_sim_dr,0.15,64,67.550,67.550,78.284,78.323
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,most_sim_dr,0.3,64,69.410,70.970,85.844,88.310
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,most_sim_dr,0.3,64,74.350,74.420,88.802,90.278
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,most_sim_dr,0.3,64,73.120,73.120,83.772,88.786
feddenoise,fl_cifar10,0.1,uni_nr,0.3,symmetric_st,random_dr,0.15,64,34.290,43.200,72.756,74.764
feddenoise,fl_cifar10,0.1,uni_nr,0.3,symmetric_st,random_dr,0.3,64,38.880,44.330,77.292,81.556
feddenoise,fl_cifar10,0.1,uni_nr,0.3,symmetric_st,random_dr,0.3,64,42.600,46.430,80.255,82.834
feddenoise,fl_cifar10,0.3,uni_nr,0.3,symmetric_st,random_dr,0.15,64,54.640,57.480,75.129,76.451
feddenoise,fl_cifar10,0.3,uni_nr,0.3,symmetric_st,random_dr,0.3,64,59.510,63.150,83.691,87.961
feddenoise,fl_cifar10,0.5,uni_nr,0.3,symmetric_st,random_dr,0.15,64,63.160,66.070,77.114,78.455
feddenoise,fl_cifar10,0.5,uni_nr,0.3,symmetric_st,random_dr,0.3,64,67.860,70.570,87.582,89.125
feddenoise,fl_cifar10,0.5,uni_nr,0.3,symmetric_st,random_dr,0.3,64,70.450,71.040,87.382,88.499
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,random_dr,0.15,64,68.770,68.990,78.343,78.466
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,random_dr,0.3,64,72.570,72.570,89.216,89.670
feddenoise,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,random_dr,0.3,64,71.640,73.890,89.933,89.942
fedrdn,fl_cifar10,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.15,64,34.030,42.080,,
fedrdn,fl_cifar10,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.15,64,53.590,57.890,,
fedrdn,fl_cifar10,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.15,64,62.130,62.790,,
fedrdn,fl_cifar10,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.15,64,56.780,65.610,,
fedcda,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.15,64,17.770,18.410,,
fedcda,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.15,64,22.390,23.080,,
fedcda,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.15,64,23.030,23.360,,
fedcda,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.15,64,22.630,23.590,,
fedcda,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.15,64,24.950,25.140,,
fedcda,fl_cifar100,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.15,64,24.650,25.220,,
fedcda,fl_cifar100,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.15,64,25.390,25.800,,
fedcda,fl_cifar100,0.8,uni_nr,0.3,symmetric_st,least_sim_dr,0.15,64,25.000,25.370,,
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,global_dr,0.15,64,23.780,24.230,76.060,77.711
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,global_dr,0.3,64,26.900,27.460,84.733,87.304
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,global_dr,0.3,64,28.870,28.910,85.911,86.797
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,global_dr,0.15,64,29.690,30.440,77.872,78.354
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,global_dr,0.3,64,31.930,33.080,87.608,87.858
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,global_dr,0.3,64,33.090,33.470,86.751,87.921
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,global_dr,0.15,64,30.940,32.560,78.328,78.508
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,global_dr,0.3,64,33.770,34.180,87.647,88.410
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,global_dr,0.3,64,33.990,34.170,87.692,88.128
feddenoise,fl_cifar100,0.8,uni_nr,0.3,symmetric_st,global_dr,0.15,64,31.470,31.970,78.468,78.593
feddenoise,fl_cifar100,0.8,uni_nr,0.3,symmetric_st,global_dr,0.3,64,35.270,35.270,88.214,88.550
feddenoise,fl_cifar100,0.8,uni_nr,0.3,symmetric_st,global_dr,0.3,64,36.000,36.000,88.006,88.816
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.3,32,23.870,24.500,77.001,79.182
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.3,36,23.620,24.820,78.306,78.636
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.3,40,24.660,25.780,78.154,80.376
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.3,48,23.730,24.190,78.001,79.133
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.3,54,23.540,23.900,78.125,80.052
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.3,64,24.340,25.000,78.393,79.827
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,32,24.820,26.150,80.311,81.879
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,36,24.290,24.850,79.609,80.828
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,40,24.560,25.460,79.257,81.778
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,48,24.930,25.280,80.090,81.458
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,54,23.790,24.420,80.336,81.330
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,64,24.800,26.520,79.184,82.445
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,32,26.100,26.800,81.232,83.239
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,36,27.040,27.070,82.261,83.435
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,40,26.760,26.760,83.747,84.574
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,48,28.140,28.860,82.069,84.516
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,54,25.490,26.440,82.694,83.287
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,64,25.750,25.750,81.823,83.946
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,32,26.220,26.630,83.738,84.679
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,36,28.010,28.010,84.506,85.810
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,40,26.640,26.640,85.273,86.699
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,48,25.990,26.890,83.618,85.792
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,54,25.520,26.230,83.348,85.794
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,64,25.320,26.830,84.546,85.610
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,32,27.490,28.300,86.885,88.457
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,36,27.220,27.240,88.035,88.314
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,40,28.390,28.810,85.827,88.342
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,48,26.510,26.750,84.637,88.062
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,54,26.330,26.330,86.458,88.213
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,64,27.680,28.180,86.356,87.586
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,32,27.060,27.060,87.433,89.660
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,36,26.990,27.410,86.351,88.193
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,40,27.940,28.100,88.231,89.679
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,48,27.480,28.420,87.828,89.456
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,54,25.580,26.080,87.241,89.257
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,64,27.990,27.990,87.673,90.027
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,32,26.740,27.530,89.984,91.995
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,36,25.720,26.950,90.471,91.348
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,40,25.550,26.020,88.808,91.649
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,48,27.260,27.260,89.220,90.702
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,54,25.000,25.780,89.009,90.782
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,64,28.290,29.310,90.311,91.192
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.65,32,25.240,25.710,90.536,91.543
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.65,36,24.320,24.900,90.529,92.244
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.65,40,25.920,25.920,90.033,92.044
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.65,48,27.510,28.270,92.010,93.205
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.65,54,24.100,25.130,87.800,93.334
feddenoise,fl_cifar100,0.1,uni_nr,0.3,symmetric_st,least_sim_dr,0.65,64,27.630,28.530,89.685,93.290
feddenoise,fl_cifar100,0.3,uni_nr,0.1,symmetric_st,least_sim_dr,0.15,64,39.220,40.460,94.090,94.535
feddenoise,fl_cifar100,0.3,uni_nr,0.2,symmetric_st,least_sim_dr,0.25,64,36.500,36.800,89.627,89.956
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.3,32,31.060,31.460,80.573,81.000
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.3,40,31.470,31.470,81.832,81.832
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.3,48,31.440,31.440,81.460,81.792
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.3,54,30.670,31.200,81.062,82.012
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.3,60,32.270,32.480,81.892,82.701
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,32,31.540,31.580,83.088,83.842
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,40,32.410,32.460,84.607,85.068
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,48,31.130,32.140,83.018,83.650
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,54,31.160,32.030,82.444,83.490
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,60,30.010,31.170,84.610,84.610
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,64,31.970,32.720,83.710,84.681
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,32,32.950,33.080,85.142,86.016
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,40,31.160,31.580,85.910,86.619
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,48,32.120,32.550,85.781,87.170
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,54,32.130,32.760,85.471,86.593
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,60,32.710,32.810,85.278,87.719
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,32,31.750,31.760,87.267,88.624
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,40,31.990,32.630,88.745,89.972
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,48,33.960,34.130,88.923,89.629
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,54,33.060,33.120,87.023,88.810
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,60,33.500,33.970,89.623,90.320
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,32,32.160,32.420,89.957,90.729
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,40,31.810,32.710,89.827,91.335
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,48,33.520,33.550,91.233,91.658
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,54,32.280,32.280,90.365,91.162
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,60,32.760,33.380,90.256,91.352
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,32,33.200,33.230,91.592,92.247
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,40,33.500,33.810,92.017,92.509
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,48,31.640,32.090,92.038,92.187
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,54,32.530,32.530,90.379,91.811
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,60,33.750,33.750,92.597,94.296
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,32,30.990,31.600,92.121,93.251
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,40,32.520,32.540,93.096,93.942
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,48,32.870,32.870,93.230,94.916
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,54,31.660,32.360,92.417,93.564
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,60,31.860,31.910,93.472,94.167
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.65,32,32.120,32.570,94.104,94.702
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.65,40,31.780,31.780,94.945,95.121
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.65,48,31.160,32.000,94.274,94.898
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.65,54,29.760,29.760,93.204,94.529
feddenoise,fl_cifar100,0.3,uni_nr,0.3,symmetric_st,least_sim_dr,0.65,60,30.100,31.300,93.899,94.381
feddenoise,fl_cifar100,0.3,uni_nr,0.4,symmetric_st,least_sim_dr,0.45,64,27.150,27.690,77.387,78.246
feddenoise,fl_cifar100,0.3,uni_nr,0.5,symmetric_st,least_sim_dr,0.55,64,23.860,25.080,73.062,73.062
feddenoise,fl_cifar100,0.3,uni_nr,0.6,symmetric_st,least_sim_dr,0.65,64,19.160,19.940,61.284,64.538
feddenoise,fl_cifar100,0.3,uni_nr,0.7,symmetric_st,least_sim_dr,0.75,64,15.660,16.250,51.760,55.090
feddenoise,fl_cifar100,0.3,uni_nr,0.8,symmetric_st,least_sim_dr,0.85,64,9.340,9.450,38.319,38.319
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.3,32,32.290,33.130,81.308,82.027
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.3,36,32.440,32.500,81.526,81.903
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.3,40,33.520,33.870,82.582,83.209
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.3,54,31.470,31.530,82.163,82.334
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.3,64,33.260,33.260,81.146,82.871
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,36,32.290,33.380,83.569,84.744
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,40,33.290,33.290,85.503,85.565
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,48,34.000,34.060,85.394,85.394
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,54,33.200,33.200,83.390,84.644
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.35,64,33.440,33.690,85.019,85.552
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,32,32.890,32.890,86.218,87.199
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,36,35.540,35.540,87.176,88.257
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,40,32.610,33.760,87.404,88.115
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,48,33.540,33.630,87.817,88.056
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,54,34.460,34.770,86.789,87.344
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.4,64,33.750,33.920,86.781,87.969
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,32,34.250,34.250,88.530,89.609
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,36,33.610,34.070,89.580,89.775
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,40,33.710,33.710,89.409,90.210
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,48,32.820,34.090,89.086,89.429
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,54,33.710,34.290,89.078,89.830
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.45,64,34.810,36.080,90.276,90.474
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,32,34.090,34.260,91.169,91.736
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,36,34.080,34.170,91.731,92.319
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,40,35.100,35.190,91.885,92.785
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,48,34.340,34.420,91.458,92.112
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,54,32.640,32.640,90.451,91.693
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.5,64,35.620,35.620,91.833,92.528
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,32,34.580,34.580,92.997,93.958
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,36,33.680,33.680,91.185,92.800
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,40,34.040,34.040,93.432,93.731
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,48,34.380,34.800,92.389,93.768
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,54,33.790,34.660,92.274,92.818
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.55,64,35.050,35.390,92.550,93.659
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,32,33.120,33.440,94.947,94.947
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,36,34.620,34.620,93.752,94.914
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,40,32.560,32.710,93.808,94.442
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,48,33.670,33.670,92.602,94.677
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,54,32.790,32.790,93.974,94.921
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.6,64,35.180,35.630,94.813,95.236
feddenoise,fl_cifar100,0.5,uni_nr,0.3,symmetric_st,least_sim_dr,0.65,32,31.320,32.120,94.777,95.217
