========================================================================================================================
Training started at: 2026-04-07 22:25:56
Result directory: results/fl_cifar10/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_mu-0.01
Result txt file : results/fl_cifar10/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_mu-0.01/fedprox_fl_cifar10_20260407-222556-227191_pid3732212.txt
Result log file : results/fl_cifar10/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_mu-0.01/fedprox_fl_cifar10_20260407-222556-227191_pid3732212.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 110
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.01
========================================================================================================================
[Round 001/110] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=44.30s | TotalTime=44.31s | Method=fedprox
[Round 002/110] Phase=standard | Stage=warmup | Acc=18.780 | RoundTime=42.98s | TotalTime=87.30s | Method=fedprox
[Round 003/110] Phase=standard | Stage=warmup | Acc=32.690 | RoundTime=42.40s | TotalTime=129.71s | Method=fedprox
[Round 004/110] Phase=standard | Stage=warmup | Acc=39.280 | RoundTime=42.17s | TotalTime=171.89s | Method=fedprox
[Round 005/110] Phase=standard | Stage=warmup | Acc=41.090 | RoundTime=43.48s | TotalTime=215.38s | Method=fedprox
[Round 006/110] Phase=standard | Stage=warmup | Acc=43.980 | RoundTime=41.98s | TotalTime=257.36s | Method=fedprox
[Round 007/110] Phase=standard | Stage=warmup | Acc=45.560 | RoundTime=42.21s | TotalTime=299.58s | Method=fedprox
[Round 008/110] Phase=standard | Stage=warmup | Acc=48.720 | RoundTime=41.71s | TotalTime=341.30s | Method=fedprox
[Round 009/110] Phase=standard | Stage=warmup | Acc=49.740 | RoundTime=42.02s | TotalTime=383.32s | Method=fedprox
[Round 010/110] Phase=standard | Stage=warmup | Acc=50.870 | RoundTime=42.98s | TotalTime=426.32s | Method=fedprox
[Round 011/110] Phase=standard | Stage=warmup | Acc=53.280 | RoundTime=43.64s | TotalTime=469.96s | Method=fedprox
[Round 012/110] Phase=standard | Stage=warmup | Acc=54.210 | RoundTime=42.67s | TotalTime=512.64s | Method=fedprox
