========================================================================================================================
Training started at: 2026-04-07 04:41:06
Result directory: results/fl_cifar10/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_mu-0.01
Result txt file : results/fl_cifar10/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_mu-0.01/fedprox_fl_cifar10_20260407-044106-410370_pid3952610.txt
Result log file : results/fl_cifar10/fedprox/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_mu-0.01/fedprox_fl_cifar10_20260407-044106-410370_pid3952610.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 210
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.01
========================================================================================================================
[Round 001/210] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=36.93s | TotalTime=36.93s | Method=fedprox
[Round 002/210] Phase=standard | Stage=warmup | Acc=19.040 | RoundTime=35.73s | TotalTime=72.67s | Method=fedprox
[Round 003/210] Phase=standard | Stage=warmup | Acc=31.500 | RoundTime=35.57s | TotalTime=108.25s | Method=fedprox
[Round 004/210] Phase=standard | Stage=warmup | Acc=39.280 | RoundTime=35.84s | TotalTime=144.10s | Method=fedprox
[Round 005/210] Phase=standard | Stage=warmup | Acc=41.360 | RoundTime=35.73s | TotalTime=179.83s | Method=fedprox
[Round 006/210] Phase=standard | Stage=warmup | Acc=43.500 | RoundTime=35.95s | TotalTime=215.80s | Method=fedprox
[Round 007/210] Phase=standard | Stage=warmup | Acc=44.560 | RoundTime=35.73s | TotalTime=251.54s | Method=fedprox
[Round 008/210] Phase=standard | Stage=warmup | Acc=48.070 | RoundTime=36.09s | TotalTime=287.64s | Method=fedprox
[Round 009/210] Phase=standard | Stage=warmup | Acc=50.230 | RoundTime=35.73s | TotalTime=323.38s | Method=fedprox
[Round 010/210] Phase=standard | Stage=warmup | Acc=50.550 | RoundTime=35.82s | TotalTime=359.20s | Method=fedprox
[Round 011/210] Phase=standard | Stage=warmup | Acc=52.240 | RoundTime=35.80s | TotalTime=395.01s | Method=fedprox
[Round 012/210] Phase=standard | Stage=warmup | Acc=53.680 | RoundTime=35.88s | TotalTime=430.91s | Method=fedprox
[Round 013/210] Phase=standard | Stage=warmup | Acc=53.570 | RoundTime=36.57s | TotalTime=467.49s | Method=fedprox
[Round 014/210] Phase=standard | Stage=warmup | Acc=55.570 | RoundTime=35.84s | TotalTime=503.34s | Method=fedprox
[Round 015/210] Phase=standard | Stage=warmup | Acc=57.020 | RoundTime=35.91s | TotalTime=539.26s | Method=fedprox
[Round 016/210] Phase=standard | Stage=warmup | Acc=58.400 | RoundTime=35.75s | TotalTime=575.02s | Method=fedprox
[Round 017/210] Phase=standard | Stage=warmup | Acc=58.200 | RoundTime=35.71s | TotalTime=610.74s | Method=fedprox
[Round 018/210] Phase=standard | Stage=warmup | Acc=59.850 | RoundTime=36.64s | TotalTime=647.39s | Method=fedprox
[Round 019/210] Phase=standard | Stage=warmup | Acc=60.870 | RoundTime=35.70s | TotalTime=683.11s | Method=fedprox
[Round 020/210] Phase=standard | Stage=warmup | Acc=61.000 | RoundTime=35.84s | TotalTime=718.96s | Method=fedprox
[Round 021/210] Phase=standard | Stage=warmup | Acc=62.300 | RoundTime=35.41s | TotalTime=754.38s | Method=fedprox
[Round 022/210] Phase=standard | Stage=warmup | Acc=62.790 | RoundTime=35.74s | TotalTime=790.14s | Method=fedprox
[Round 023/210] Phase=standard | Stage=warmup | Acc=64.020 | RoundTime=35.76s | TotalTime=825.91s | Method=fedprox
[Round 024/210] Phase=standard | Stage=warmup | Acc=64.100 | RoundTime=35.64s | TotalTime=861.56s | Method=fedprox
[Round 025/210] Phase=standard | Stage=warmup | Acc=65.200 | RoundTime=35.69s | TotalTime=897.26s | Method=fedprox
[Round 026/210] Phase=standard | Stage=warmup | Acc=66.090 | RoundTime=35.67s | TotalTime=932.94s | Method=fedprox
[Round 027/210] Phase=standard | Stage=warmup | Acc=67.250 | RoundTime=35.73s | TotalTime=968.69s | Method=fedprox
[Round 028/210] Phase=standard | Stage=warmup | Acc=68.450 | RoundTime=35.84s | TotalTime=1004.53s | Method=fedprox
[Round 029/210] Phase=standard | Stage=warmup | Acc=68.200 | RoundTime=35.55s | TotalTime=1040.10s | Method=fedprox
[Round 030/210] Phase=standard | Stage=warmup | Acc=69.340 | RoundTime=35.24s | TotalTime=1075.35s | Method=fedprox
[Round 031/210] Phase=standard | Stage=warmup | Acc=67.930 | RoundTime=23.55s | TotalTime=1098.91s | Method=fedprox
[Round 032/210] Phase=standard | Stage=warmup | Acc=69.750 | RoundTime=24.37s | TotalTime=1123.29s | Method=fedprox
[Round 033/210] Phase=standard | Stage=warmup | Acc=70.800 | RoundTime=24.33s | TotalTime=1147.63s | Method=fedprox
[Round 034/210] Phase=standard | Stage=warmup | Acc=70.730 | RoundTime=34.27s | TotalTime=1181.91s | Method=fedprox
[Round 035/210] Phase=standard | Stage=warmup | Acc=71.540 | RoundTime=35.88s | TotalTime=1217.79s | Method=fedprox
[Round 036/210] Phase=standard | Stage=warmup | Acc=71.500 | RoundTime=35.91s | TotalTime=1253.71s | Method=fedprox
[Round 037/210] Phase=standard | Stage=warmup | Acc=71.900 | RoundTime=35.91s | TotalTime=1289.63s | Method=fedprox
[Round 038/210] Phase=standard | Stage=warmup | Acc=71.870 | RoundTime=35.66s | TotalTime=1325.30s | Method=fedprox
[Round 039/210] Phase=standard | Stage=warmup | Acc=72.310 | RoundTime=36.22s | TotalTime=1361.53s | Method=fedprox
[Round 040/210] Phase=standard | Stage=warmup | Acc=72.450 | RoundTime=35.72s | TotalTime=1397.27s | Method=fedprox
[Round 041/210] Phase=standard | Stage=warmup | Acc=73.570 | RoundTime=35.99s | TotalTime=1433.27s | Method=fedprox
[Round 042/210] Phase=standard | Stage=warmup | Acc=73.460 | RoundTime=35.97s | TotalTime=1469.25s | Method=fedprox
[Round 043/210] Phase=standard | Stage=warmup | Acc=73.710 | RoundTime=35.41s | TotalTime=1504.67s | Method=fedprox
[Round 044/210] Phase=standard | Stage=warmup | Acc=73.490 | RoundTime=35.75s | TotalTime=1540.43s | Method=fedprox
[Round 045/210] Phase=standard | Stage=warmup | Acc=74.180 | RoundTime=35.67s | TotalTime=1576.11s | Method=fedprox
[Round 046/210] Phase=standard | Stage=warmup | Acc=74.810 | RoundTime=35.86s | TotalTime=1611.98s | Method=fedprox
[Round 047/210] Phase=standard | Stage=warmup | Acc=74.400 | RoundTime=36.41s | TotalTime=1648.40s | Method=fedprox
[Round 048/210] Phase=standard | Stage=warmup | Acc=75.200 | RoundTime=35.96s | TotalTime=1684.37s | Method=fedprox
[Round 049/210] Phase=standard | Stage=warmup | Acc=75.070 | RoundTime=35.87s | TotalTime=1720.25s | Method=fedprox
[Round 050/210] Phase=standard | Stage=warmup | Acc=76.430 | RoundTime=35.88s | TotalTime=1756.14s | Method=fedprox
[Round 051/210] Phase=standard | Stage=warmup | Acc=75.950 | RoundTime=36.01s | TotalTime=1792.15s | Method=fedprox
[Round 052/210] Phase=standard | Stage=warmup | Acc=75.830 | RoundTime=35.79s | TotalTime=1827.96s | Method=fedprox
[Round 053/210] Phase=standard | Stage=warmup | Acc=76.430 | RoundTime=36.23s | TotalTime=1864.20s | Method=fedprox
[Round 054/210] Phase=standard | Stage=warmup | Acc=76.660 | RoundTime=35.89s | TotalTime=1900.10s | Method=fedprox
[Round 055/210] Phase=standard | Stage=warmup | Acc=76.420 | RoundTime=35.25s | TotalTime=1935.35s | Method=fedprox
[Round 056/210] Phase=standard | Stage=warmup | Acc=77.050 | RoundTime=35.97s | TotalTime=1971.33s | Method=fedprox
[Round 057/210] Phase=standard | Stage=warmup | Acc=77.380 | RoundTime=36.08s | TotalTime=2007.42s | Method=fedprox
[Round 058/210] Phase=standard | Stage=warmup | Acc=77.370 | RoundTime=35.85s | TotalTime=2043.27s | Method=fedprox
[Round 059/210] Phase=standard | Stage=warmup | Acc=77.830 | RoundTime=35.91s | TotalTime=2079.19s | Method=fedprox
[Round 060/210] Phase=standard | Stage=warmup | Acc=77.940 | RoundTime=37.20s | TotalTime=2116.40s | Method=fedprox
[Round 061/210] Phase=standard | Stage=warmup | Acc=77.690 | RoundTime=36.91s | TotalTime=2153.31s | Method=fedprox
[Round 062/210] Phase=standard | Stage=warmup | Acc=78.090 | RoundTime=36.66s | TotalTime=2189.98s | Method=fedprox
[Round 063/210] Phase=standard | Stage=warmup | Acc=77.970 | RoundTime=35.95s | TotalTime=2225.94s | Method=fedprox
[Round 064/210] Phase=standard | Stage=warmup | Acc=77.360 | RoundTime=36.04s | TotalTime=2261.99s | Method=fedprox
[Round 065/210] Phase=standard | Stage=warmup | Acc=77.940 | RoundTime=35.96s | TotalTime=2297.96s | Method=fedprox
[Round 066/210] Phase=standard | Stage=warmup | Acc=77.760 | RoundTime=37.00s | TotalTime=2334.97s | Method=fedprox
[Round 067/210] Phase=standard | Stage=warmup | Acc=78.780 | RoundTime=36.82s | TotalTime=2371.80s | Method=fedprox
[Round 068/210] Phase=standard | Stage=warmup | Acc=78.650 | RoundTime=35.79s | TotalTime=2407.60s | Method=fedprox
[Round 069/210] Phase=standard | Stage=warmup | Acc=78.910 | RoundTime=35.80s | TotalTime=2443.41s | Method=fedprox
[Round 070/210] Phase=standard | Stage=warmup | Acc=78.960 | RoundTime=35.70s | TotalTime=2479.12s | Method=fedprox
[Round 071/210] Phase=standard | Stage=warmup | Acc=79.380 | RoundTime=35.83s | TotalTime=2514.96s | Method=fedprox
[Round 072/210] Phase=standard | Stage=warmup | Acc=79.820 | RoundTime=35.95s | TotalTime=2550.93s | Method=fedprox
[Round 073/210] Phase=standard | Stage=warmup | Acc=80.320 | RoundTime=36.00s | TotalTime=2586.93s | Method=fedprox
[Round 074/210] Phase=standard | Stage=warmup | Acc=79.880 | RoundTime=35.76s | TotalTime=2622.71s | Method=fedprox
[Round 075/210] Phase=standard | Stage=warmup | Acc=80.050 | RoundTime=35.74s | TotalTime=2658.45s | Method=fedprox
[Round 076/210] Phase=standard | Stage=warmup | Acc=79.850 | RoundTime=35.70s | TotalTime=2694.17s | Method=fedprox
[Round 077/210] Phase=standard | Stage=warmup | Acc=79.840 | RoundTime=36.10s | TotalTime=2730.27s | Method=fedprox
[Round 078/210] Phase=standard | Stage=warmup | Acc=79.190 | RoundTime=36.05s | TotalTime=2766.33s | Method=fedprox
[Round 079/210] Phase=standard | Stage=warmup | Acc=79.850 | RoundTime=35.85s | TotalTime=2802.20s | Method=fedprox
[Round 080/210] Phase=standard | Stage=warmup | Acc=79.840 | RoundTime=36.29s | TotalTime=2838.49s | Method=fedprox
[Round 081/210] Phase=standard | Stage=warmup | Acc=80.510 | RoundTime=35.99s | TotalTime=2874.49s | Method=fedprox
[Round 082/210] Phase=standard | Stage=warmup | Acc=80.530 | RoundTime=35.83s | TotalTime=2910.34s | Method=fedprox
[Round 083/210] Phase=standard | Stage=warmup | Acc=80.120 | RoundTime=36.09s | TotalTime=2946.44s | Method=fedprox
[Round 084/210] Phase=standard | Stage=warmup | Acc=81.020 | RoundTime=35.94s | TotalTime=2982.39s | Method=fedprox
[Round 085/210] Phase=standard | Stage=warmup | Acc=80.270 | RoundTime=36.05s | TotalTime=3018.46s | Method=fedprox
[Round 086/210] Phase=standard | Stage=warmup | Acc=81.120 | RoundTime=36.16s | TotalTime=3054.63s | Method=fedprox
[Round 087/210] Phase=standard | Stage=warmup | Acc=80.890 | RoundTime=35.68s | TotalTime=3090.32s | Method=fedprox
[Round 088/210] Phase=standard | Stage=warmup | Acc=81.090 | RoundTime=36.26s | TotalTime=3126.59s | Method=fedprox
[Round 089/210] Phase=standard | Stage=warmup | Acc=80.990 | RoundTime=36.77s | TotalTime=3163.37s | Method=fedprox
[Round 090/210] Phase=standard | Stage=warmup | Acc=80.760 | RoundTime=36.05s | TotalTime=3199.43s | Method=fedprox
[Round 091/210] Phase=standard | Stage=warmup | Acc=81.370 | RoundTime=35.90s | TotalTime=3235.34s | Method=fedprox
[Round 092/210] Phase=standard | Stage=warmup | Acc=81.220 | RoundTime=35.74s | TotalTime=3271.09s | Method=fedprox
