========================================================================================================================
Training started at: 2026-04-09 17:21:31
Result directory: results/fl_cifar100/fedprox/pm-dir_a-0.1_nm-uni_nr-0.5_nt-symmetric_mu-0.001
Result txt file : results/fl_cifar100/fedprox/pm-dir_a-0.1_nm-uni_nr-0.5_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260409-172131-540658_pid1008536.txt
Result log file : results/fl_cifar100/fedprox/pm-dir_a-0.1_nm-uni_nr-0.5_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260409-172131-540658_pid1008536.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.001
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=189.90s | TotalTime=189.92s | Method=fedprox
[Round 002/100] Phase=standard | Stage=warmup | Acc=1.050 | RoundTime=185.98s | TotalTime=375.91s | Method=fedprox
[Round 003/100] Phase=standard | Stage=warmup | Acc=3.610 | RoundTime=186.17s | TotalTime=562.09s | Method=fedprox
[Round 004/100] Phase=standard | Stage=warmup | Acc=8.590 | RoundTime=187.19s | TotalTime=749.29s | Method=fedprox
[Round 005/100] Phase=standard | Stage=warmup | Acc=9.820 | RoundTime=187.32s | TotalTime=936.61s | Method=fedprox
[Round 006/100] Phase=standard | Stage=warmup | Acc=12.170 | RoundTime=187.00s | TotalTime=1123.62s | Method=fedprox
[Round 007/100] Phase=standard | Stage=warmup | Acc=13.320 | RoundTime=186.53s | TotalTime=1310.17s | Method=fedprox
[Round 008/100] Phase=standard | Stage=warmup | Acc=14.950 | RoundTime=184.87s | TotalTime=1495.05s | Method=fedprox
[Round 009/100] Phase=standard | Stage=warmup | Acc=16.990 | RoundTime=184.75s | TotalTime=1679.81s | Method=fedprox
[Round 010/100] Phase=standard | Stage=warmup | Acc=18.190 | RoundTime=187.06s | TotalTime=1866.88s | Method=fedprox
[Round 011/100] Phase=standard | Stage=warmup | Acc=18.890 | RoundTime=185.74s | TotalTime=2052.63s | Method=fedprox
[Round 012/100] Phase=standard | Stage=warmup | Acc=20.230 | RoundTime=185.89s | TotalTime=2238.52s | Method=fedprox
[Round 013/100] Phase=standard | Stage=warmup | Acc=21.320 | RoundTime=186.78s | TotalTime=2425.31s | Method=fedprox
[Round 014/100] Phase=standard | Stage=warmup | Acc=21.550 | RoundTime=185.72s | TotalTime=2611.05s | Method=fedprox
[Round 015/100] Phase=standard | Stage=warmup | Acc=22.510 | RoundTime=186.97s | TotalTime=2798.03s | Method=fedprox
[Round 016/100] Phase=standard | Stage=warmup | Acc=22.960 | RoundTime=187.11s | TotalTime=2985.15s | Method=fedprox
[Round 017/100] Phase=standard | Stage=warmup | Acc=23.050 | RoundTime=184.16s | TotalTime=3169.32s | Method=fedprox
[Round 018/100] Phase=standard | Stage=warmup | Acc=23.460 | RoundTime=185.74s | TotalTime=3355.07s | Method=fedprox
[Round 019/100] Phase=standard | Stage=warmup | Acc=24.260 | RoundTime=184.58s | TotalTime=3539.66s | Method=fedprox
[Round 020/100] Phase=standard | Stage=warmup | Acc=24.380 | RoundTime=187.03s | TotalTime=3726.70s | Method=fedprox
[Round 021/100] Phase=standard | Stage=warmup | Acc=24.690 | RoundTime=189.67s | TotalTime=3916.38s | Method=fedprox
[Round 022/100] Phase=standard | Stage=warmup | Acc=24.500 | RoundTime=186.97s | TotalTime=4103.36s | Method=fedprox
[Round 023/100] Phase=standard | Stage=warmup | Acc=24.620 | RoundTime=188.33s | TotalTime=4291.70s | Method=fedprox
[Round 024/100] Phase=standard | Stage=warmup | Acc=24.790 | RoundTime=182.53s | TotalTime=4474.24s | Method=fedprox
[Round 025/100] Phase=standard | Stage=warmup | Acc=24.570 | RoundTime=182.95s | TotalTime=4657.20s | Method=fedprox
[Round 026/100] Phase=standard | Stage=warmup | Acc=24.440 | RoundTime=189.46s | TotalTime=4846.67s | Method=fedprox
[Round 027/100] Phase=standard | Stage=warmup | Acc=24.350 | RoundTime=188.78s | TotalTime=5035.46s | Method=fedprox
[Round 028/100] Phase=standard | Stage=warmup | Acc=23.540 | RoundTime=190.44s | TotalTime=5225.91s | Method=fedprox
[Round 029/100] Phase=standard | Stage=warmup | Acc=23.460 | RoundTime=188.85s | TotalTime=5414.76s | Method=fedprox
[Round 030/100] Phase=standard | Stage=warmup | Acc=22.730 | RoundTime=189.73s | TotalTime=5604.50s | Method=fedprox
[Round 031/100] Phase=standard | Stage=warmup | Acc=22.300 | RoundTime=188.63s | TotalTime=5793.14s | Method=fedprox
[Round 032/100] Phase=standard | Stage=warmup | Acc=22.300 | RoundTime=189.69s | TotalTime=5982.83s | Method=fedprox
[Round 033/100] Phase=standard | Stage=warmup | Acc=21.940 | RoundTime=189.11s | TotalTime=6171.95s | Method=fedprox
[Round 034/100] Phase=standard | Stage=warmup | Acc=21.300 | RoundTime=189.98s | TotalTime=6361.94s | Method=fedprox
[Round 035/100] Phase=standard | Stage=warmup | Acc=20.880 | RoundTime=188.50s | TotalTime=6550.44s | Method=fedprox
[Round 036/100] Phase=standard | Stage=warmup | Acc=20.850 | RoundTime=183.32s | TotalTime=6733.77s | Method=fedprox
[Round 037/100] Phase=standard | Stage=warmup | Acc=20.270 | RoundTime=187.41s | TotalTime=6921.19s | Method=fedprox
[Round 038/100] Phase=standard | Stage=warmup | Acc=20.530 | RoundTime=188.63s | TotalTime=7109.83s | Method=fedprox
[Round 039/100] Phase=standard | Stage=warmup | Acc=19.970 | RoundTime=189.51s | TotalTime=7299.35s | Method=fedprox
[Round 040/100] Phase=standard | Stage=warmup | Acc=19.980 | RoundTime=184.17s | TotalTime=7483.53s | Method=fedprox
[Round 041/100] Phase=standard | Stage=warmup | Acc=19.910 | RoundTime=191.81s | TotalTime=7675.35s | Method=fedprox
[Round 042/100] Phase=standard | Stage=warmup | Acc=20.060 | RoundTime=190.88s | TotalTime=7866.24s | Method=fedprox
[Round 043/100] Phase=standard | Stage=warmup | Acc=19.680 | RoundTime=189.08s | TotalTime=8055.33s | Method=fedprox
[Round 044/100] Phase=standard | Stage=warmup | Acc=19.720 | RoundTime=188.78s | TotalTime=8244.13s | Method=fedprox
[Round 045/100] Phase=standard | Stage=warmup | Acc=19.120 | RoundTime=189.27s | TotalTime=8433.41s | Method=fedprox
[Round 046/100] Phase=standard | Stage=warmup | Acc=19.330 | RoundTime=189.90s | TotalTime=8623.32s | Method=fedprox
[Round 047/100] Phase=standard | Stage=warmup | Acc=18.860 | RoundTime=190.05s | TotalTime=8813.37s | Method=fedprox
[Round 048/100] Phase=standard | Stage=warmup | Acc=18.840 | RoundTime=191.18s | TotalTime=9004.56s | Method=fedprox
[Round 049/100] Phase=standard | Stage=warmup | Acc=18.620 | RoundTime=191.24s | TotalTime=9195.80s | Method=fedprox
[Round 050/100] Phase=standard | Stage=warmup | Acc=18.680 | RoundTime=192.25s | TotalTime=9388.06s | Method=fedprox
[Round 051/100] Phase=standard | Stage=warmup | Acc=18.380 | RoundTime=190.30s | TotalTime=9578.37s | Method=fedprox
[Round 052/100] Phase=standard | Stage=warmup | Acc=18.540 | RoundTime=191.55s | TotalTime=9769.93s | Method=fedprox
[Round 053/100] Phase=standard | Stage=warmup | Acc=18.130 | RoundTime=189.44s | TotalTime=9959.39s | Method=fedprox
[Round 054/100] Phase=standard | Stage=warmup | Acc=18.320 | RoundTime=189.53s | TotalTime=10148.92s | Method=fedprox
[Round 055/100] Phase=standard | Stage=warmup | Acc=18.290 | RoundTime=188.55s | TotalTime=10337.49s | Method=fedprox
[Round 056/100] Phase=standard | Stage=warmup | Acc=18.200 | RoundTime=190.62s | TotalTime=10528.12s | Method=fedprox
[Round 057/100] Phase=standard | Stage=warmup | Acc=17.960 | RoundTime=191.18s | TotalTime=10719.31s | Method=fedprox
