====================================================================================================
Training started at: 2026-03-30 13:24:21
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.5_nt-symmetric_st-least_sim_dr-0.25
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.5_nt-symmetric_st-least_sim_dr-0.25/fedcda_fl_cifar10_20260330-132421-445523_pid3321904.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.5_nt-symmetric_st-least_sim_dr-0.25/fedcda_fl_cifar10_20260330-132421-445523_pid3321904.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 40
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.25
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | RoundTime=26.11s | TotalTime=26.11s | Method=fedcda
[Round 002/100] Acc=11.760 | RoundTime=25.06s | TotalTime=51.17s | Method=fedcda
[Round 003/100] Acc=12.010 | RoundTime=25.71s | TotalTime=76.89s | Method=fedcda
[Round 004/100] Acc=12.860 | RoundTime=26.56s | TotalTime=103.45s | Method=fedcda
[Round 005/100] Acc=16.080 | RoundTime=26.34s | TotalTime=129.79s | Method=fedcda
[Round 006/100] Acc=19.400 | RoundTime=26.18s | TotalTime=155.97s | Method=fedcda
[Round 007/100] Acc=16.650 | RoundTime=25.43s | TotalTime=181.41s | Method=fedcda
[Round 008/100] Acc=19.900 | RoundTime=25.30s | TotalTime=206.71s | Method=fedcda
[Round 009/100] Acc=14.000 | RoundTime=25.94s | TotalTime=232.65s | Method=fedcda
[Round 010/100] Acc=16.530 | RoundTime=26.94s | TotalTime=259.60s | Method=fedcda
[Round 011/100] Acc=20.280 | RoundTime=27.70s | TotalTime=287.30s | Method=fedcda
[Round 012/100] Acc=14.910 | RoundTime=25.93s | TotalTime=313.23s | Method=fedcda
[Round 013/100] Acc=12.780 | RoundTime=21.83s | TotalTime=335.06s | Method=fedcda
[Round 014/100] Acc=14.160 | RoundTime=20.62s | TotalTime=355.68s | Method=fedcda
[Round 015/100] Acc=16.580 | RoundTime=20.26s | TotalTime=375.94s | Method=fedcda
[Round 016/100] Acc=23.030 | RoundTime=20.63s | TotalTime=396.57s | Method=fedcda
[Round 017/100] Acc=14.010 | RoundTime=20.10s | TotalTime=416.67s | Method=fedcda
[Round 018/100] Acc=13.510 | RoundTime=20.60s | TotalTime=437.27s | Method=fedcda
[Round 019/100] Acc=13.110 | RoundTime=20.82s | TotalTime=458.10s | Method=fedcda
[Round 020/100] Acc=13.000 | RoundTime=20.31s | TotalTime=478.41s | Method=fedcda
[Round 021/100] Acc=15.830 | RoundTime=20.66s | TotalTime=499.07s | Method=fedcda
[Round 022/100] Acc=15.530 | RoundTime=20.96s | TotalTime=520.02s | Method=fedcda
[Round 023/100] Acc=13.140 | RoundTime=20.47s | TotalTime=540.50s | Method=fedcda
[Round 024/100] Acc=14.790 | RoundTime=22.57s | TotalTime=563.07s | Method=fedcda
[Round 025/100] Acc=16.040 | RoundTime=20.52s | TotalTime=583.59s | Method=fedcda
[Round 026/100] Acc=17.430 | RoundTime=20.45s | TotalTime=604.04s | Method=fedcda
[Round 027/100] Acc=15.570 | RoundTime=21.22s | TotalTime=625.26s | Method=fedcda
[Round 028/100] Acc=14.420 | RoundTime=20.55s | TotalTime=645.81s | Method=fedcda
[Round 029/100] Acc=16.870 | RoundTime=20.81s | TotalTime=666.63s | Method=fedcda
[Round 030/100] Acc=14.670 | RoundTime=20.59s | TotalTime=687.22s | Method=fedcda
[Round 031/100] Acc=20.560 | RoundTime=20.16s | TotalTime=707.37s | Method=fedcda
[Round 032/100] Acc=22.820 | RoundTime=21.12s | TotalTime=728.50s | Method=fedcda
[Round 033/100] Acc=15.500 | RoundTime=20.51s | TotalTime=749.01s | Method=fedcda
[Round 034/100] Acc=12.280 | RoundTime=20.58s | TotalTime=769.59s | Method=fedcda
[Round 035/100] Acc=16.910 | RoundTime=21.12s | TotalTime=790.71s | Method=fedcda
[Round 036/100] Acc=16.130 | RoundTime=20.54s | TotalTime=811.25s | Method=fedcda
[Round 037/100] Acc=21.390 | RoundTime=21.10s | TotalTime=832.35s | Method=fedcda
[Round 038/100] Acc=22.400 | RoundTime=23.12s | TotalTime=855.47s | Method=fedcda
