========================================================================================================================
Training started at: 2026-04-08 11:22:42
Result directory: results/fl_cifar10/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_cifar10/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar10_20260408-112242-002368_pid3436592.txt
Result log file : results/fl_cifar10/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar10_20260408-112242-002368_pid3436592.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 210
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/210] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=57.83s | TotalTime=57.83s | Method=fedrdn
[Round 002/210] Phase=standard | Stage=warmup | Acc=17.200 | RoundTime=39.94s | TotalTime=97.82s | Method=fedrdn
[Round 003/210] Phase=standard | Stage=warmup | Acc=29.170 | RoundTime=34.77s | TotalTime=132.61s | Method=fedrdn
[Round 004/210] Phase=standard | Stage=warmup | Acc=33.540 | RoundTime=34.78s | TotalTime=167.41s | Method=fedrdn
[Round 005/210] Phase=standard | Stage=warmup | Acc=36.030 | RoundTime=40.20s | TotalTime=207.63s | Method=fedrdn
[Round 006/210] Phase=standard | Stage=warmup | Acc=38.190 | RoundTime=34.48s | TotalTime=242.14s | Method=fedrdn
[Round 007/210] Phase=standard | Stage=warmup | Acc=40.130 | RoundTime=34.62s | TotalTime=276.78s | Method=fedrdn
[Round 008/210] Phase=standard | Stage=warmup | Acc=41.520 | RoundTime=40.59s | TotalTime=317.39s | Method=fedrdn
[Round 009/210] Phase=standard | Stage=warmup | Acc=43.420 | RoundTime=34.86s | TotalTime=352.28s | Method=fedrdn
[Round 010/210] Phase=standard | Stage=warmup | Acc=43.890 | RoundTime=32.59s | TotalTime=384.90s | Method=fedrdn
[Round 011/210] Phase=standard | Stage=warmup | Acc=45.920 | RoundTime=35.50s | TotalTime=420.44s | Method=fedrdn
[Round 012/210] Phase=standard | Stage=warmup | Acc=47.810 | RoundTime=36.20s | TotalTime=456.68s | Method=fedrdn
[Round 013/210] Phase=standard | Stage=warmup | Acc=48.700 | RoundTime=32.51s | TotalTime=489.23s | Method=fedrdn
[Round 014/210] Phase=standard | Stage=warmup | Acc=48.970 | RoundTime=41.68s | TotalTime=530.93s | Method=fedrdn
[Round 015/210] Phase=standard | Stage=warmup | Acc=49.820 | RoundTime=37.90s | TotalTime=568.88s | Method=fedrdn
[Round 016/210] Phase=standard | Stage=warmup | Acc=51.750 | RoundTime=38.98s | TotalTime=607.90s | Method=fedrdn
[Round 017/210] Phase=standard | Stage=warmup | Acc=53.060 | RoundTime=43.34s | TotalTime=651.28s | Method=fedrdn
[Round 018/210] Phase=standard | Stage=warmup | Acc=52.810 | RoundTime=37.30s | TotalTime=688.63s | Method=fedrdn
[Round 019/210] Phase=standard | Stage=warmup | Acc=55.040 | RoundTime=37.45s | TotalTime=726.10s | Method=fedrdn
[Round 020/210] Phase=standard | Stage=warmup | Acc=54.770 | RoundTime=43.01s | TotalTime=769.12s | Method=fedrdn
[Round 021/210] Phase=standard | Stage=warmup | Acc=56.490 | RoundTime=38.18s | TotalTime=807.32s | Method=fedrdn
[Round 022/210] Phase=standard | Stage=warmup | Acc=57.610 | RoundTime=37.13s | TotalTime=844.50s | Method=fedrdn
[Round 023/210] Phase=standard | Stage=warmup | Acc=58.640 | RoundTime=43.45s | TotalTime=887.99s | Method=fedrdn
[Round 024/210] Phase=standard | Stage=warmup | Acc=58.490 | RoundTime=38.49s | TotalTime=926.50s | Method=fedrdn
[Round 025/210] Phase=standard | Stage=warmup | Acc=60.220 | RoundTime=36.83s | TotalTime=963.34s | Method=fedrdn
[Round 026/210] Phase=standard | Stage=warmup | Acc=60.470 | RoundTime=42.23s | TotalTime=1005.61s | Method=fedrdn
[Round 027/210] Phase=standard | Stage=warmup | Acc=61.370 | RoundTime=39.77s | TotalTime=1045.43s | Method=fedrdn
[Round 028/210] Phase=standard | Stage=warmup | Acc=61.280 | RoundTime=37.00s | TotalTime=1082.50s | Method=fedrdn
[Round 029/210] Phase=standard | Stage=warmup | Acc=62.190 | RoundTime=41.87s | TotalTime=1124.39s | Method=fedrdn
[Round 030/210] Phase=standard | Stage=warmup | Acc=62.750 | RoundTime=40.62s | TotalTime=1165.03s | Method=fedrdn
[Round 031/210] Phase=standard | Stage=warmup | Acc=62.530 | RoundTime=36.85s | TotalTime=1201.90s | Method=fedrdn
[Round 032/210] Phase=standard | Stage=warmup | Acc=64.940 | RoundTime=40.38s | TotalTime=1242.29s | Method=fedrdn
[Round 033/210] Phase=standard | Stage=warmup | Acc=65.200 | RoundTime=41.74s | TotalTime=1284.09s | Method=fedrdn
[Round 034/210] Phase=standard | Stage=warmup | Acc=65.200 | RoundTime=35.21s | TotalTime=1319.34s | Method=fedrdn
[Round 035/210] Phase=standard | Stage=warmup | Acc=66.590 | RoundTime=37.91s | TotalTime=1357.26s | Method=fedrdn
[Round 036/210] Phase=standard | Stage=warmup | Acc=66.330 | RoundTime=39.89s | TotalTime=1397.20s | Method=fedrdn
[Round 037/210] Phase=standard | Stage=warmup | Acc=67.710 | RoundTime=35.29s | TotalTime=1432.50s | Method=fedrdn
[Round 038/210] Phase=standard | Stage=warmup | Acc=67.310 | RoundTime=40.27s | TotalTime=1472.78s | Method=fedrdn
[Round 039/210] Phase=standard | Stage=warmup | Acc=67.540 | RoundTime=38.02s | TotalTime=1510.82s | Method=fedrdn
[Round 040/210] Phase=standard | Stage=warmup | Acc=68.560 | RoundTime=34.54s | TotalTime=1545.40s | Method=fedrdn
[Round 041/210] Phase=standard | Stage=warmup | Acc=67.960 | RoundTime=39.73s | TotalTime=1585.14s | Method=fedrdn
[Round 042/210] Phase=standard | Stage=warmup | Acc=69.640 | RoundTime=38.50s | TotalTime=1623.65s | Method=fedrdn
[Round 043/210] Phase=standard | Stage=warmup | Acc=69.850 | RoundTime=34.57s | TotalTime=1658.22s | Method=fedrdn
[Round 044/210] Phase=standard | Stage=warmup | Acc=70.950 | RoundTime=38.86s | TotalTime=1697.11s | Method=fedrdn
[Round 045/210] Phase=standard | Stage=warmup | Acc=70.550 | RoundTime=39.20s | TotalTime=1736.33s | Method=fedrdn
[Round 046/210] Phase=standard | Stage=warmup | Acc=71.680 | RoundTime=36.59s | TotalTime=1772.99s | Method=fedrdn
[Round 047/210] Phase=standard | Stage=warmup | Acc=71.290 | RoundTime=43.65s | TotalTime=1816.68s | Method=fedrdn
[Round 048/210] Phase=standard | Stage=warmup | Acc=71.410 | RoundTime=39.76s | TotalTime=1856.48s | Method=fedrdn
[Round 049/210] Phase=standard | Stage=warmup | Acc=71.820 | RoundTime=40.49s | TotalTime=1897.01s | Method=fedrdn
[Round 050/210] Phase=standard | Stage=warmup | Acc=71.830 | RoundTime=43.89s | TotalTime=1940.94s | Method=fedrdn
[Round 051/210] Phase=standard | Stage=warmup | Acc=72.030 | RoundTime=39.11s | TotalTime=1980.08s | Method=fedrdn
[Round 052/210] Phase=standard | Stage=warmup | Acc=72.400 | RoundTime=36.90s | TotalTime=2017.03s | Method=fedrdn
[Round 053/210] Phase=standard | Stage=warmup | Acc=71.820 | RoundTime=39.85s | TotalTime=2056.90s | Method=fedrdn
[Round 054/210] Phase=standard | Stage=warmup | Acc=73.030 | RoundTime=38.02s | TotalTime=2094.95s | Method=fedrdn
[Round 055/210] Phase=standard | Stage=warmup | Acc=73.450 | RoundTime=37.04s | TotalTime=2132.01s | Method=fedrdn
[Round 056/210] Phase=standard | Stage=warmup | Acc=73.880 | RoundTime=39.45s | TotalTime=2171.48s | Method=fedrdn
[Round 057/210] Phase=standard | Stage=warmup | Acc=73.990 | RoundTime=37.34s | TotalTime=2208.84s | Method=fedrdn
[Round 058/210] Phase=standard | Stage=warmup | Acc=72.790 | RoundTime=34.67s | TotalTime=2243.54s | Method=fedrdn
[Round 059/210] Phase=standard | Stage=warmup | Acc=75.090 | RoundTime=39.96s | TotalTime=2283.52s | Method=fedrdn
[Round 060/210] Phase=standard | Stage=warmup | Acc=73.940 | RoundTime=35.67s | TotalTime=2319.21s | Method=fedrdn
[Round 061/210] Phase=standard | Stage=warmup | Acc=74.370 | RoundTime=34.55s | TotalTime=2353.78s | Method=fedrdn
[Round 062/210] Phase=standard | Stage=warmup | Acc=74.590 | RoundTime=40.06s | TotalTime=2393.89s | Method=fedrdn
[Round 063/210] Phase=standard | Stage=warmup | Acc=75.330 | RoundTime=38.63s | TotalTime=2432.54s | Method=fedrdn
[Round 064/210] Phase=standard | Stage=warmup | Acc=74.760 | RoundTime=34.76s | TotalTime=2467.35s | Method=fedrdn
[Round 065/210] Phase=standard | Stage=warmup | Acc=75.350 | RoundTime=41.84s | TotalTime=2509.23s | Method=fedrdn
[Round 066/210] Phase=standard | Stage=warmup | Acc=76.000 | RoundTime=38.06s | TotalTime=2547.30s | Method=fedrdn
[Round 067/210] Phase=standard | Stage=warmup | Acc=75.220 | RoundTime=34.80s | TotalTime=2582.13s | Method=fedrdn
[Round 068/210] Phase=standard | Stage=warmup | Acc=75.110 | RoundTime=40.41s | TotalTime=2622.59s | Method=fedrdn
[Round 069/210] Phase=standard | Stage=warmup | Acc=75.840 | RoundTime=37.92s | TotalTime=2660.52s | Method=fedrdn
[Round 070/210] Phase=standard | Stage=warmup | Acc=76.110 | RoundTime=34.34s | TotalTime=2694.88s | Method=fedrdn
[Round 071/210] Phase=standard | Stage=warmup | Acc=77.830 | RoundTime=40.15s | TotalTime=2735.06s | Method=fedrdn
[Round 072/210] Phase=standard | Stage=warmup | Acc=76.390 | RoundTime=37.15s | TotalTime=2772.26s | Method=fedrdn
[Round 073/210] Phase=standard | Stage=warmup | Acc=76.380 | RoundTime=29.79s | TotalTime=2802.11s | Method=fedrdn
[Round 074/210] Phase=standard | Stage=warmup | Acc=76.260 | RoundTime=35.14s | TotalTime=2837.29s | Method=fedrdn
[Round 075/210] Phase=standard | Stage=warmup | Acc=76.690 | RoundTime=38.07s | TotalTime=2875.41s | Method=fedrdn
[Round 076/210] Phase=standard | Stage=warmup | Acc=76.550 | RoundTime=35.88s | TotalTime=2911.33s | Method=fedrdn
[Round 077/210] Phase=standard | Stage=warmup | Acc=77.400 | RoundTime=42.63s | TotalTime=2953.98s | Method=fedrdn
[Round 078/210] Phase=standard | Stage=warmup | Acc=77.110 | RoundTime=42.05s | TotalTime=2996.04s | Method=fedrdn
[Round 079/210] Phase=standard | Stage=warmup | Acc=77.240 | RoundTime=35.34s | TotalTime=3031.42s | Method=fedrdn
[Round 080/210] Phase=standard | Stage=warmup | Acc=77.720 | RoundTime=35.21s | TotalTime=3066.66s | Method=fedrdn
[Round 081/210] Phase=standard | Stage=warmup | Acc=77.450 | RoundTime=35.12s | TotalTime=3101.84s | Method=fedrdn
[Round 082/210] Phase=standard | Stage=warmup | Acc=78.190 | RoundTime=39.37s | TotalTime=3141.23s | Method=fedrdn
[Round 083/210] Phase=standard | Stage=warmup | Acc=78.140 | RoundTime=41.22s | TotalTime=3182.48s | Method=fedrdn
[Round 084/210] Phase=standard | Stage=warmup | Acc=78.100 | RoundTime=39.61s | TotalTime=3222.13s | Method=fedrdn
[Round 085/210] Phase=standard | Stage=warmup | Acc=78.040 | RoundTime=40.92s | TotalTime=3263.09s | Method=fedrdn
[Round 086/210] Phase=standard | Stage=warmup | Acc=78.260 | RoundTime=43.38s | TotalTime=3306.50s | Method=fedrdn
