========================================================================================================================
Training started at: 2026-04-08 10:12:39
Result directory: results/fl_cifar10/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_cifar10/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar10_20260408-101239-711110_pid3086753.txt
Result log file : results/fl_cifar10/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar10_20260408-101239-711110_pid3086753.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=49.19s | TotalTime=49.19s | Method=fedrdn
[Round 002/100] Phase=standard | Stage=warmup | Acc=16.910 | RoundTime=35.14s | TotalTime=84.34s | Method=fedrdn
[Round 003/100] Phase=standard | Stage=warmup | Acc=30.280 | RoundTime=34.89s | TotalTime=119.24s | Method=fedrdn
[Round 004/100] Phase=standard | Stage=warmup | Acc=33.760 | RoundTime=36.12s | TotalTime=155.36s | Method=fedrdn
[Round 005/100] Phase=standard | Stage=warmup | Acc=35.860 | RoundTime=34.65s | TotalTime=190.02s | Method=fedrdn
[Round 006/100] Phase=standard | Stage=warmup | Acc=39.820 | RoundTime=34.95s | TotalTime=224.98s | Method=fedrdn
[Round 007/100] Phase=standard | Stage=warmup | Acc=41.560 | RoundTime=35.52s | TotalTime=260.51s | Method=fedrdn
[Round 008/100] Phase=standard | Stage=warmup | Acc=41.980 | RoundTime=35.15s | TotalTime=295.66s | Method=fedrdn
[Round 009/100] Phase=standard | Stage=warmup | Acc=44.850 | RoundTime=35.11s | TotalTime=330.83s | Method=fedrdn
[Round 010/100] Phase=standard | Stage=warmup | Acc=44.740 | RoundTime=35.34s | TotalTime=366.17s | Method=fedrdn
[Round 011/100] Phase=standard | Stage=warmup | Acc=46.680 | RoundTime=34.56s | TotalTime=400.73s | Method=fedrdn
[Round 012/100] Phase=standard | Stage=warmup | Acc=49.410 | RoundTime=35.89s | TotalTime=436.63s | Method=fedrdn
[Round 013/100] Phase=standard | Stage=warmup | Acc=48.760 | RoundTime=35.09s | TotalTime=471.74s | Method=fedrdn
[Round 014/100] Phase=standard | Stage=warmup | Acc=49.500 | RoundTime=34.72s | TotalTime=506.46s | Method=fedrdn
[Round 015/100] Phase=standard | Stage=warmup | Acc=49.820 | RoundTime=36.13s | TotalTime=542.64s | Method=fedrdn
[Round 016/100] Phase=standard | Stage=warmup | Acc=52.250 | RoundTime=35.48s | TotalTime=578.13s | Method=fedrdn
[Round 017/100] Phase=standard | Stage=warmup | Acc=54.040 | RoundTime=35.63s | TotalTime=613.78s | Method=fedrdn
[Round 018/100] Phase=standard | Stage=warmup | Acc=53.680 | RoundTime=36.11s | TotalTime=649.93s | Method=fedrdn
[Round 019/100] Phase=standard | Stage=warmup | Acc=55.800 | RoundTime=36.23s | TotalTime=686.18s | Method=fedrdn
[Round 020/100] Phase=standard | Stage=warmup | Acc=55.160 | RoundTime=35.40s | TotalTime=721.60s | Method=fedrdn
[Round 021/100] Phase=standard | Stage=warmup | Acc=57.700 | RoundTime=36.35s | TotalTime=757.98s | Method=fedrdn
[Round 022/100] Phase=standard | Stage=warmup | Acc=57.920 | RoundTime=35.02s | TotalTime=793.03s | Method=fedrdn
[Round 023/100] Phase=standard | Stage=warmup | Acc=59.290 | RoundTime=35.96s | TotalTime=829.01s | Method=fedrdn
[Round 024/100] Phase=standard | Stage=warmup | Acc=59.560 | RoundTime=35.47s | TotalTime=864.52s | Method=fedrdn
[Round 025/100] Phase=standard | Stage=warmup | Acc=60.850 | RoundTime=35.04s | TotalTime=899.57s | Method=fedrdn
[Round 026/100] Phase=standard | Stage=warmup | Acc=61.160 | RoundTime=35.74s | TotalTime=935.33s | Method=fedrdn
[Round 027/100] Phase=standard | Stage=warmup | Acc=62.160 | RoundTime=34.83s | TotalTime=970.18s | Method=fedrdn
[Round 028/100] Phase=standard | Stage=warmup | Acc=62.360 | RoundTime=35.53s | TotalTime=1005.72s | Method=fedrdn
[Round 029/100] Phase=standard | Stage=warmup | Acc=62.340 | RoundTime=36.14s | TotalTime=1041.92s | Method=fedrdn
[Round 030/100] Phase=standard | Stage=warmup | Acc=63.590 | RoundTime=35.26s | TotalTime=1077.18s | Method=fedrdn
[Round 031/100] Phase=standard | Stage=warmup | Acc=64.030 | RoundTime=36.10s | TotalTime=1113.30s | Method=fedrdn
[Round 032/100] Phase=standard | Stage=warmup | Acc=66.040 | RoundTime=35.34s | TotalTime=1148.65s | Method=fedrdn
[Round 033/100] Phase=standard | Stage=warmup | Acc=65.890 | RoundTime=33.72s | TotalTime=1182.40s | Method=fedrdn
[Round 034/100] Phase=standard | Stage=warmup | Acc=66.430 | RoundTime=29.77s | TotalTime=1212.18s | Method=fedrdn
[Round 035/100] Phase=standard | Stage=warmup | Acc=67.440 | RoundTime=33.51s | TotalTime=1245.71s | Method=fedrdn
