========================================================================================================================
Training started at: 2026-04-09 19:11:22
Result directory: results/fl_cifar100/fedprox/pm-dir_a-0.8_nm-uni_nr-0.5_nt-symmetric_mu-0.001
Result txt file : results/fl_cifar100/fedprox/pm-dir_a-0.8_nm-uni_nr-0.5_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260409-191122-285575_pid1473575.txt
Result log file : results/fl_cifar100/fedprox/pm-dir_a-0.8_nm-uni_nr-0.5_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260409-191122-285575_pid1473575.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.001
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=181.01s | TotalTime=181.02s | Method=fedprox
[Round 002/100] Phase=standard | Stage=warmup | Acc=2.050 | RoundTime=179.37s | TotalTime=360.40s | Method=fedprox
[Round 003/100] Phase=standard | Stage=warmup | Acc=7.470 | RoundTime=179.58s | TotalTime=539.99s | Method=fedprox
[Round 004/100] Phase=standard | Stage=warmup | Acc=11.360 | RoundTime=179.08s | TotalTime=719.09s | Method=fedprox
[Round 005/100] Phase=standard | Stage=warmup | Acc=13.970 | RoundTime=172.88s | TotalTime=891.97s | Method=fedprox
[Round 006/100] Phase=standard | Stage=warmup | Acc=16.280 | RoundTime=179.53s | TotalTime=1071.52s | Method=fedprox
[Round 007/100] Phase=standard | Stage=warmup | Acc=17.860 | RoundTime=179.01s | TotalTime=1250.53s | Method=fedprox
[Round 008/100] Phase=standard | Stage=warmup | Acc=19.850 | RoundTime=179.83s | TotalTime=1430.37s | Method=fedprox
[Round 009/100] Phase=standard | Stage=warmup | Acc=21.510 | RoundTime=180.33s | TotalTime=1610.70s | Method=fedprox
[Round 010/100] Phase=standard | Stage=warmup | Acc=22.820 | RoundTime=179.38s | TotalTime=1790.09s | Method=fedprox
[Round 011/100] Phase=standard | Stage=warmup | Acc=24.180 | RoundTime=179.58s | TotalTime=1969.68s | Method=fedprox
[Round 012/100] Phase=standard | Stage=warmup | Acc=25.200 | RoundTime=180.20s | TotalTime=2149.88s | Method=fedprox
[Round 013/100] Phase=standard | Stage=warmup | Acc=26.520 | RoundTime=181.06s | TotalTime=2330.95s | Method=fedprox
[Round 014/100] Phase=standard | Stage=warmup | Acc=27.260 | RoundTime=179.04s | TotalTime=2510.00s | Method=fedprox
[Round 015/100] Phase=standard | Stage=warmup | Acc=27.880 | RoundTime=178.66s | TotalTime=2688.67s | Method=fedprox
[Round 016/100] Phase=standard | Stage=warmup | Acc=29.150 | RoundTime=179.40s | TotalTime=2868.08s | Method=fedprox
[Round 017/100] Phase=standard | Stage=warmup | Acc=29.590 | RoundTime=177.64s | TotalTime=3045.73s | Method=fedprox
[Round 018/100] Phase=standard | Stage=warmup | Acc=30.520 | RoundTime=179.36s | TotalTime=3225.10s | Method=fedprox
[Round 019/100] Phase=standard | Stage=warmup | Acc=30.840 | RoundTime=178.71s | TotalTime=3403.82s | Method=fedprox
[Round 020/100] Phase=standard | Stage=warmup | Acc=31.520 | RoundTime=180.20s | TotalTime=3584.03s | Method=fedprox
[Round 021/100] Phase=standard | Stage=warmup | Acc=31.360 | RoundTime=181.23s | TotalTime=3765.26s | Method=fedprox
